Odds_Key,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,atp_tourney_name,atp_winner_id,atp_loser_id,atp_key
5232,1,Brisbane,Brisbane International,1/1/2012,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Mahut N.,275,80,171,653,6,4,6,4,,,,,,,2,0,Completed,4.33,1.2,4.25,1.2,4,1.22,4.65,1.23,5,1.17,5,1.23,4.35,1.2,Brisbane,105902,103917,6820
5233,1,Brisbane,Brisbane International,1/1/2012,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,Falla A.,15,74,1925,671,7,6,6,2,,,,,,,2,0,Completed,1.25,3.75,1.25,3.75,1.29,3.5,1.32,3.71,1.2,4,1.33,4,1.28,3.59,Brisbane,105238,104268,6817
5234,1,Brisbane,Brisbane International,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,Mayer F.,73,23,685,1630,7,6,2,3,,,,,,,1,0,Retired,3.25,1.33,3.3,1.3,3.25,1.33,3.29,1.38,3,1.33,3.46,1.38,3.1,1.35,Brisbane,104797,104252,6810
5235,1,Brisbane,Brisbane International,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Tomic B.,Benneteau J.,42,52,970,900,6,2,4,6,7,5,,,,,2,1,Completed,1.66,2.1,1.65,2.15,1.62,2.2,1.7,2.27,1.62,2.2,1.7,3.1,1.63,2.22,Brisbane,106071,103898,6813
5236,1,Brisbane,Brisbane International,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Muller G.,Mello R.,54,85,893,630,6,7,7,6,6,3,,,,,2,1,Completed,1.4,2.75,1.4,2.8,1.33,3.25,1.41,3.13,1.36,2.88,1.44,3.7,1.4,2.86,Brisbane,104180,103672,6807
5237,1,Brisbane,Brisbane International,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Simon G.,Sweeting R.,12,72,2165,690,6,3,6,4,,,,,,,2,0,Completed,1.2,4.33,1.2,4.25,1.17,4.5,1.24,4.48,1.17,4.5,1.3,4.6,1.2,4.25,Brisbane,104468,104976,6821
5238,1,Brisbane,Brisbane International,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Harrison R.,44,79,940,658,7,6,6,4,,,,,,,2,0,Completed,1.36,3,1.35,3,1.44,2.62,1.51,2.74,1.44,2.63,1.51,3.15,1.41,2.79,Brisbane,104571,105992,6808
5239,1,Brisbane,Brisbane International,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Nishikori K.,Stebe C.M.,25,81,1430,652,3,6,6,1,6,4,,,,,2,1,Completed,1.22,4,1.25,3.75,1.29,3.5,1.26,4.29,1.25,3.5,1.34,4.3,1.25,3.8,Brisbane,105453,105649,6809
5240,1,Brisbane,Brisbane International,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Levine J.,77,164,666,308,7,6,6,2,,,,,,,2,0,Completed,1.36,3,1.35,3,1.36,3,1.44,2.99,1.36,2.88,1.44,3.25,1.38,2.94,Brisbane,103813,105028,6815
5241,1,Brisbane,Brisbane International,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Ito T.,Mitchell B.,122,227,474,214,6,4,6,2,,,,,,,2,0,Completed,1.44,2.62,,,1.5,2.5,1.51,2.72,1.5,2.5,1.55,2.8,1.49,2.52,Brisbane,105147,106093,6812
5242,1,Brisbane,Brisbane International,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Stepanek R.,Ebden M.,28,86,1275,627,6,4,3,6,6,3,,,,,2,1,Completed,1.5,2.5,1.55,2.35,1.44,2.62,1.61,2.46,1.5,2.5,1.68,2.88,1.53,2.43,Brisbane,103285,105051,6814
5243,1,Brisbane,Brisbane International,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Giraldo S.,Millman J.,55,541,890,51,6,3,6,3,,,,,,,2,0,Completed,1.28,3.5,1.25,3.75,1.29,3.5,1.28,4.02,1.29,3.25,1.33,4.04,1.28,3.53,Brisbane,105053,105357,6819
5244,1,Brisbane,Brisbane International,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Petzschner P.,Melzer J.,63,33,780,1170,6,1,7,5,,,,,,,2,0,Completed,2.37,1.53,2.35,1.55,2.38,1.53,2.35,1.66,2.25,1.57,2.6,1.68,2.34,1.58,Brisbane,104332,103781,6818
5245,1,Brisbane,Brisbane International,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Haas T.,Matosevic M.,205,203,237,240,6,3,7,5,,,,,,,2,0,Completed,1.53,2.37,1.5,2.5,1.53,2.38,1.66,2.34,1.53,2.5,1.66,2.5,1.55,2.37,Brisbane,103163,104594,6811
5246,1,Brisbane,Brisbane International,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Andreev I.,Mannarino A.,115,87,494,623,7,6,6,2,,,,,,,2,0,Completed,1.83,1.83,1.9,1.85,1.83,1.83,1.83,2.07,1.83,1.83,2,2.5,1.85,1.89,Brisbane,104214,105173,6816
5247,1,Brisbane,Brisbane International,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Kukushkin M.,4,91,7380,598,5,7,6,3,6,2,,,,,2,1,Completed,1.02,17,1.03,10,1.04,9,1.02,26,1.02,11,1.04,28.25,1.02,13.93,Brisbane,104918,105062,6806
5248,1,Brisbane,Brisbane International,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Duckworth J.,12,275,2165,171,6,3,7,5,,,,,,,2,0,Completed,1.08,8,1.11,6,1.1,6.5,1.11,7.91,1.07,8,1.12,8,1.09,6.69,Brisbane,104468,105902,6829
5249,1,Brisbane,Brisbane International,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Stepanek R.,Nieminen J.,28,77,1275,666,7,6,6,2,,,,,,,2,0,Completed,1.5,2.5,1.6,2.25,1.62,2.2,1.58,2.56,1.57,2.25,1.62,2.6,1.55,2.38,Brisbane,103285,103813,6826
5250,1,Brisbane,Brisbane International,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Istomin D.,Haas T.,73,205,685,237,,,,,,,,,,,,,Walkover,2.1,1.66,2.15,1.65,2.1,1.67,2.04,1.88,2,1.73,2.15,1.88,2.02,1.75,Brisbane,104797,103163,6824
5251,1,Brisbane,Brisbane International,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Giraldo S.,Petzschner P.,55,63,890,780,6,4,6,4,,,,,,,2,0,Completed,2,1.72,2,1.75,2,1.73,1.91,2,2,1.73,2.05,2,1.93,1.81,Brisbane,105053,104332,6828
5252,1,Brisbane,Brisbane International,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Dolgopolov O.,Andreev I.,15,115,1925,494,6,7,7,6,6,2,,,,,2,1,Completed,1.38,3,1.4,2.8,1.36,3,1.38,3.31,1.4,2.75,1.47,3.5,1.39,2.9,Brisbane,105238,104214,6827
5253,1,Brisbane,Brisbane International,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Nishikori K.,44,25,940,1430,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,,,1.62,2.2,1.63,2.44,1.57,2.25,1.67,2.53,1.6,2.27,Brisbane,104571,105453,6823
5254,1,Brisbane,Brisbane International,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Tomic B.,Ito T.,42,122,970,474,6,1,6,2,,,,,,,2,0,Completed,1.22,4,1.22,4,1.25,3.75,1.26,4.38,1.22,4,1.28,5.1,1.24,3.91,Brisbane,106071,105147,6825
5255,1,Brisbane,Brisbane International,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Muller G.,4,54,7380,893,4,6,7,6,6,0,,,,,2,1,Completed,1.11,6.5,1.13,5.5,1.1,6.5,1.11,7.88,1.13,5.5,1.13,9,1.1,6.36,Brisbane,104918,104180,6822
5256,1,Brisbane,Brisbane International,1/5/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Simon G.,Giraldo S.,12,55,2165,890,7,6,6,4,,,,,,,2,0,Completed,1.4,2.75,1.45,2.65,1.44,2.62,1.57,2.61,1.44,2.75,1.57,2.8,1.47,2.63,Brisbane,104468,105053,6833
5257,1,Brisbane,Brisbane International,1/5/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Dolgopolov O.,Stepanek R.,15,28,1925,1275,4,6,6,3,6,3,,,,,2,1,Completed,2.1,1.66,2,1.75,2,1.73,2.13,1.82,2,1.8,2.22,1.82,2.06,1.72,Brisbane,105238,103285,6832
5258,1,Brisbane,Brisbane International,1/6/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Murray A.,Baghdatis M.,4,44,7380,940,6,2,6,2,,,,,,,2,0,Completed,1.28,3.5,1.3,3.3,1.25,3.75,1.29,4.14,1.25,3.75,1.33,4.14,1.28,3.53,Brisbane,104918,104571,6830
5259,1,Brisbane,Brisbane International,1/6/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Tomic B.,Istomin D.,42,73,970,685,6,3,7,6,,,,,,,2,0,Completed,1.3,3.4,1.3,3.3,1.3,3.4,1.33,3.72,1.33,3.25,1.35,4.1,1.3,3.42,Brisbane,106071,104797,6831
5260,1,Brisbane,Brisbane International,1/7/2012,ATP250,Outdoor,Hard,Semifinals,3,Dolgopolov O.,Simon G.,15,12,1925,2165,6,3,6,4,,,,,,,2,0,Completed,2.25,1.57,2.15,1.65,2.1,1.67,2.27,1.72,2,1.8,2.3,1.8,2.2,1.64,Brisbane,105238,104468,6835
5261,1,Brisbane,Brisbane International,1/7/2012,ATP250,Outdoor,Hard,Semifinals,3,Murray A.,Tomic B.,4,42,7380,970,6,3,6,2,,,,,,,2,0,Completed,1.16,5,1.25,3.75,1.17,4.5,1.22,5.05,1.17,5,1.25,5.3,1.2,4.33,Brisbane,104918,106071,6834
5262,1,Brisbane,Brisbane International,1/8/2012,ATP250,Outdoor,Hard,The Final,3,Murray A.,Dolgopolov O.,4,7380,15,1925,6,1,6,3,,,,,,,2,0,Completed,1.16,5,1.18,4.5,1.17,5,1.18,5.84,1.17,5,1.2,5.84,1.17,4.78,Brisbane,104918,105238,6836
5263,2,Chennai,Chennai Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Bhambri Y.,Beck K.,345,98,122,580,6,2,6,3,,,,,,,2,0,Completed,3,1.36,2.8,1.4,3.25,1.33,3.1,1.41,3.5,1.25,3.5,1.45,2.98,1.37,Chennai,106026,103971,7717
5264,2,Chennai,Chennai Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Fognini F.,83,48,640,915,6,0,6,1,,,,,,,2,0,Completed,1.53,2.37,1.5,2.5,1.57,2.25,1.61,2.46,1.5,2.5,1.64,3,1.54,2.4,Chennai,104534,104926,7723
5265,2,Chennai,Chennai Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Dodig I.,Vardhan V.,36,313,1065,140,4,6,7,6,6,1,,,,,2,1,Completed,1.14,5.5,1.15,5,1.14,5,1.16,6,1.17,4.5,1.18,6.01,1.15,5.16,Chennai,104471,104986,7722
5266,2,Chennai,Chennai Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Riba P.,95,89,586,612,6,2,6,1,,,,,,,2,0,Completed,1.53,2.37,1.6,2.25,1.67,2.1,1.62,2.43,1.62,2.2,1.65,2.5,1.59,2.29,Chennai,105332,105137,7724
5267,2,Chennai,Chennai Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Prodon E.,106,97,548,581,6,4,6,3,,,,,,,2,0,Completed,1.28,3.5,1.25,3.75,1.3,3.4,1.36,3.42,1.25,3.5,1.36,3.9,1.29,3.42,Chennai,104273,103799,7720
5268,2,Chennai,Chennai Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Sugita Y.,Rochus O.,235,67,207,704,6,3,6,4,,,,,,,2,0,Completed,2.62,1.44,2.5,1.5,2.38,1.53,2.37,1.65,2.63,1.44,3.4,1.65,2.47,1.51,Chennai,105216,103694,7726
5269,2,Chennai,Chennai Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Hanescu V.,Querrey S.,90,93,600,589,6,3,6,4,,,,,,,2,0,Completed,3.4,1.3,3.75,1.25,3.25,1.33,3.78,1.31,3.25,1.29,3.8,1.39,3.41,1.3,Chennai,103812,105023,7725
5270,2,Chennai,Chennai Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Lu Y.H.,De Bakker T.,82,223,651,216,6,3,6,3,,,,,,,2,0,Completed,1.66,2.1,1.8,1.95,1.67,2.1,1.93,1.96,1.57,2.25,1.93,2.3,1.73,2.05,Chennai,104229,105217,7727
5271,2,Chennai,Chennai Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Beck A.,Pospisil V.,98,208,580,235,6,3,7,6,,,,,,,2,0,Completed,2.2,1.61,2.25,1.6,2.2,1.62,2.3,1.68,2.2,1.62,2.43,1.7,2.25,1.6,Chennai,104676,105577,7718
5272,2,Chennai,Chennai Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Malisse X.,174,49,287,910,4,6,6,2,6,3,,,,,2,1,Completed,3,1.36,3,1.35,2.75,1.4,3.08,1.42,3,1.33,4,1.65,2.94,1.38,Chennai,105676,103598,7719
5273,2,Chennai,Chennai Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Darcis S.,Kavcic B.,88,92,622,590,4,6,7,5,6,3,,,,,2,1,Completed,1.66,2.1,1.65,2.15,1.67,2.1,1.65,2.37,1.67,2.1,1.73,2.37,1.65,2.16,Chennai,104327,104882,7728
5274,2,Chennai,Chennai Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Soeda G.,Gil F.,120,102,481,561,6,2,6,7,7,5,,,,,2,1,Completed,1.4,2.75,1.45,2.65,1.5,2.5,1.55,2.6,1.44,2.63,1.67,2.75,1.47,2.59,Chennai,104424,104523,7721
5275,2,Chennai,Chennai Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Sela D.,Paire B.,83,95,640,586,4,6,6,2,6,4,,,,,2,1,Completed,1.5,2.5,1.55,2.35,1.53,2.38,1.61,2.48,1.5,2.5,1.61,2.61,1.53,2.43,Chennai,104534,105332,7733
5276,2,Chennai,Chennai Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,Hanescu V.,31,90,1255,600,6,1,6,4,,,,,,,2,0,Completed,1.28,3.5,1.3,3.3,1.3,3.4,1.37,3.39,1.29,3.25,1.37,3.63,1.31,3.31,Chennai,105683,103812,7734
5277,2,Chennai,Chennai Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Roger-Vasselin E.,17,106,1820,548,3,6,6,3,7,5,,,,,2,1,Completed,1.18,4.5,1.18,4.4,1.17,4.5,1.23,4.7,1.17,4.5,1.23,4.7,1.2,4.29,Chennai,104527,104273,7731
5278,2,Chennai,Chennai Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Soeda G.,Dodig I.,120,36,481,1065,7,6,6,3,,,,,,,2,0,Completed,2.75,1.4,3,1.35,2.75,1.4,2.8,1.5,2.5,1.5,3.3,1.5,2.87,1.39,Chennai,104424,104471,7732
5279,2,Chennai,Chennai Open,1/5/2012,ATP250,Outdoor,Hard,2nd Round,3,Almagro N.,Darcis S.,10,88,2380,622,,,,,,,,,,,,,Walkover,1.4,2.75,1.4,2.8,1.4,2.75,1.48,2.86,1.4,2.75,1.48,3.1,1.41,2.79,Chennai,104597,104327,7736
5280,2,Chennai,Chennai Open,1/5/2012,ATP250,Outdoor,Hard,2nd Round,3,Goffin D.,Beck A.,174,98,287,580,4,6,6,4,6,2,,,,,2,1,Completed,2.1,1.66,2,1.75,2.1,1.67,2.22,1.74,2.1,1.67,2.22,1.81,2.08,1.71,Chennai,105676,104676,7730
5281,2,Chennai,Chennai Open,1/5/2012,ATP250,Outdoor,Hard,2nd Round,3,Sugita Y.,Lu Y.H.,235,82,207,651,7,6,6,4,,,,,,,2,0,Completed,3,1.36,3.15,1.33,2.75,1.4,3.26,1.39,3,1.33,3.5,1.4,3.08,1.35,Chennai,105216,104229,7735
5282,2,Chennai,Chennai Open,1/5/2012,ATP250,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Bhambri Y.,9,345,2595,122,6,1,6,3,,,,,,,2,0,Completed,1.06,10,1.06,8,1.08,7,1.05,13,1.05,8,1.08,13,1.05,9.16,Chennai,104386,106026,7729
5283,2,Chennai,Chennai Open,1/6/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Raonic M.,Sela D.,31,83,1255,640,7,6,6,3,,,,,,,2,0,Completed,1.2,4.33,1.22,4,1.22,4,1.29,4.14,1.25,3.75,1.29,4.6,1.22,4.03,Chennai,105683,104534,7739
5284,2,Chennai,Chennai Open,1/6/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Soeda G.,Wawrinka S.,120,17,481,1820,6,4,6,4,,,,,,,2,0,Completed,5,1.16,5,1.15,4.33,1.2,5.14,1.21,5.5,1.13,5.5,1.21,4.7,1.17,Chennai,104424,104527,7738
5285,2,Chennai,Chennai Open,1/6/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Almagro N.,Sugita Y.,10,235,2380,207,4,6,7,6,6,4,,,,,2,1,Completed,1.33,3.25,1.3,3.3,1.33,3.25,1.34,3.67,1.67,2.2,1.67,3.7,1.33,3.16,Chennai,104597,105216,7740
5286,2,Chennai,Chennai Open,1/6/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Tipsarevic J.,Goffin D.,9,174,2595,287,6,2,3,6,6,2,,,,,2,1,Completed,1.1,7,1.08,7,1.11,6,1.13,7.47,1.1,7,1.13,7.8,1.1,6.56,Chennai,104386,105676,7737
5287,2,Chennai,Chennai Open,1/7/2012,ATP250,Outdoor,Hard,Semifinals,3,Raonic M.,Almagro N.,31,10,1255,2380,6,4,6,4,,,,,,,2,0,Completed,1.38,2.87,1.4,2.8,1.4,2.75,1.51,2.79,1.36,3,1.51,3.1,1.4,2.84,Chennai,105683,104597,7742
5288,2,Chennai,Chennai Open,1/7/2012,ATP250,Outdoor,Hard,Semifinals,3,Tipsarevic J.,Soeda G.,9,120,2595,481,6,1,6,4,,,,,,,2,0,Completed,1.14,5.5,1.15,5,1.14,5.5,1.16,6.23,1.14,5.5,1.18,6.5,1.14,5.28,Chennai,104386,104424,7741
5289,2,Chennai,Chennai Open,1/8/2012,ATP250,Outdoor,Hard,The Final,3,Raonic M.,Tipsarevic J.,31,9,1255,2595,6,7,7,6,7,6,,,,,2,1,Completed,1.66,2.2,1.65,2.15,1.67,2.2,1.73,2.26,1.8,2,1.8,2.26,1.68,2.1,Chennai,105683,104386,7743
5290,3,Doha,Qatar Exxon Mobil Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Kubot L.,38,57,1015,828,6,2,6,3,,,,,,,2,0,Completed,1.5,2.5,1.55,2.35,1.53,2.38,1.63,2.4,1.57,2.38,1.65,2.53,1.56,2.34,Doha,104312,103997,7493
5291,3,Doha,Qatar Exxon Mobil Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Ramos A.,Tursunov D.,66,40,709,988,7,5,6,2,,,,,,,2,0,Completed,2.75,1.4,2.65,1.45,3,1.36,2.71,1.52,3,1.33,3,1.52,2.83,1.4,Doha,105077,104098,7490
5292,3,Doha,Qatar Exxon Mobil Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Cipolla F.,Al Mutawa J.,75,N/A,669,N/A,6,0,6,0,,,,,,,2,0,Completed,1.002,34,1.02,11,1.02,13,1.01,24.11,1.03,10,1.03,36.3,1.02,15.02,Doha,104262,106325,7491
5293,3,Doha,Qatar Exxon Mobil Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Rosol L.,22,70,1655,693,6,4,7,6,,,,,,,2,0,Completed,1.18,4.5,1.2,4.13,1.17,4.5,1.21,4.96,1.18,4.33,1.23,5.15,1.19,4.44,Doha,104678,104586,7488
5294,3,Doha,Qatar Exxon Mobil Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Bogomolov A.,Volandri F.,34,69,1135,696,5,7,6,4,6,2,,,,,2,1,Completed,1.1,7,1.11,6,1.14,5,1.11,7.62,1.13,5.5,1.14,8,1.11,6.05,Doha,104166,103835,7489
5295,3,Doha,Qatar Exxon Mobil Open,1/2/2012,ATP250,Outdoor,Hard,1st Round,3,Becker B.,Kunitsyn I.,304,71,148,692,6,4,7,5,,,,,,,2,0,Completed,1.9,1.8,2,1.75,2,1.73,1.96,1.93,2.2,1.62,2.2,1.93,2,1.76,Doha,103794,103857,7486
5296,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Bachinger M.,Bautista R.,94,178,587,275,6,3,6,4,,,,,,,2,0,Completed,1.53,2.37,1.6,2.25,1.53,2.38,1.7,2.26,1.5,2.5,1.7,2.5,1.6,2.27,Doha,104897,105138,7487
5297,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Gremelmayr D.,Starace P.,189,58,262,825,6,3,6,2,,,,,,,2,0,Completed,2.1,1.66,2,1.75,2.25,1.57,2.05,1.85,2.2,1.62,2.3,1.85,2.12,1.67,Doha,103823,103808,7482
5298,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Tsonga J.W.,Jaziri M.,6,118,4335,485,7,6,6,7,6,1,,,,,2,1,Completed,1.03,15,1.04,9,1.06,8,1.04,14.79,1.04,10,1.06,16.08,1.03,11.14,Doha,104542,104291,7492
5299,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Stakhovsky S.,56,62,867,780,6,7,6,2,7,6,,,,,2,1,Completed,1.57,2.25,1.6,2.25,1.57,2.25,1.64,2.38,1.67,2.1,1.7,2.4,1.6,2.25,Doha,103333,104660,7483
5300,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Andujar P.,65,46,755,920,6,2,2,6,6,3,,,,,2,1,Completed,1.33,3.25,1.4,2.8,1.36,3,1.38,3.3,1.36,2.88,1.4,3.36,1.36,2.99,Doha,104198,104665,7494
5301,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Zemlja G.,Bubka S.,116,148,491,356,4,6,6,1,6,1,,,,,2,1,Completed,1.4,2.75,1.45,2.65,1.5,2.5,1.49,2.8,1.4,2.75,1.6,2.8,1.45,2.63,Doha,104813,104869,7495
5302,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Youzhny M.,Gulbis E.,35,61,1105,785,6,4,6,7,6,2,,,,,2,1,Completed,1.8,1.9,1.87,1.87,1.8,1.91,1.96,1.93,1.8,2,1.97,2.05,1.83,1.89,Doha,104022,105208,7484
5303,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Nadal R.,Kohlschreiber P.,2,43,9595,960,6,3,6,7,6,3,,,,,2,1,Completed,1.1,7,1.11,6,1.11,6,1.09,8.43,1.1,7,1.13,9,1.1,6.72,Doha,104745,104259,7481
5304,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Federer R.,Davydenko N.,3,41,8170,980,6,2,6,2,,,,,,,2,0,Completed,1.12,6,1.11,6,1.12,5.5,1.1,8.19,1.04,10,1.15,13,1.11,6.22,Doha,103819,103786,7496
5305,3,Doha,Qatar Exxon Mobil Open,1/3/2012,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Machado R.,16,68,1910,698,7,5,6,3,,,,,,,2,0,Completed,1.05,11,1.06,8,1.07,7.5,1.06,11.23,1.07,8,1.08,11.35,1.06,8.88,Doha,104792,104349,7485
5306,3,Doha,Qatar Exxon Mobil Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Troicki V.,Bachinger M.,22,94,1655,587,7,6,6,1,,,,,,,2,0,Completed,1.25,3.75,1.25,3.75,1.25,3.75,1.29,4.01,1.22,3.75,1.33,4.4,1.27,3.57,Doha,104678,104897,7500
5307,3,Doha,Qatar Exxon Mobil Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Cipolla F.,6,75,4335,669,7,6,6,3,,,,,,,2,0,Completed,1.1,7,1.08,6.75,1.07,7.5,1.1,8.7,1.08,6.5,1.11,9,1.08,7.34,Doha,104542,104262,7502
5308,3,Doha,Qatar Exxon Mobil Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Seppi A.,Garcia-Lopez G.,38,65,1015,755,7,5,6,3,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.36,3,1.39,3.27,1.33,3,1.42,3.31,1.36,2.99,Doha,104312,104198,7503
5309,3,Doha,Qatar Exxon Mobil Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Youzhny M.,Karlovic I.,35,56,1105,867,6,2,6,7,6,3,,,,,2,1,Completed,1.61,2.2,1.65,2.15,1.73,2,1.78,2.16,1.67,2.1,1.78,2.2,1.69,2.1,Doha,104022,103333,7498
5310,3,Doha,Qatar Exxon Mobil Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Nadal R.,Gremelmayr D.,2,189,9595,262,6,2,6,2,,,,,,,2,0,Completed,1.02,17,1.03,10,1.04,9,1.03,17.5,1.02,13,1.04,26,1.02,13.39,Doha,104745,103823,7497
5311,3,Doha,Qatar Exxon Mobil Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Ramos A.,Bogomolov A.,66,34,709,1135,,,,,,,,,,,,,Walkover,2.37,1.53,2.35,1.55,2.25,1.57,2.34,1.68,2.38,1.53,2.55,1.68,2.31,1.58,Doha,105077,104166,7501
5312,3,Doha,Qatar Exxon Mobil Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Federer R.,Zemlja G.,3,116,8170,491,6,2,6,3,,,,,,,2,0,Completed,1.02,17,1.01,15,1.02,11,1.01,46,1.01,23,1.03,46,1.02,16.92,Doha,103819,104813,7504
5313,3,Doha,Qatar Exxon Mobil Open,1/4/2012,ATP250,Outdoor,Hard,2nd Round,3,Monfils G.,Becker B.,16,304,1910,148,7,5,4,6,7,5,,,,,2,1,Completed,1.16,5,1.15,5,1.14,5,1.19,5.46,1.13,6,1.19,6.8,1.15,5.04,Doha,104792,103794,7499
5314,3,Doha,Qatar Exxon Mobil Open,1/5/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,Ramos A.,6,66,4335,709,6,2,6,1,,,,,,,2,0,Completed,1.07,9,1.06,8,1.08,7,1.09,9.95,1.08,6.5,1.1,10,1.07,7.85,Doha,104542,105077,7507
5315,3,Doha,Qatar Exxon Mobil Open,1/5/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Federer R.,Seppi A.,3,38,8170,1015,6,3,5,7,6,4,,,,,2,1,Completed,1.03,15,1.04,9,1.03,10,1.03,21,,26,1.04,26,1.02,13.43,Doha,103819,104312,7508
5316,3,Doha,Qatar Exxon Mobil Open,1/5/2012,ATP250,Outdoor,Hard,Quarterfinals,3,Nadal R.,Youzhny M.,2,35,9595,1105,6,4,6,4,,,,,,,2,0,Completed,1.11,6.5,1.11,6,1.12,5.5,1.16,6.46,1.08,6.5,1.17,7,1.11,5.98,Doha,104745,104022,7505
