Odds_Key,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,atp_tourney_name,atp_winner_id,atp_loser_id,atp_key
5626,11,San Jose,SAP Open,2/15/2012,ATP250,Indoor,Hard,1st Round,3,Ebden M.,Sela D.,88,73,614,685,6,7,6,2,7,6,,,,,2,1,Completed,2,1.72,1.9,1.85,1.83,1.83,1.93,1.96,1.9,1.9,2,2.03,1.91,1.84,San Jose,105051,104534,6289
5627,11,San Jose,SAP Open,2/15/2012,ATP250,Indoor,Hard,1st Round,3,Istomin D.,Querrey S.,61,85,767,624,5,7,6,3,7,5,,,,,2,1,Completed,2.37,1.53,2.25,1.6,2.2,1.62,2.39,1.64,2.2,1.67,2.48,1.67,2.31,1.58,San Jose,104797,105023,6295
5628,11,San Jose,SAP Open,2/15/2012,ATP250,Indoor,Hard,1st Round,3,Harrison R.,Rochus C.,94,1502,596,1,4,6,6,2,6,3,,,,,2,1,Completed,1.57,2.25,1.6,2.25,1.57,2.25,1.72,2.23,1.62,2.2,1.76,2.43,1.65,2.2,San Jose,105992,103694,6287
5629,11,San Jose,SAP Open,2/16/2012,ATP250,Indoor,Hard,1st Round,3,Benneteau J.,Sweeting R.,34,75,1120,676,7,6,7,6,,,,,,,2,0,Completed,1.3,3.4,1.35,3,1.33,3.25,1.33,3.62,1.29,3.25,1.35,3.74,1.32,3.32,San Jose,103898,104976,6291
5630,11,San Jose,SAP Open,2/16/2012,ATP250,Indoor,Hard,2nd Round,3,Roddick A.,Kudla D.,17,203,1745,237,6,7,7,6,6,4,,,,,2,1,Completed,1.14,5.5,1.16,4.75,1.1,6.5,1.15,6.45,1.17,4.5,1.18,6.5,1.15,5.13,San Jose,104053,106045,6304
5631,11,San Jose,SAP Open,2/16/2012,ATP250,Indoor,Hard,2nd Round,3,Raonic M.,Kamke T.,32,89,1140,613,6,2,7,6,,,,,,,2,0,Completed,1.28,3.5,1.25,3.75,1.25,3.75,1.26,4.34,1.22,3.75,1.31,4.34,1.27,3.73,San Jose,105683,104735,6299
5632,11,San Jose,SAP Open,2/16/2012,ATP250,Indoor,Hard,2nd Round,3,Darcis S.,Stepanek R.,72,29,687,1195,7,6,7,6,,,,,,,2,0,Completed,2.37,1.53,2.35,1.55,2.25,1.57,2.71,1.53,2.5,1.53,2.74,1.6,2.44,1.53,San Jose,104327,103285,6302
5633,11,San Jose,SAP Open,2/16/2012,ATP250,Indoor,Hard,2nd Round,3,Kutrovsky D.,Strode B.,438,393,81,95,7,5,6,3,,,,,,,2,0,Completed,1.66,2.1,1.65,2.15,1.57,2.25,1.59,2.52,1.57,2.38,1.8,2.53,1.63,2.22,San Jose,105004,104971,6297
5634,11,San Jose,SAP Open,2/16/2012,ATP250,Indoor,Hard,2nd Round,3,Anderson K.,Ebden M.,35,88,1065,614,6,1,6,2,,,,,,,2,0,Completed,1.3,3.4,1.3,3.3,1.33,3.25,1.39,3.26,1.14,5.5,1.4,3.39,1.33,3.2,San Jose,104731,105051,6300
5635,11,San Jose,SAP Open,2/16/2012,ATP250,Indoor,Hard,2nd Round,3,Benneteau J.,Muller G.,34,70,1120,690,6,2,6,4,,,,,,,2,0,Completed,1.36,2.87,1.4,2.8,1.44,2.62,1.42,3.14,1.4,2.75,1.45,3.14,1.4,2.84,San Jose,103898,104180,6301
5636,11,San Jose,SAP Open,2/17/2012,ATP250,Indoor,Hard,2nd Round,3,Harrison R.,Ginepri R.,94,235,596,196,6,3,2,6,7,6,,,,,2,1,Completed,1.5,2.5,1.6,2.25,1.57,2.25,1.58,2.55,1.62,2.2,1.65,2.69,1.58,2.33,San Jose,105992,104068,6298
5637,11,San Jose,SAP Open,2/17/2012,ATP250,Indoor,Hard,2nd Round,3,Istomin D.,Russell M.,61,104,767,531,6,2,6,2,,,,,,,2,0,Completed,1.44,2.62,1.5,2.5,1.57,2.25,1.45,2.97,1.44,2.63,1.64,2.97,1.5,2.54,San Jose,104797,103188,6303
5638,11,San Jose,SAP Open,2/17/2012,ATP250,Indoor,Hard,Quarterfinals,3,Harrison R.,Kutrovsky D.,94,438,596,81,6,1,6,4,,,,,,,2,0,Completed,1.1,7,1.13,5.5,1.14,5,1.17,6.19,1.1,6,1.18,8,1.13,5.61,San Jose,105992,105004,6305
5639,11,San Jose,SAP Open,2/18/2012,ATP250,Indoor,Hard,Quarterfinals,3,Raonic M.,Anderson K.,32,35,1140,1065,7,5,7,6,,,,,,,2,0,Completed,1.5,2.5,1.5,2.5,1.44,2.62,1.57,2.6,1.5,2.63,1.57,2.86,1.5,2.54,San Jose,105683,104731,6306
5640,11,San Jose,SAP Open,2/18/2012,ATP250,Indoor,Hard,Quarterfinals,3,Istomin D.,Roddick A.,61,17,767,1745,6,2,6,4,,,,,,,2,0,Completed,2.1,1.66,2.15,1.65,2.25,1.57,2.26,1.73,2.25,1.62,2.33,1.77,2.16,1.66,San Jose,104797,104053,6308
5641,11,San Jose,SAP Open,2/18/2012,ATP250,Indoor,Hard,Quarterfinals,3,Benneteau J.,Darcis S.,34,72,1120,687,3,6,6,1,6,2,,,,,2,1,Completed,1.36,3,1.4,2.8,1.44,2.62,1.41,3.21,1.44,2.75,1.44,3.46,1.4,2.88,San Jose,103898,104327,6307
5642,11,San Jose,SAP Open,2/18/2012,ATP250,Indoor,Hard,Semifinals,3,Raonic M.,Harrison R.,32,94,1140,596,7,6,6,2,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.22,4,1.29,4.05,1.33,3.25,1.33,4.1,1.26,3.71,San Jose,105683,105992,6309
5643,11,San Jose,SAP Open,2/19/2012,ATP250,Indoor,Hard,Semifinals,3,Istomin D.,Benneteau J.,61,34,767,1120,6,3,6,7,6,3,,,,,2,1,Completed,2.2,1.61,2.08,1.7,2.25,1.62,2.22,1.76,2.2,1.67,2.3,1.76,2.17,1.66,San Jose,104797,103898,6310
5644,11,San Jose,SAP Open,2/19/2012,ATP250,Indoor,Hard,The Final,3,Raonic M.,Istomin D.,32,61,1140,767,7,6,6,2,,,,,,,2,0,Completed,1.36,3.2,1.35,3,1.36,3.25,1.43,3.13,1.33,3.25,1.43,3.3,1.36,3.07,San Jose,105683,104797,6311
5645,12,Sao Paulo,Brasil Open,2/13/2012,ATP250,Indoor,Clay,1st Round,3,Marti J.,Gil F.,184,87,265,619,6,2,6,4,,,,,,,2,0,Completed,3,1.36,3,1.35,3,1.36,3.18,1.4,3,1.36,3.41,1.41,3.06,1.36,Sao Paulo,105894,104523,6724
5646,12,Sao Paulo,Brasil Open,2/13/2012,ATP250,Indoor,Clay,1st Round,3,Volandri F.,Montanes A.,69,51,693,860,6,2,6,3,,,,,,,2,0,Completed,3.5,1.28,3.15,1.33,3.25,1.33,3.46,1.35,3,1.33,3.57,1.38,3.23,1.32,Sao Paulo,103835,103656,6730
5647,12,Sao Paulo,Brasil Open,2/13/2012,ATP250,Indoor,Clay,1st Round,3,Mello R.,Riba P.,123,90,451,612,6,4,6,2,,,,,,,2,0,Completed,1.53,2.37,1.78,1.95,1.5,2.5,1.5,2.76,1.53,2.38,1.78,2.76,1.53,2.43,Sao Paulo,103672,105137,6729
5648,12,Sao Paulo,Brasil Open,2/14/2012,ATP250,Indoor,Clay,1st Round,3,Ramirez-Hidalgo R.,Machado R.,128,78,436,649,6,3,1,6,6,2,,,,,2,1,Completed,1.72,2,1.8,1.95,1.73,2,1.83,2.07,1.91,1.8,1.91,2.07,1.81,1.95,Sao Paulo,103105,104349,6731
5649,12,Sao Paulo,Brasil Open,2/14/2012,ATP250,Indoor,Clay,1st Round,3,Berlocq C.,Prodon E.,42,103,966,534,6,4,6,0,,,,,,,2,0,Completed,1.1,7,1.1,6.5,1.1,6.5,1.13,7.44,1.06,7.5,1.15,7.5,1.11,6.32,Sao Paulo,104122,103799,6723
5650,12,Sao Paulo,Brasil Open,2/14/2012,ATP250,Indoor,Clay,1st Round,3,Andreev I.,Gonzalez F.,121,266,459,175,6,2,6,3,,,,,,,2,0,Completed,1.53,2.37,1.6,2.25,1.53,2.38,1.63,2.42,1.53,2.38,1.63,2.58,1.57,2.35,Sao Paulo,104214,103602,6725
5651,12,Sao Paulo,Brasil Open,2/14/2012,ATP250,Indoor,Clay,1st Round,3,Hanescu V.,Souza J.,93,97,600,552,6,3,6,3,,,,,,,2,0,Completed,2.1,1.66,2.15,1.65,2.2,1.62,2.33,1.67,2,1.73,2.4,1.74,2.19,1.64,Sao Paulo,103812,105154,6721
5652,12,Sao Paulo,Brasil Open,2/15/2012,ATP250,Indoor,Clay,1st Round,3,Chardy J.,Kavcic B.,63,110,732,501,6,4,6,4,,,,,,,2,0,Completed,1.33,3.25,1.4,2.8,1.36,3,1.41,3.14,1.4,2.75,1.41,3.25,1.37,3,Sao Paulo,104871,104882,6728
5653,12,Sao Paulo,Brasil Open,2/15/2012,ATP250,Indoor,Clay,1st Round,3,Starace P.,Capdeville P.,76,126,670,438,5,7,7,6,6,2,,,,,2,1,Completed,1.8,1.9,1.8,1.95,1.73,2,1.73,2.22,1.73,2,1.89,2.22,1.76,2,Sao Paulo,103808,104154,6722
5654,12,Sao Paulo,Brasil Open,2/15/2012,ATP250,Indoor,Clay,1st Round,3,Ramos A.,Giraldo S.,64,65,724,715,6,3,6,4,,,,,,,2,0,Completed,2.25,1.57,2.35,1.55,2.38,1.53,2.35,1.66,2.25,1.57,2.43,1.67,2.31,1.59,Sao Paulo,105077,105053,6726
5655,12,Sao Paulo,Brasil Open,2/15/2012,ATP250,Indoor,Clay,1st Round,3,Mayer L.,Ferrero J.C.,80,43,647,960,7,6,6,2,,,,,,,2,0,Completed,2.2,1.61,2.25,1.6,2.1,1.67,2.46,1.61,2.1,1.73,2.46,1.73,2.18,1.65,Sao Paulo,104919,103507,6727
5656,12,Sao Paulo,Brasil Open,2/15/2012,ATP250,Indoor,Clay,1st Round,3,Nalbandian D.,Paire B.,84,98,630,551,7,6,6,3,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.22,4,1.23,4.59,1.22,3.75,1.27,4.79,1.23,4.01,Sao Paulo,103900,105332,6732
5657,12,Sao Paulo,Brasil Open,2/15/2012,ATP250,Indoor,Clay,2nd Round,3,Bellucci T.,Mello R.,38,123,1020,451,6,0,1,6,6,3,,,,,2,1,Completed,1.53,2.37,1.55,2.35,1.53,2.38,1.49,2.84,1.4,2.88,1.63,2.88,1.54,2.42,Sao Paulo,105064,103672,6738
5658,12,Sao Paulo,Brasil Open,2/16/2012,ATP250,Indoor,Clay,2nd Round,3,Ramos A.,Andreev I.,64,121,724,459,7,6,7,6,,,,,,,2,0,Completed,1.61,2.2,1.55,2.35,1.53,2.38,1.75,2.21,1.67,2.2,1.75,2.52,1.61,2.25,Sao Paulo,105077,104214,6736
5659,12,Sao Paulo,Brasil Open,2/16/2012,ATP250,Indoor,Clay,2nd Round,3,Volandri F.,Ramirez-Hidalgo R.,69,128,693,436,6,4,1,6,6,3,,,,,2,1,Completed,1.72,2,1.65,2.15,1.62,2.2,1.85,2.06,1.73,2,1.85,2.29,1.72,2.06,Sao Paulo,103835,103105,6739
5660,12,Sao Paulo,Brasil Open,2/16/2012,ATP250,Indoor,Clay,2nd Round,3,Almagro N.,Hanescu V.,11,93,2220,600,6,3,6,7,6,3,,,,,2,1,Completed,1.12,6,1.15,5,1.14,5,1.21,5.04,1.13,5.5,1.21,6.64,1.15,5.19,Sao Paulo,104597,103812,6733
5661,12,Sao Paulo,Brasil Open,2/16/2012,ATP250,Indoor,Clay,2nd Round,3,Berlocq C.,Starace P.,42,76,966,670,3,6,6,2,6,3,,,,,2,1,Completed,1.44,2.62,1.5,2.5,1.53,2.38,1.5,2.8,1.53,2.38,1.53,2.85,1.49,2.55,Sao Paulo,104122,103808,6734
5662,12,Sao Paulo,Brasil Open,2/16/2012,ATP250,Indoor,Clay,2nd Round,3,Verdasco F.,Marti J.,27,184,1320,265,6,4,6,7,7,5,,,,,2,1,Completed,1.18,4.5,1.2,4.25,1.17,4.5,1.26,4.3,1.2,4.5,1.38,5,1.21,4.26,Sao Paulo,104269,105894,6735
5663,12,Sao Paulo,Brasil Open,2/16/2012,ATP250,Indoor,Clay,2nd Round,3,Mayer L.,Chardy J.,80,63,647,732,4,6,7,5,6,2,,,,,2,1,Completed,2.2,1.61,2.25,1.6,2.1,1.67,2.49,1.61,2.2,1.67,2.5,1.67,2.27,1.61,Sao Paulo,104919,104871,6737
5664,12,Sao Paulo,Brasil Open,2/17/2012,ATP250,Indoor,Clay,2nd Round,3,Nalbandian D.,Simon G.,84,12,630,2050,6,3,6,2,,,,,,,2,0,Completed,1.61,2.2,1.65,2.15,1.67,2.1,1.57,2.58,1.62,2.25,1.75,2.69,1.64,2.23,Sao Paulo,103900,104468,6740
5665,12,Sao Paulo,Brasil Open,2/17/2012,ATP250,Indoor,Clay,Quarterfinals,3,Almagro N.,Berlocq C.,11,42,2220,966,6,3,6,2,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.36,3,1.4,3.28,1.33,3.25,1.45,3.28,1.37,2.98,Sao Paulo,104597,104122,6741
5666,12,Sao Paulo,Brasil Open,2/17/2012,ATP250,Indoor,Clay,Quarterfinals,3,Ramos A.,Verdasco F.,64,27,724,1320,7,6,6,3,,,,,,,2,0,Completed,2.1,1.66,2,1.75,2,1.73,2.26,1.74,2.25,1.62,2.38,1.77,2.1,1.7,Sao Paulo,105077,104269,6742
5667,12,Sao Paulo,Brasil Open,2/17/2012,ATP250,Indoor,Clay,Quarterfinals,3,Volandri F.,Nalbandian D.,69,84,693,630,3,6,6,3,7,5,,,,,2,1,Completed,5,1.16,4.5,1.18,4.5,1.17,5.96,1.17,4.33,1.2,5.96,1.22,4.65,1.18,Sao Paulo,103835,103900,6744
5668,12,Sao Paulo,Brasil Open,2/18/2012,ATP250,Indoor,Clay,Quarterfinals,3,Bellucci T.,Mayer L.,38,80,1020,647,3,6,6,2,7,5,,,,,2,1,Completed,1.66,2.1,1.7,2.08,1.73,2,1.59,2.56,1.73,2,1.8,2.58,1.68,2.16,Sao Paulo,105064,104919,6743
5669,12,Sao Paulo,Brasil Open,2/18/2012,ATP250,Indoor,Clay,Semifinals,3,Almagro N.,Ramos A.,11,64,2220,724,6,4,7,6,,,,,,,2,0,Completed,1.16,5,1.2,4.25,1.2,4.5,1.21,5.21,1.18,4.33,1.22,5.25,1.19,4.56,Sao Paulo,104597,105077,6745
5670,12,Sao Paulo,Brasil Open,2/18/2012,ATP250,Indoor,Clay,Semifinals,3,Volandri F.,Bellucci T.,69,38,693,1020,5,7,6,0,6,2,,,,,2,1,Completed,3.25,1.33,3,1.35,3,1.4,3.67,1.34,3.25,1.33,3.67,1.45,3.04,1.37,Sao Paulo,103835,105064,6746
5671,12,Sao Paulo,Brasil Open,2/19/2012,ATP250,Indoor,Clay,The Final,3,Almagro N.,Volandri F.,11,69,2220,693,6,3,4,6,6,4,,,,,2,1,Completed,1.12,6,1.15,5,1.12,5.5,1.18,5.72,1.13,6,1.18,6,1.15,5.23,Sao Paulo,104597,103835,6747
5672,13,Buenos Aires,Copa Claro,2/20/2012,ATP250,Outdoor,Clay,1st Round,3,Berlocq C.,Riba P.,43,90,991,612,6,7,6,0,6,0,,,,,2,1,Completed,1.11,6.5,1.16,4.75,1.12,5.5,1.13,7,1.14,5,1.16,7,1.13,5.82,Buenos Aires,104122,105137,7691
5673,13,Buenos Aires,Copa Claro,2/20/2012,ATP250,Outdoor,Clay,1st Round,3,Hanescu V.,Andujar P.,93,48,600,910,6,3,4,6,7,6,,,,,2,1,Completed,1.53,2.37,1.6,2.25,1.73,2,1.66,2.35,1.73,2,1.73,2.45,1.63,2.24,Buenos Aires,103812,104665,7696
5674,13,Buenos Aires,Copa Claro,2/20/2012,ATP250,Outdoor,Clay,1st Round,3,Gonzalez F.,Montanes A.,263,52,175,860,7,5,1,0,,,,,,,1,0,Retired,3.25,1.33,2.8,1.4,3,1.36,3.82,1.3,2.63,1.44,3.85,1.4,3.26,1.33,Buenos Aires,103602,103656,7688
5675,13,Buenos Aires,Copa Claro,2/20/2012,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,Mayer L.,162,76,318,672,5,7,6,4,6,2,,,,,2,1,Completed,4,1.22,3.75,1.25,3.75,1.25,4.29,1.26,3.75,1.22,4.29,1.29,3.89,1.25,Buenos Aires,105487,104919,7687
5676,13,Buenos Aires,Copa Claro,2/20/2012,ATP250,Outdoor,Clay,1st Round,3,Nishikori K.,Ferrero J.C.,17,47,1710,960,7,5,3,6,6,2,,,,,2,1,Completed,1.9,1.8,2.15,1.65,2,1.73,2.01,1.88,2.2,1.67,2.5,1.88,2.02,1.76,Buenos Aires,105453,103507,7697
5677,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Wawrinka S.,Zeballos H.,26,116,1300,486,6,3,6,4,,,,,,,2,0,Completed,1.2,4.33,1.25,3.75,1.29,3.5,1.24,4.52,1.29,3.25,1.3,4.52,1.25,3.88,Buenos Aires,104527,104547,7694
5678,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Paire B.,Marti J.,98,177,551,282,2,6,7,6,6,2,,,,,2,1,Completed,1.72,2,1.75,2,1.67,2.1,1.7,2.26,1.67,2.1,1.83,2.28,1.7,2.1,Buenos Aires,105332,105894,7695
5679,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Ramos A.,Chela J.I.,59,31,782,1165,4,6,6,3,6,4,,,,,2,1,Completed,2.1,1.66,2.15,1.65,2.1,1.67,2.12,1.79,2.1,1.67,2.31,1.8,2.14,1.67,Buenos Aires,105077,103428,7689
5680,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Simon G.,Machado R.,12,80,2050,649,6,3,7,5,,,,,,,2,0,Completed,1.22,4,1.28,3.5,1.22,4,1.3,3.86,1.22,3.75,1.3,4.33,1.25,3.81,Buenos Aires,104468,104349,7690
5681,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Andreev I.,Kavcic B.,118,110,481,501,6,2,6,2,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.36,3,1.44,2.98,1.4,2.75,1.44,3.11,1.4,2.88,Buenos Aires,104214,104882,7699
5682,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Verdasco F.,Prodon E.,25,103,1320,534,6,4,6,1,,,,,,,2,0,Completed,1.18,4.5,1.22,4,1.22,4,1.18,5.5,1.22,3.75,1.22,5.5,1.19,4.52,Buenos Aires,104269,103799,7698
5683,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Monaco J.,Volandri F.,20,56,1505,826,6,1,3,1,,,,,,,1,0,Retired,1.16,5,1.15,5,1.14,5,1.14,6.71,1.17,4.5,1.18,6.71,1.15,5.23,Buenos Aires,104338,103835,7693
5684,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Del Bonis F.,Gil F.,10,88,2705,619,6,2,6,2,,,,,,,2,0,Completed,1.53,2.37,1.5,2.5,1.53,2.38,1.48,2.84,1.5,2.5,1.62,3.06,1.52,2.48,Buenos Aires,105643,104523,7700
5685,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Almagro N.,Starace P.,11,71,2220,690,4,6,6,3,7,6,,,,,2,1,Completed,1.22,4,1.2,4.25,1.2,4.33,1.3,3.82,1.2,4.5,1.3,4.98,1.22,4.16,Buenos Aires,104597,103808,7701
5686,13,Buenos Aires,Copa Claro,2/21/2012,ATP250,Outdoor,Clay,1st Round,3,Nalbandian D.,Odesnik W.,85,107,630,511,6,2,6,3,,,,,,,2,0,Completed,1.12,6,1.11,6,1.12,5.5,1.13,7.19,1.17,4.5,1.18,8,1.13,5.84,Buenos Aires,103900,104639,7692
5687,13,Buenos Aires,Copa Claro,2/22/2012,ATP250,Outdoor,Clay,1st Round,3,Ferrer D.,Molteni A.,5,237,4595,194,6,1,6,0,,,,,,,2,0,Completed,1.01,23,1.02,12,1.02,11,1.01,51,1.02,11,1.03,51,1.02,17.19,Buenos Aires,103970,105120,7686
5688,13,Buenos Aires,Copa Claro,2/22/2012,ATP250,Outdoor,Clay,2nd Round,3,Wawrinka S.,Paire B.,26,98,1300,551,6,3,5,7,6,2,,,,,2,1,Completed,1.18,4.5,1.2,4.25,1.25,3.75,1.24,4.52,1.17,4.5,1.25,5,1.2,4.32,Buenos Aires,104527,105332,7706
5689,13,Buenos Aires,Copa Claro,2/22/2012,ATP250,Outdoor,Clay,2nd Round,3,Nishikori K.,Hanescu V.,17,93,1710,600,3,6,7,5,6,1,,,,,2,1,Completed,1.4,2.75,1.45,2.65,1.44,2.62,1.45,2.93,1.44,2.63,1.5,3.06,1.44,2.72,Buenos Aires,105453,103812,7707
5690,13,Buenos Aires,Copa Claro,2/22/2012,ATP250,Outdoor,Clay,2nd Round,3,Ferrer D.,Bagnis F.,5,162,4595,318,6,3,6,4,,,,,,,2,0,Completed,1.02,17,1.02,11,1.01,17,1.01,24.11,1.01,13,1.04,24.11,1.02,14.4,Buenos Aires,103970,105487,7702
5691,13,Buenos Aires,Copa Claro,2/23/2012,ATP250,Outdoor,Clay,2nd Round,3,Gonzalez F.,Ramos A.,263,59,175,782,7,6,7,6,,,,,,,2,0,Completed,3.4,1.3,3.3,1.3,3.25,1.33,3.58,1.33,3,1.33,3.58,1.37,3.27,1.32,Buenos Aires,103602,105077,7703
5692,13,Buenos Aires,Copa Claro,2/23/2012,ATP250,Outdoor,Clay,2nd Round,3,Berlocq C.,Simon G.,43,12,991,2050,6,2,6,1,,,,,,,2,0,Completed,2,1.72,2,1.75,2,1.73,2.24,1.71,2,1.73,2.3,1.85,2.08,1.71,Buenos Aires,104122,104468,7704
5693,13,Buenos Aires,Copa Claro,2/23/2012,ATP250,Outdoor,Clay,2nd Round,3,Andreev I.,Verdasco F.,118,25,481,1320,7,6,6,3,,,,,,,2,0,Completed,2.2,1.61,2.25,1.6,2.2,1.62,2.22,1.73,2.25,1.57,2.35,1.73,2.19,1.64,Buenos Aires,104214,104269,7708
5694,13,Buenos Aires,Copa Claro,2/23/2012,ATP250,Outdoor,Clay,2nd Round,3,Nalbandian D.,Monaco J.,85,20,630,1505,6,3,6,1,,,,,,,2,0,Completed,2,1.72,2.08,1.69,2.1,1.67,2.19,1.75,1.83,1.91,2.2,1.91,2.06,1.73,Buenos Aires,103900,104338,7705
5695,13,Buenos Aires,Copa Claro,2/24/2012,ATP250,Outdoor,Clay,2nd Round,3,Almagro N.,Del Bonis F.,11,10,2220,2705,6,3,6,2,,,,,,,2,0,Completed,1.2,4.33,1.25,3.7,1.22,4,1.22,4.74,1.2,4,1.25,5,1.21,4.2,Buenos Aires,104597,105643,7709
5696,13,Buenos Aires,Copa Claro,2/24/2012,ATP250,Outdoor,Clay,Quarterfinals,3,Wawrinka S.,Nishikori K.,26,17,1300,1710,6,4,6,2,,,,,,,2,0,Completed,1.57,2.25,1.65,2.15,1.62,2.2,1.65,2.4,1.73,2.1,1.7,2.4,1.64,2.21,Buenos Aires,104527,105453,7712
5697,13,Buenos Aires,Copa Claro,2/24/2012,ATP250,Outdoor,Clay,Quarterfinals,3,Almagro N.,Andreev I.,11,118,2220,481,6,3,7,5,,,,,,,2,0,Completed,1.22,4,1.25,3.55,1.25,3.75,1.32,3.71,1.25,3.75,1.32,4,1.27,3.58,Buenos Aires,104597,104214,7713
5698,13,Buenos Aires,Copa Claro,2/24/2012,ATP250,Outdoor,Clay,Quarterfinals,3,Ferrer D.,Gonzalez F.,5,263,4595,175,6,2,6,4,,,,,,,2,0,Completed,1.07,9,1.08,7,1.07,7.5,1.08,10.25,1.1,7,1.09,11.25,1.06,8.48,Buenos Aires,103970,103602,7710
5699,13,Buenos Aires,Copa Claro,2/25/2012,ATP250,Outdoor,Clay,Quarterfinals,3,Nalbandian D.,Berlocq C.,85,43,630,991,6,0,6,3,,,,,,,2,0,Completed,1.44,2.62,1.45,2.7,1.44,2.62,1.34,3.56,1.44,2.75,1.5,3.57,1.41,2.84,Buenos Aires,103900,104122,7711
5700,13,Buenos Aires,Copa Claro,2/25/2012,ATP250,Outdoor,Clay,Semifinals,3,Almagro N.,Wawrinka S.,11,26,2220,1300,6,4,3,6,7,5,,,,,2,1,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.51,2.79,1.53,2.5,1.55,2.85,1.48,2.57,Buenos Aires,104597,104527,7715
5701,13,Buenos Aires,Copa Claro,2/25/2012,ATP250,Outdoor,Clay,Semifinals,3,Ferrer D.,Nalbandian D.,5,85,4595,630,6,1,6,4,,,,,,,2,0,Completed,1.36,3,1.35,3,1.36,3,1.43,3.14,1.36,3,1.46,3.25,1.39,2.95,Buenos Aires,103970,103900,7714
5702,13,Buenos Aires,Copa Claro,2/26/2012,ATP250,Outdoor,Clay,The Final,3,Ferrer D.,Almagro N.,5,11,4595,2220,4,6,6,3,6,2,,,,,2,1,Completed,1.25,4,1.25,3.75,1.29,3.75,1.29,4.1,1.25,3.75,1.3,4.33,1.26,3.79,Buenos Aires,103970,104597,7716
5703,14,Marseille,Open 13,2/20/2012,ATP250,Indoor,Hard,1st Round,3,Ljubicic I.,Serra F.,42,143,995,373,6,4,6,7,6,3,,,,,2,1,Completed,1.4,2.75,1.45,2.65,1.44,2.62,1.45,2.96,1.44,2.63,1.5,3.15,1.43,2.74,Marseille,103344,103722,6997
5704,14,Marseille,Open 13,2/20/2012,ATP250,Indoor,Hard,1st Round,3,Roger-Vasselin E.,Nieminen J.,95,45,584,978,6,2,7,6,,,,,,,2,0,Completed,3.4,1.3,3.3,1.3,3,1.36,3.36,1.37,3.25,1.33,3.52,1.37,3.24,1.33,Marseille,104273,103813,6992
5705,14,Marseille,Open 13,2/20/2012,ATP250,Indoor,Hard,1st Round,3,Cipolla F.,Seppi A.,87,44,620,980,6,4,7,6,,,,,,,2,0,Completed,3.25,1.33,3.3,1.3,3.25,1.33,4.36,1.25,3,1.36,4.36,1.36,3.46,1.3,Marseille,104262,104312,6993
5706,14,Marseille,Open 13,2/21/2012,ATP250,Indoor,Hard,1st Round,3,Olivetti A.,Bachinger M.,388,92,100,604,6,4,6,3,,,,,,,2,0,Completed,2.75,1.4,2.8,1.4,2.62,1.44,3.14,1.41,2.75,1.4,3.26,1.45,2.82,1.41,Marseille,105874,104897,7002
5707,14,Marseille,Open 13,2/21/2012,ATP250,Indoor,Hard,1st Round,3,Goffin D.,Mannarino A.,164,126,315,454,6,2,1,0,,,,,,,1,0,Retired,2,1.72,2,1.75,2.1,1.67,1.94,1.94,1.9,1.9,2.13,1.95,1.97,1.79,Marseille,105676,105173,6999
5708,14,Marseille,Open 13,2/21/2012,ATP250,Indoor,Hard,1st Round,3,Kunitsyn I.,Bautista R.,81,161,647,318,6,4,6,4,,,,,,,2,0,Completed,2,1.72,1.95,1.8,1.83,1.83,2.16,1.76,1.83,1.83,2.16,1.85,1.98,1.78,Marseille,103857,105138,6995
5709,14,Marseille,Open 13,2/21/2012,ATP250,Indoor,Hard,1st Round,3,Mahut N.,Clement A.,84,155,636,333,6,3,6,4,,,,,,,2,0,Completed,1.3,3.4,1.3,3.3,1.33,3.25,1.38,3.26,1.33,3,1.39,3.6,1.33,3.19,Marseille,103917,103096,6991
