"","match_id","player","set","serve_pts","aces","dfs","first_in","first_won","second_in","second_won","bk_pts","bp_saved","return_pts","return_pts_won","winners","winners_fh","winners_bh","unforced","unforced_fh","unforced_bh","year","match_id_copy","gender","tourney_name_dash","round.x","player_1_dash","player_2_dash","tourney_name.x","player_1","player_2","p1_id","p2_id","atp_key","Date","atp_winner_id","winner_class","loser_class","upset_type","wflag","ace_pct","df_pct","firstin_pct","firstwon_pct","secondwon_pct","bkfcd_pct","bksvd_pct","retwon_pct","win_uf_ratio","player_id","class"
"31","20120505-M-Munich-F-Marin_Cilic-Philipp_Kohlschreiber",1,"Total",67,3,2,25,18,42,25,2,0,82,24,24,9,11,30,13,15,2012,20120505,"M","Munich","F","Marin_Cilic","Philipp_Kohlschreiber","Munich","Marin Cilic","Philipp Kohlschreiber",105227,104259,6638,2012-05-06,104259,"Slight Dog","Clear Favorite","Common","L",0.0447761194029851,0.0298507462686567,0.373134328358209,0.72,0.595238095238095,0.0298507462686567,0,0.292682926829268,0.8,105227,"Clear Favorite"
"32","20120505-M-Munich-F-Marin_Cilic-Philipp_Kohlschreiber",2,"Total",82,4,2,61,45,21,13,8,7,67,24,24,11,7,26,9,15,2012,20120505,"M","Munich","F","Marin_Cilic","Philipp_Kohlschreiber","Munich","Marin Cilic","Philipp Kohlschreiber",105227,104259,6638,2012-05-06,104259,"Slight Dog","Clear Favorite","Common","W",0.0487804878048781,0.024390243902439,0.74390243902439,0.737704918032787,0.619047619047619,0.0975609756097561,0.875,0.358208955223881,0.923076923076923,104259,"Slight Dog"
"33","20120516-M-Rome_Masters-R32-Roger_Federer-Carlos_Berlocq",1,"Total",54,2,0,34,28,20,12,5,4,45,17,23,16,2,22,12,10,2012,20120516,"M","Rome_Masters","R32","Roger_Federer","Carlos_Berlocq","Rome Masters","Roger Federer","Carlos Berlocq",103819,104122,6002,2012-05-16,103819,"Sure Thing","No Hope","Favorite Won","W",0.037037037037037,0,0.62962962962963,0.823529411764706,0.6,0.0925925925925926,0.8,0.377777777777778,1.04545454545455,103819,"Sure Thing"
"34","20120516-M-Rome_Masters-R32-Roger_Federer-Carlos_Berlocq",2,"Total",45,1,4,32,23,13,5,4,1,54,14,11,5,3,20,5,11,2012,20120516,"M","Rome_Masters","R32","Roger_Federer","Carlos_Berlocq","Rome Masters","Roger Federer","Carlos Berlocq",103819,104122,6002,2012-05-16,103819,"Sure Thing","No Hope","Favorite Won","L",0.0222222222222222,0.0888888888888889,0.711111111111111,0.71875,0.384615384615385,0.0888888888888889,0.25,0.259259259259259,0.55,104122,"No Hope"
"35","20120519-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal",1,"Total",74,1,4,47,32,27,10,7,3,69,25,21,16,4,39,18,17,2012,20120519,"M","Rome_Masters","F","Novak_Djokovic","Rafael_Nadal","Rome Masters","Novak Djokovic","Rafael Nadal",104925,104745,6318,2012-04-23,104327,"Clear Favorite","Slight Dog","Favorite Won","L",0.0135135135135135,0.0540540540540541,0.635135135135135,0.680851063829787,0.37037037037037,0.0945945945945946,0.428571428571429,0.36231884057971,0.538461538461538,104925,"Slight Dog"
"36","20120519-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal",2,"Total",69,0,0,41,28,28,16,7,6,74,32,14,9,5,18,13,5,2012,20120519,"M","Rome_Masters","F","Novak_Djokovic","Rafael_Nadal","Rome Masters","Novak Djokovic","Rafael Nadal",104925,104745,6318,2012-04-23,104327,"Clear Favorite","Slight Dog","Favorite Won","L",0,0,0.594202898550725,0.682926829268293,0.571428571428571,0.101449275362319,0.857142857142857,0.432432432432432,0.777777777777778,104745,"Slight Dog"
"37","20120519-M-Rome_Masters-SF-Roger_Federer-Novak_Djokovic",1,"Total",65,6,0,32,25,33,16,6,3,66,19,22,14,2,39,16,23,2012,20120519,"M","Rome_Masters","SF","Roger_Federer","Novak_Djokovic","Rome Masters","Roger Federer","Novak Djokovic",103819,104925,6026,2012-05-19,104925,"Clear Favorite","Slight Dog","Favorite Won","L",0.0923076923076923,0,0.492307692307692,0.78125,0.484848484848485,0.0923076923076923,0.5,0.287878787878788,0.564102564102564,103819,"Slight Dog"
"38","20120519-M-Rome_Masters-SF-Roger_Federer-Novak_Djokovic",2,"Total",66,1,1,38,31,28,16,1,0,65,24,13,9,3,17,6,10,2012,20120519,"M","Rome_Masters","SF","Roger_Federer","Novak_Djokovic","Rome Masters","Roger Federer","Novak Djokovic",103819,104925,6026,2012-05-19,104925,"Clear Favorite","Slight Dog","Favorite Won","W",0.0151515151515152,0.0151515151515152,0.575757575757576,0.815789473684211,0.571428571428571,0.0151515151515152,0,0.369230769230769,0.764705882352941,104925,"Clear Favorite"
"39","20120708-M-Wimbledon-F-Roger_Federer-Andy_Murray",1,"Total",131,12,3,90,68,41,20,7,5,157,63,62,30,18,40,24,13,2012,20120708,"M","Wimbledon","F","Roger_Federer","Andy_Murray","Wimbledon","Roger Federer","Andy Murray",103819,104918,6990,2012-07-08,103819,"Clear Favorite","Clear Dog","Favorite Won","W",0.0916030534351145,0.0229007633587786,0.687022900763359,0.755555555555556,0.48780487804878,0.0534351145038168,0.714285714285714,0.401273885350318,1.55,103819,"Clear Favorite"
"40","20120708-M-Wimbledon-F-Roger_Federer-Andy_Murray",2,"Total",157,17,1,88,61,69,33,12,8,131,43,59,19,8,37,22,14,2012,20120708,"M","Wimbledon","F","Roger_Federer","Andy_Murray","Wimbledon","Roger Federer","Andy Murray",103819,104918,6990,2012-07-08,103819,"Clear Favorite","Clear Dog","Favorite Won","L",0.10828025477707,0.00636942675159236,0.560509554140127,0.693181818181818,0.478260869565217,0.0764331210191083,0.666666666666667,0.32824427480916,1.59459459459459,104918,"Clear Dog"
