atp_key,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,W LN,W Key,L LN,L Key
5871,2012-418,Washington,Hard,32,A,20120730,11,103722,,Q,Florent Serra,R,180,FRA,31.41683778,132,424,104548,,WC,Brian Baker,R,190,USA,27.24982888,78,625,4-6 6-3 6-4,3,R32,131,4,6,119,60,40,30,15,13,16,5,5,79,48,31,17,14,4,8,Serra,Serra F.,Baker,Baker B.
5872,2012-418,Washington,Hard,32,A,20120730,12,104731,3,,Kevin Anderson,R,203,RSA,26.20123203,34,1180,105132,,,Jurgen Zopp,R,190,EST,24.33675565,82,615,6-3 6-2,3,R32,68,13,1,55,36,30,11,9,5,5,3,3,46,25,18,8,8,4,7,Anderson,Anderson K.,Zopp,Zopp J.
5873,2012-418,Washington,Hard,32,A,20120730,13,103484,,,James Blake,R,185,USA,32.58863792,116,482,104665,5,,Pablo Andujar,R,180,ESP,26.51608487,39,985,4-6 6-2 6-2,3,R32,103,9,0,78,42,34,18,13,3,5,3,5,88,62,38,10,13,5,10,Blake,Blake J.,Andujar,Andujar P.
5874,2012-418,Washington,Hard,32,A,20120730,14,103843,,Q,Marco Chiudinelli,R,185,SUI,30.88569473,149,362,104547,,,Horacio Zeballos,L,188,ARG,27.25804244,110,512,7-5 7-5,3,R32,153,5,3,81,53,40,14,12,7,8,7,2,94,55,36,17,12,6,9,Chiudinelli,Chiudinelli M.,Zeballos,Zeballos H.
5875,2012-418,Washington,Hard,32,A,20120730,15,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,34.56262834,97,566,105051,,,Matthew Ebden,R,188,AUS,24.67624914,72,651,6-3 6-2,3,R32,95,3,5,54,26,20,14,9,3,5,7,6,74,48,25,9,8,5,10,Ramirez Hidalgo,Ramirez Hidalgo R.,Ebden,Ebden M.
5876,2012-418,Washington,Hard,32,A,20120730,16,105238,2,,Alexandr Dolgopolov,R,180,UKR,23.72621492,25,1460,104262,,,Flavio Cipolla,R,173,ITA,28.77754962,96,566,6-1 6-3,3,R32,59,5,1,43,21,18,15,8,0,0,1,1,52,30,17,11,8,4,8,Dolgopolov,Dolgopolov A.,Cipolla,Cipolla F.
5877,2012-418,Washington,Hard,32,A,20120730,17,103888,1,,Mardy Fish,R,188,USA,30.63928816,15,1955,105575,,WC,Ricardas Berankis,R,175,LTU,22.10814511,103,549,6-3 6-1,3,R16,61,10,2,49,31,25,11,8,2,2,4,6,43,20,12,9,8,1,5,Fish,Fish M.,Berankis,Berankis R.
5878,2012-418,Washington,Hard,32,A,20120730,18,103598,,,Xavier Malisse,R,185,BEL,32.03011636,67,686,104871,6,,Jeremy Chardy,R,188,FRA,25.46201232,47,899,6-3 6-2,3,R16,62,8,2,47,32,26,11,9,0,0,5,5,47,28,18,8,8,2,5,Malisse,Malisse X.,Chardy,Chardy J.
5879,2012-418,Washington,Hard,32,A,20120730,19,103163,4,,Tommy Haas,R,188,GER,34.32443532,36,1138,104919,,,Leonardo Mayer,R,188,ARG,25.21013005,63,707,6-4 7-5,3,R16,100,8,3,56,35,29,13,11,2,3,7,2,69,47,32,9,11,5,8,Haas,Haas T.,Mayer,Mayer L.
5880,2012-418,Washington,Hard,32,A,20120730,20,104735,,,Tobias Kamke,R,180,GER,26.19301848,107,538,104594,,,Marinko Matosevic,R,194,AUS,26.97604381,64,706,6-4 6-3,3,R16,91,2,3,52,27,21,13,9,0,1,6,1,77,49,26,14,10,13,17,Kamke,Kamke T.,Matosevic,Matosevic M.
5881,2012-418,Washington,Hard,32,A,20120730,21,105023,8,,Sam Querrey,R,198,USA,24.81314168,38,1029,103794,,,Benjamin Becker,R,178,GER,31.1211499,105,543,6-4 6-3,3,R16,77,9,4,51,24,24,14,10,1,2,8,4,65,32,25,11,9,8,11,Querrey,Querrey S.,Becker,Becker B.
5882,2012-418,Washington,Hard,32,A,20120730,22,104731,3,,Kevin Anderson,R,203,RSA,26.20123203,34,1180,103722,,Q,Florent Serra,R,180,FRA,31.41683778,132,424,6-4 6-4,3,R16,82,12,3,57,33,28,13,10,1,2,2,2,64,44,28,10,10,4,7,Anderson,Anderson K.,Serra,Serra F.
5883,2012-418,Washington,Hard,32,A,20120730,23,103484,,,James Blake,R,185,USA,32.58863792,116,482,103843,,Q,Marco Chiudinelli,R,185,SUI,30.88569473,149,362,6-2 6-4,3,R16,76,9,3,62,35,25,17,9,3,3,2,2,62,38,23,11,9,3,6,Blake,Blake J.,Chiudinelli,Chiudinelli M.
5884,2012-418,Washington,Hard,32,A,20120730,24,105238,2,,Alexandr Dolgopolov,R,180,UKR,23.72621492,25,1460,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,34.56262834,97,566,6-1 6-3,3,R16,55,15,0,44,29,26,8,8,0,0,3,4,51,32,18,7,8,3,7,Dolgopolov,Dolgopolov A.,Ramirez Hidalgo,Ramirez Hidalgo R.
5885,2012-418,Washington,Hard,32,A,20120730,25,103888,1,,Mardy Fish,R,188,USA,30.63928816,15,1955,103598,,,Xavier Malisse,R,185,BEL,32.03011636,67,686,6-3 6-4,3,QF,81,10,2,65,27,20,25,10,2,2,2,3,50,30,23,9,9,0,2,Fish,Fish M.,Malisse,Malisse X.
5886,2012-418,Washington,Hard,32,A,20120730,26,103163,4,,Tommy Haas,R,188,GER,34.32443532,36,1138,104735,,,Tobias Kamke,R,180,GER,26.19301848,107,538,6-1 6-2,3,QF,67,4,6,43,19,16,16,8,0,0,3,3,44,23,10,10,7,1,5,Haas,Haas T.,Kamke,Kamke T.
5887,2012-418,Washington,Hard,32,A,20120730,27,105023,8,,Sam Querrey,R,198,USA,24.81314168,38,1029,104731,3,,Kevin Anderson,R,203,RSA,26.20123203,34,1180,6-4 6-4,3,QF,81,7,2,55,26,22,20,10,0,0,11,5,56,33,22,14,10,0,2,Querrey,Querrey S.,Anderson,Anderson K.
5888,2012-418,Washington,Hard,32,A,20120730,28,105238,2,,Alexandr Dolgopolov,R,180,UKR,23.72621492,25,1460,103484,,,James Blake,R,185,USA,32.58863792,116,482,7-6(3) 6-4,3,QF,83,7,3,64,41,31,11,11,4,7,8,3,81,45,29,16,11,5,9,Dolgopolov,Dolgopolov A.,Blake,Blake J.
5889,2012-418,Washington,Hard,32,A,20120730,29,103163,4,,Tommy Haas,R,188,GER,34.32443532,36,1138,103888,1,,Mardy Fish,R,188,USA,30.63928816,15,1955,6-3 7-5,3,SF,93,8,1,57,30,28,18,11,3,3,11,4,59,24,22,16,10,1,3,Haas,Haas T.,Fish,Fish M.
5890,2012-418,Washington,Hard,32,A,20120730,30,105238,2,,Alexandr Dolgopolov,R,180,UKR,23.72621492,25,1460,105023,8,,Sam Querrey,R,198,USA,24.81314168,38,1029,6-4 6-4,3,SF,75,8,1,62,36,31,14,10,5,5,6,6,61,29,24,15,10,1,3,Dolgopolov,Dolgopolov A.,Querrey,Querrey S.
5891,2012-418,Washington,Hard,32,A,20120730,31,105238,2,,Alexandr Dolgopolov,R,180,UKR,23.72621492,25,1460,103163,4,,Tommy Haas,R,188,GER,34.32443532,36,1138,6-7(7) 6-4 6-1,3,F,136,11,0,99,52,41,26,15,2,3,9,11,102,66,48,14,14,4,8,Dolgopolov,Dolgopolov A.,Haas,Haas T.
5892,2012-439,Umag,Clay,28,A,20120709,1,105208,,,Ernests Gulbis,R,190,LAT,23.85763176,78,631,103165,,Q,Gorka Fraile,R,180,ESP,34.25598905,930,9,6-1 6-3,3,R32,64,14,5,52,32,29,7,8,2,2,0,1,53,40,25,3,8,4,8,Gulbis,Gulbis E.,Fraile,Fraile G.
5893,2012-439,Umag,Clay,28,A,20120709,2,105723,,WC,Andrey Kuznetsov,R,185,RUS,21.37713895,137,382,103926,,,Daniel Munoz De La Nava,L,,ESP,30.4421629,136,383,6-3 5-7 7-6(5),3,R32,177,7,8,111,71,51,17,17,2,6,0,9,133,75,49,28,16,17,21,Kuznetsov,Kuznetsov A.,Munoz De La Nava,Munoz De La Nava D.
5894,2012-439,Umag,Clay,28,A,20120709,3,106207,,WC,Mate Pavic,L,,CRO,19.01437372,547,54,103507,6,,Juan Carlos Ferrero,R,183,ESP,32.40520192,37,1045,6-2 6-2,3,R32,61,5,3,55,34,25,12,8,4,4,0,2,42,19,12,8,8,2,6,Pavic,Pavic M.,Carlos Ferrero,Carlos Ferrero J.
5895,2012-439,Umag,Clay,28,A,20120709,4,103808,,,Potito Starace,R,188,ITA,30.98699521,95,558,103657,,Q,Ivo Klec,R,183,SVK,31.61122519,427,82,6-3 7-6(6),3,R32,102,3,1,63,47,34,13,11,1,2,0,2,78,48,36,10,10,7,9,Starace,Starace P.,Klec,Klec I.
5896,2012-439,Umag,Clay,28,A,20120709,5,104897,,,Matthias Bachinger,R,188,GER,25.27036277,108,497,105311,,,Joao Sousa,R,,POR,23.27720739,143,369,6-7(5) 6-1 7-6(6),3,R32,162,11,4,109,52,40,25,15,10,14,2,6,113,79,48,13,16,5,12,Bachinger,Bachinger M.,Sousa,Sousa J.
5897,2012-439,Umag,Clay,28,A,20120709,6,105373,7,,Martin Klizan,L,190,SVK,22.99520876,60,753,105379,,WC,Aljaz Bedene,R,181,SLO,22.97604381,111,489,6-2 6-2,3,R32,77,2,3,47,23,18,14,8,1,2,1,6,55,27,18,7,8,4,9,Klizan,Klizan M.,Bedene,Bedene A.
5898,2012-439,Umag,Clay,28,A,20120709,7,104122,5,,Carlos Berlocq,R,183,ARG,29.42915811,38,985,104471,,,Ivan Dodig,R,183,CRO,27.51540041,97,555,6-4 6-0,3,R32,85,1,1,39,30,25,7,8,0,0,3,1,54,29,16,11,8,2,6,Berlocq,Berlocq C.,Dodig,Dodig I.
5899,2012-439,Umag,Clay,28,A,20120709,8,105477,,Q,Marco Trungelliti,R,,ARG,22.4366872,250,185,103893,,,Paolo Lorenzi,R,183,ITA,30.56536619,88,579,7-5 6-4,3,R32,127,1,5,77,44,27,18,11,5,8,2,1,67,44,24,13,11,6,11,Trungelliti,Trungelliti M.,Lorenzi,Lorenzi P.
5900,2012-439,Umag,Clay,28,A,20120709,9,104926,,,Fabio Fognini,R,178,ITA,25.12799452,63,740,103971,,,Karol Beck,R,180,SVK,30.26694045,117,463,6-3 6-1,3,R32,61,1,2,40,26,22,10,8,0,0,0,7,59,31,16,13,8,4,8,Fognini,Fognini F.,Beck,Beck K.
5901,2012-439,Umag,Clay,28,A,20120709,10,104639,,,Wayne Odesnik,L,180,USA,26.63107461,130,415,104273,8,,Edouard Roger Vasselin,R,188,FRA,28.61327858,74,647,6-7(4) 6-2 7-5,3,R32,173,6,5,110,66,45,27,16,7,9,4,5,106,59,40,25,16,3,8,Odesnik,Odesnik W.,Roger Vasselin,Roger Vasselin E.
5902,2012-439,Umag,Clay,28,A,20120709,11,104882,,,Blaz Kavcic,R,188,SLO,25.34702259,71,657,105099,,,Antonio Veic,R,180,CRO,24.38877481,131,408,6-2 6-2,3,R32,75,0,1,40,26,19,10,8,0,1,0,2,44,27,13,6,8,2,7,Kavcic,Kavcic B.,Veic,Veic A.
5903,2012-439,Umag,Clay,28,A,20120709,12,104978,,,Daniel Brands,R,196,GER,24.98015058,120,451,104473,,Q,Walter Trusendi,U,,ITA,27.51266256,386,101,6-1 7-6(8),3,R32,107,3,3,67,39,28,13,9,2,4,4,5,75,52,31,7,10,5,10,Brands,Brands D.,Trusendi,Trusendi W.
5904,2012-439,Umag,Clay,28,A,20120709,13,104269,1,,Fernando Verdasco,L,188,ESP,28.64887064,16,1810,105208,,,Ernests Gulbis,R,190,LAT,23.85763176,78,631,6-2 3-6 6-1,3,R16,126,4,6,75,48,40,11,12,4,6,8,9,91,47,31,19,12,13,18,Verdasco,Verdasco F.,Gulbis,Gulbis E.
5905,2012-439,Umag,Clay,28,A,20120709,14,105723,,WC,Andrey Kuznetsov,R,185,RUS,21.37713895,137,382,106207,,WC,Mate Pavic,L,,CRO,19.01437372,547,54,7-6(0) 6-1,3,R16,89,2,3,60,31,25,18,10,2,3,6,2,70,44,28,9,9,4,7,Kuznetsov,Kuznetsov A.,Pavic,Pavic M.
5906,2012-439,Umag,Clay,28,A,20120709,15,104719,4,,Marcel Granollers,R,190,ESP,26.24229979,24,1530,103808,,,Potito Starace,R,188,ITA,30.98699521,95,558,6-4 3-6 6-3,3,R16,146,3,2,82,55,42,10,14,5,8,0,1,98,64,39,17,14,12,16,Granollers,Granollers M.,Starace,Starace P.
5907,2012-439,Umag,Clay,28,A,20120709,16,104897,,,Matthias Bachinger,R,188,GER,25.27036277,108,497,105373,7,,Martin Klizan,L,190,SVK,22.99520876,60,753,6-0 2-6 6-4,3,R16,114,8,1,75,39,28,16,12,5,8,3,5,80,46,28,14,12,8,13,Bachinger,Bachinger M.,Klizan,Klizan M.
5908,2012-439,Umag,Clay,28,A,20120709,17,104122,5,,Carlos Berlocq,R,183,ARG,29.42915811,38,985,105477,,Q,Marco Trungelliti,R,,ARG,22.4366872,250,185,7-6(4) 4-6 6-1,3,R16,187,2,5,103,68,41,14,14,6,12,2,4,89,34,20,24,15,6,14,Berlocq,Berlocq C.,Trungelliti,Trungelliti M.
5909,2012-439,Umag,Clay,28,A,20120709,18,105238,3,,Alexandr Dolgopolov,R,180,UKR,23.66872005,19,1620,104926,,,Fabio Fognini,R,178,ITA,25.12799452,63,740,6-2 6-4,3,R16,76,1,0,56,30,24,15,9,2,2,1,2,62,43,27,9,9,3,6,Dolgopolov,Dolgopolov A.,Fognini,Fognini F.
5910,2012-439,Umag,Clay,28,A,20120709,19,104639,,,Wayne Odesnik,L,180,USA,26.63107461,130,415,104882,,,Blaz Kavcic,R,188,SLO,25.34702259,71,657,3-6 7-5 7-6(3),3,R16,188,2,7,120,70,42,21,17,11,19,3,3,96,54,33,18,16,3,10,Odesnik,Odesnik W.,Kavcic,Kavcic B.
5911,2012-439,Umag,Clay,28,A,20120709,20,105227,2,,Marin Cilic,R,198,CRO,23.77823409,15,1825,104978,,,Daniel Brands,R,196,GER,24.98015058,120,451,6-3 6-2,3,R16,65,6,0,52,29,21,14,9,2,3,2,2,42,28,16,5,8,1,5,Cilic,Cilic M.,Brands,Brands D.
5912,2012-439,Umag,Clay,28,A,20120709,21,104269,1,,Fernando Verdasco,L,188,ESP,28.64887064,16,1810,105723,,WC,Andrey Kuznetsov,R,185,RUS,21.37713895,137,382,6-2 6-2,3,QF,85,2,3,61,45,36,6,8,6,6,2,5,62,40,24,7,8,3,7,Verdasco,Verdasco F.,Kuznetsov,Kuznetsov A.
5913,2012-439,Umag,Clay,28,A,20120709,22,104719,4,,Marcel Granollers,R,190,ESP,26.24229979,24,1530,104897,,,Matthias Bachinger,R,188,GER,25.27036277,108,497,1-6 6-3 7-5,3,QF,137,0,2,79,50,39,16,14,7,10,3,4,96,51,42,17,14,10,13,Granollers,Granollers M.,Bachinger,Bachinger M.
5914,2012-439,Umag,Clay,28,A,20120709,23,105238,3,,Alexandr Dolgopolov,R,180,UKR,23.66872005,19,1620,104122,5,,Carlos Berlocq,R,183,ARG,29.42915811,38,985,6-4 6-4,3,QF,84,4,2,60,28,24,18,10,4,5,4,2,64,45,28,10,10,1,4,Dolgopolov,Dolgopolov A.,Berlocq,Berlocq C.
5915,2012-439,Umag,Clay,28,A,20120709,24,105227,2,,Marin Cilic,R,198,CRO,23.77823409,15,1825,104639,,,Wayne Odesnik,L,180,USA,26.63107461,130,415,6-4 6-0,3,QF,92,8,2,65,39,29,11,8,5,6,0,3,53,34,16,7,8,3,8,Cilic,Cilic M.,Odesnik,Odesnik W.
5916,2012-439,Umag,Clay,28,A,20120709,25,104719,4,,Marcel Granollers,R,190,ESP,26.24229979,24,1530,104269,1,,Fernando Verdasco,L,188,ESP,28.64887064,16,1810,6-2 6-7(5) 6-1,3,SF,172,5,2,94,58,37,23,14,0,2,3,5,100,71,38,17,13,9,15,Granollers,Granollers M.,Verdasco,Verdasco F.
5917,2012-439,Umag,Clay,28,A,20120709,26,105227,2,,Marin Cilic,R,198,CRO,23.77823409,15,1825,105238,3,,Alexandr Dolgopolov,R,180,UKR,23.66872005,19,1620,7-5 6-2,3,SF,81,1,2,59,26,17,21,10,0,2,1,4,55,25,15,13,10,4,9,Cilic,Cilic M.,Dolgopolov,Dolgopolov A.
5918,2012-439,Umag,Clay,28,A,20120709,27,105227,2,,Marin Cilic,R,198,CRO,23.77823409,15,1825,104719,4,,Marcel Granollers,R,190,ESP,26.24229979,24,1530,6-4 6-2,3,F,92,0,1,53,32,22,12,9,1,3,1,2,49,28,17,7,9,2,7,Cilic,Cilic M.,Granollers,Granollers M.
5919,2012-410,Monte Carlo Masters,Clay,56,M,20120415,1,104312,,,Andreas Seppi,R,190,ITA,28.15058179,44,980,103812,,Q,Victor Hanescu,R,198,ROU,30.73785079,103,539,6-3 6-1,3,R64,61,5,2,56,38,28,7,8,3,4,1,2,41,31,16,1,8,2,7,Seppi,Seppi A.,Hanescu,Hanescu V.
5920,2012-410,Monte Carlo Masters,Clay,56,M,20120415,2,106071,,,Bernard Tomic,R,193,AUS,19.48528405,36,1100,104797,,,Denis Istomin,R,188,UZB,25.60711841,43,982,6-4 6-3,3,R64,62,1,0,45,32,27,9,9,0,0,4,2,64,49,32,6,10,3,6,Tomic,Tomic B.,Istomin,Istomin D.
5921,2012-410,Monte Carlo Masters,Clay,56,M,20120415,3,105238,16,,Alexandr Dolgopolov,R,180,UKR,23.43874059,21,1495,103428,,,Juan Ignacio Chela,R,190,ARG,32.62970568,33,1165,6-2 6-2,3,R64,58,4,0,43,27,21,11,8,0,0,0,2,49,25,16,8,8,1,5,Dolgopolov,Dolgopolov A.,Ignacio Chela,Ignacio Chela J.
5922,2012-410,Monte Carlo Masters,Clay,56,M,20120415,4,104898,,,Robin Haase,R,190,NED,25.0294319,55,821,104338,11,,Juan Monaco,R,185,ARG,28.04928131,14,2015,7-5 0-6 2-3 RET,3,R64,120,4,2,87,52,32,15,12,7,12,0,1,60,43,28,11,11,0,2,Haase,Haase R.,Monaco,Monaco J.
5923,2012-410,Monte Carlo Masters,Clay,56,M,20120415,5,104926,,,Fabio Fognini,R,178,ITA,24.89801506,60,775,103566,,,Michael Llodra,L,190,FRA,31.91238877,47,955,7-5 6-3,3,R64,76,0,1,54,39,28,9,10,0,1,2,3,61,31,20,15,11,4,8,Fognini,Fognini F.,Llodra,Llodra M.
5924,2012-410,Monte Carlo Masters,Clay,56,M,20120415,6,105064,,,Thomaz Bellucci,L,188,BRA,24.29568789,45,975,104731,,,Kevin Anderson,R,203,RSA,25.9137577,32,1170,6-4 6-4,3,R64,87,5,1,60,37,29,14,10,2,2,7,6,69,38,25,16,10,3,5,Bellucci,Bellucci T.,Anderson,Anderson K.
5925,2012-410,Monte Carlo Masters,Clay,56,M,20120415,7,104678,,,Viktor Troicki,R,193,SRB,26.17932923,30,1185,103444,,WC,Jean Rene Lisnard,R,173,MON,32.55852156,393,99,6-3 6-1,3,R64,58,3,1,42,23,17,11,8,0,1,0,0,42,23,10,8,8,2,7,Troicki,Troicki V.,Rene Lisnard,Rene Lisnard J.
5926,2012-410,Monte Carlo Masters,Clay,56,M,20120415,8,103898,,,Julien Benneteau,R,185,FRA,30.32169747,31,1180,104719,,,Marcel Granollers,R,190,ESP,26.01232033,25,1305,6-3 3-6 6-2,3,R64,130,0,3,77,57,37,8,13,3,7,1,0,77,47,26,14,13,4,10,Benneteau,Benneteau J.,Granollers,Granollers M.
5927,2012-410,Monte Carlo Masters,Clay,56,M,20120415,9,103781,15,,Jurgen Melzer,L,183,AUT,30.90212183,29,1192,103997,,,Lukasz Kubot,R,190,POL,29.9192334,51,872,6-2 7-5,3,R64,98,3,2,58,38,29,9,10,3,5,2,3,75,52,31,6,10,6,11,Melzer,Melzer J.,Kubot,Kubot L.
5928,2012-410,Monte Carlo Masters,Clay,56,M,20120415,10,105453,12,,Kei Nishikori,R,178,JPN,22.29705681,17,1625,105077,,,Albert Ramos,L,188,ESP,24.24640657,42,987,6-2 7-5,3,R64,109,0,1,55,34,26,11,10,2,4,1,5,84,57,30,11,10,12,17,Nishikori,Nishikori K.,Ramos,Ramos A.
5929,2012-410,Monte Carlo Masters,Clay,56,M,20120415,11,103908,,WC,Paul Henri Mathieu,R,185,FRA,30.2587269,352,120,105385,,,Donald Young,L,183,USA,22.73237509,50,892,6-0 6-1,3,R64,68,0,4,52,27,20,13,6,4,4,1,2,42,26,9,6,7,3,9,Henri Mathieu,Henri Mathieu P.,Young,Young D.
5930,2012-410,Monte Carlo Masters,Clay,56,M,20120415,12,105227,,,Marin Cilic,R,198,CRO,23.54825462,22,1400,104620,,Q,Simone Bolelli,R,183,ITA,26.52156057,105,514,6-3 6-4,3,R64,90,9,0,61,42,33,11,10,3,3,1,1,60,47,32,4,9,3,5,Cilic,Cilic M.,Bolelli,Bolelli S.
5931,2012-410,Monte Carlo Masters,Clay,56,M,20120415,13,103656,,,Albert Montanes,R,175,ESP,31.38672142,71,690,105683,,,Milos Raonic,R,196,CAN,21.30321697,24,1335,6-2 3-6 6-3,3,R64,108,0,3,73,53,38,11,13,3,5,9,5,78,45,27,19,13,2,6,Montanes,Montanes A.,Raonic,Raonic M.
5932,2012-410,Monte Carlo Masters,Clay,56,M,20120415,14,104523,,Q,Frederico Gil,R,178,POR,27.06365503,132,413,104022,,,Mikhail Youzhny,R,183,RUS,29.80971937,35,1140,6-1 6-3,3,R64,65,1,0,45,31,24,10,8,2,2,2,0,51,30,16,8,8,1,5,Gil,Gil F.,Youzhny,Youzhny M.
5933,2012-410,Monte Carlo Masters,Clay,56,M,20120415,15,104468,9,,Gilles Simon,R,183,FRA,27.30184805,15,1980,104112,,WC,Benjamin Balleret,R,185,MON,29.25119781,332,129,6-3 6-2,3,R64,79,2,2,52,22,14,23,9,1,2,3,1,70,41,23,12,8,6,10,Simon,Simon G.,Balleret,Balleret B.
5934,2012-410,Monte Carlo Masters,Clay,56,M,20120415,16,104269,13,,Fernando Verdasco,L,188,ESP,28.41889117,19,1565,103694,,,Olivier Rochus,R,168,BEL,31.24161533,66,731,4-6 6-2 7-5,3,R64,130,3,1,82,65,47,11,15,2,4,2,2,106,65,38,24,15,5,9,Verdasco,Verdasco F.,Rochus,Rochus O.
5935,2012-410,Monte Carlo Masters,Clay,56,M,20120415,17,104471,,,Ivan Dodig,R,183,CRO,27.28542094,57,790,103344,,,Ivan Ljubicic,R,193,CRO,33.07871321,53,840,6-0 6-3,3,R64,72,1,2,41,21,17,10,7,3,4,3,3,58,23,14,11,8,4,10,Dodig,Dodig I.,Ljubicic,Ljubicic I.
5936,2012-410,Monte Carlo Masters,Clay,56,M,20120415,18,104259,,,Philipp Kohlschreiber,R,178,GER,28.50102669,34,1155,105558,,Q,Guillaume Rufin,R,188,FRA,21.89185489,167,312,6-4 6-4,3,R64,89,1,1,60,30,15,27,10,3,4,2,1,65,34,22,17,10,7,10,Kohlschreiber,Kohlschreiber P.,Rufin,Rufin G.
5937,2012-410,Monte Carlo Masters,Clay,56,M,20120415,19,103808,,WC,Potito Starace,R,188,ITA,30.75701574,81,638,104122,,,Carlos Berlocq,R,183,ARG,29.19917864,37,1076,4-2 RET,3,R64,23,1,0,12,9,9,3,3,0,0,0,0,25,20,9,4,3,1,2,Starace,Starace P.,Berlocq,Berlocq C.
