atp_key,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,W LN,W Key,L LN,L Key
1437,2014-6116,Atlanta,Hard,28,A,20140721,25,104545,1,,John Isner,R,206,USA,29.23477071,12,2690,106058,,,Jack Sock,R,185,USA,21.82067077,72,733,7-5 6-4,3,SF,98,8,4,64,34,32,15,11,2,2,9,5,87,46,31,24,11,6,8,Isner,Isner J.,Sock,Sock J.
1438,2014-6116,Atlanta,Hard,28,A,20140721,26,104534,,,Dudi Sela,R,175,ISR,29.29500342,94,588,103794,,,Benjamin Becker,R,178,GER,33.09514031,66,758,6-3 3-6 6-3,3,SF,111,3,4,85,48,35,20,14,5,7,7,3,81,47,35,14,13,7,10,Sela,Sela D.,Becker,Becker B.
1439,2014-6116,Atlanta,Hard,28,A,20140721,27,104545,1,,John Isner,R,206,USA,29.23477071,12,2690,104534,,,Dudi Sela,R,175,ISR,29.29500342,94,588,6-3 6-4,3,F,71,15,2,58,33,28,14,10,1,1,2,4,51,33,26,7,9,0,2,Isner,Isner J.,Sela,Sela D.
1440,2014-499,Delray Beach,Hard,32,A,20140217,1,103163,1,,Tommy Haas,R,188,GER,35.87679671,12,2435,104639,,Q,Wayne Odesnik,L,180,USA,28.24093087,118,477,6-2 6-1,3,R32,55,5,1,35,20,19,9,7,0,0,3,3,51,34,17,7,8,1,6,Haas,Haas T.,Odesnik,Odesnik W.
1441,2014-499,Delray Beach,Hard,32,A,20140217,2,105449,,Q,Steve Johnson,R,188,USA,24.15058179,142,390,105062,,,Mikhail Kukushkin,R,183,KAZ,26.14647502,58,781,6-4 6-3,3,R32,73,9,1,56,38,29,12,9,5,5,1,2,70,33,24,17,10,6,9,Johnson,Johnson S.,Kukushkin,Kukushkin M.
1442,2014-499,Delray Beach,Hard,32,A,20140217,3,105173,,,Adrian Mannarino,L,183,FRA,25.63723477,70,714,106058,,WC,Jack Sock,R,185,USA,21.39904175,82,652,6-4 6-2,3,R32,73,1,6,68,47,33,9,9,7,8,7,4,57,33,22,8,9,5,9,Mannarino,Mannarino A.,Sock,Sock J.
1443,2014-499,Delray Beach,Hard,32,A,20140217,4,103852,6,,Feliciano Lopez,L,188,ESP,32.41067762,27,1355,105023,,,Sam Querrey,R,198,USA,26.36550308,57,800,4-6 6-2 6-3,3,R32,94,4,5,67,32,28,20,13,4,6,7,4,98,52,32,22,14,9,14,Lopez,Lopez F.,Querrey,Querrey S.
1444,2014-499,Delray Beach,Hard,32,A,20140217,5,104731,4,,Kevin Anderson,R,203,RSA,27.75359343,21,1580,105065,,,Tim Smyczek,R,175,USA,26.13552361,105,537,4-6 6-1 6-3,3,R32,107,11,5,72,44,36,15,13,1,2,2,5,92,55,36,18,13,8,12,Anderson,Anderson K.,Smyczek,Smyczek T.
1445,2014-499,Delray Beach,Hard,32,A,20140217,6,103333,,,Ivo Karlovic,R,208,CRO,34.9705681,56,817,105032,,LL,Samuel Groth,R,,AUS,26.33264887,160,330,7-6(4) 6-3,3,R32,72,19,2,60,40,36,16,11,2,2,6,2,64,42,32,14,10,3,4,Karlovic,Karlovic I.,Groth,Groth S.
1446,2014-499,Delray Beach,Hard,32,A,20140217,7,104594,,,Marinko Matosevic,R,194,AUS,28.5284052,55,844,105676,,,David Goffin,R,163,BEL,23.19780972,106,532,6-2 6-4,3,R32,77,7,1,65,29,24,20,9,5,5,2,4,60,26,14,21,9,5,8,Matosevic,Matosevic M.,Goffin,Goffin D.
1447,2014-499,Delray Beach,Hard,32,A,20140217,8,103720,8,,Lleyton Hewitt,R,180,AUS,32.98015058,38,1045,105614,,,Bradley Klahn,L,190,USA,23.49623546,66,731,6-3 6-1,3,R32,65,0,3,46,27,21,8,8,0,1,3,5,52,21,11,13,8,2,7,Hewitt,Hewitt L.,Klahn,Klahn B.
1448,2014-499,Delray Beach,Hard,32,A,20140217,9,105227,7,,Marin Cilic,R,198,CRO,25.38809035,29,1295,103794,,,Benjamin Becker,R,178,GER,32.67351129,93,605,6-1 6-3,3,R32,56,9,3,42,25,22,9,8,1,2,3,3,55,35,21,4,8,4,9,Cilic,Cilic M.,Becker,Becker B.
1449,2014-499,Delray Beach,Hard,32,A,20140217,10,105992,,WC,Ryan Harrison,R,183,USA,21.78234086,115,484,104229,,,Yen Hsun Lu,R,180,TPE,30.51334702,46,930,4-6 1-0 RET,3,R32,39,3,1,33,17,11,12,6,1,2,0,1,29,20,15,6,5,0,0,Harrison,Harrison R.,Hsun Lu,Hsun Lu Y.
1450,2014-499,Delray Beach,Hard,32,A,20140217,11,104559,,,Teymuraz Gabashvili,R,188,RUS,28.73921971,65,731,105051,,,Matthew Ebden,R,188,AUS,26.22861054,62,741,2-6 6-3 6-2,3,R32,106,2,8,78,45,27,12,12,4,10,6,15,74,32,20,13,13,7,15,Gabashvili,Gabashvili T.,Ebden,Ebden M.
1451,2014-499,Delray Beach,Hard,32,A,20140217,12,105453,3,,Kei Nishikori,R,178,JPN,24.13689254,15,2170,105671,,Q,Gastao Elias,R,178,POR,23.23340178,169,302,6-1 5-7 6-2,3,R32,116,3,7,89,52,33,22,14,2,5,3,3,92,47,25,21,13,7,13,Nishikori,Nishikori K.,Elias,Elias G.
1452,2014-499,Delray Beach,Hard,32,A,20140217,13,105733,,Q,Rhyne Williams,R,,USA,22.91033539,146,374,104268,,,Alejandro Falla,L,185,COL,30.26146475,79,662,6-3 4-0 RET,3,R32,55,2,0,39,23,16,8,6,2,3,2,7,43,17,10,7,7,4,9,Williams,Williams R.,Falla,Falla A.
1453,2014-499,Delray Beach,Hard,32,A,20140217,14,104571,,WC,Marcos Baghdatis,R,183,CYP,28.67077344,155,345,106210,,,Jiri Vesely,L,,CZE,20.60780287,77,669,3-6 6-2 6-1,3,R32,98,4,4,66,33,28,20,12,0,1,2,10,82,46,29,16,12,2,6,Baghdatis,Baghdatis M.,Vesely,Vesely J.
1454,2014-499,Delray Beach,Hard,32,A,20140217,15,104534,,,Dudi Sela,R,175,ISR,28.8733744,75,683,104166,,,Alex Bogomolov Jr,R,178,RUS,30.82272416,88,618,6-0 6-2,3,R32,54,0,2,33,15,13,15,7,0,0,0,1,47,33,13,7,7,2,7,Sela,Sela D.,Bogomolov Jr,Bogomolov Jr A.
1455,2014-499,Delray Beach,Hard,32,A,20140217,16,104545,2,,John Isner,R,206,USA,28.81314168,13,2320,103188,,,Michael Russell,R,173,USA,35.80013689,85,631,4-6 7-6(3) 6-4,3,R32,114,20,2,93,61,50,18,16,2,3,2,3,97,72,56,12,16,2,3,Isner,Isner J.,Russell,Russell M.
1456,2014-499,Delray Beach,Hard,32,A,20140217,17,105449,,Q,Steve Johnson,R,188,USA,24.15058179,142,390,103163,1,,Tommy Haas,R,188,GER,35.87679671,12,2435,6-4 2-6 7-6(2),3,R16,127,13,2,106,65,47,17,15,9,12,9,5,98,54,35,26,15,3,5,Johnson,Johnson S.,Haas,Haas T.
1457,2014-499,Delray Beach,Hard,32,A,20140217,18,103852,6,,Feliciano Lopez,L,188,ESP,32.41067762,27,1355,105173,,,Adrian Mannarino,L,183,FRA,25.63723477,70,714,4-6 6-4 6-2,3,R16,103,10,2,75,43,34,19,14,0,1,3,5,85,44,28,24,14,4,7,Lopez,Lopez F.,Mannarino,Mannarino A.
1458,2014-499,Delray Beach,Hard,32,A,20140217,19,104731,4,,Kevin Anderson,R,203,RSA,27.75359343,21,1580,103333,,,Ivo Karlovic,R,208,CRO,34.9705681,56,817,1-0 RET,3,R16,4,1,1,5,3,3,1,1,0,0,0,2,3,1,0,0,0,0,0,Anderson,Anderson K.,Karlovic,Karlovic I.
1459,2014-499,Delray Beach,Hard,32,A,20140217,20,104594,,,Marinko Matosevic,R,194,AUS,28.5284052,55,844,103720,8,,Lleyton Hewitt,R,180,AUS,32.98015058,38,1045,7-6(2) RET,3,R16,67,4,0,43,23,16,8,6,3,5,2,7,45,24,13,9,6,1,3,Matosevic,Matosevic M.,Hewitt,Hewitt L.
1460,2014-499,Delray Beach,Hard,32,A,20140217,21,105227,7,,Marin Cilic,R,198,CRO,25.38809035,29,1295,105992,,WC,Ryan Harrison,R,183,USA,21.78234086,115,484,6-3 6-4,3,R16,74,9,2,57,30,26,18,10,1,1,5,2,56,33,24,12,9,4,6,Cilic,Cilic M.,Harrison,Harrison R.
1461,2014-499,Delray Beach,Hard,32,A,20140217,22,104559,,,Teymuraz Gabashvili,R,188,RUS,28.73921971,65,731,105453,3,,Kei Nishikori,R,178,JPN,24.13689254,15,2170,4-2 RET,3,R16,19,2,0,16,9,7,6,3,2,2,1,2,18,12,8,2,3,2,3,Gabashvili,Gabashvili T.,Nishikori,Nishikori K.
1462,2014-499,Delray Beach,Hard,32,A,20140217,23,105733,,Q,Rhyne Williams,R,,USA,22.91033539,146,374,104571,,WC,Marcos Baghdatis,R,183,CYP,28.67077344,155,345,6-7(7) 6-4 6-2,3,R16,146,6,4,95,64,52,11,15,1,3,4,10,99,35,20,38,15,5,10,Williams,Williams R.,Baghdatis,Baghdatis M.
1463,2014-499,Delray Beach,Hard,32,A,20140217,24,104545,2,,John Isner,R,206,USA,28.81314168,13,2320,104534,,,Dudi Sela,R,175,ISR,28.8733744,75,683,3-6 6-1 7-6(5),3,R16,116,12,3,93,61,42,17,14,4,7,2,5,97,62,38,19,14,9,13,Isner,Isner J.,Sela,Sela D.
1464,2014-499,Delray Beach,Hard,32,A,20140217,25,105449,,Q,Steve Johnson,R,188,USA,24.15058179,142,390,103852,6,,Feliciano Lopez,L,188,ESP,32.41067762,27,1355,6-3 6-2,3,QF,74,4,2,58,36,26,14,9,3,3,7,3,59,35,24,8,8,7,10,Johnson,Johnson S.,Lopez,Lopez F.
1465,2014-499,Delray Beach,Hard,32,A,20140217,26,104731,4,,Kevin Anderson,R,203,RSA,27.75359343,21,1580,104594,,,Marinko Matosevic,R,194,AUS,28.5284052,55,844,6-7(3) 6-3 6-3,3,QF,144,10,2,86,53,41,21,15,4,5,9,6,116,57,42,27,15,9,13,Anderson,Anderson K.,Matosevic,Matosevic M.
1466,2014-499,Delray Beach,Hard,32,A,20140217,27,105227,7,,Marin Cilic,R,198,CRO,25.38809035,29,1295,104559,,,Teymuraz Gabashvili,R,188,RUS,28.73921971,65,731,6-2 6-3,3,QF,80,12,2,61,31,25,10,9,4,6,1,0,50,21,8,13,8,1,6,Cilic,Cilic M.,Gabashvili,Gabashvili T.
1467,2014-499,Delray Beach,Hard,32,A,20140217,28,104545,2,,John Isner,R,206,USA,28.81314168,13,2320,105733,,Q,Rhyne Williams,R,,USA,22.91033539,146,374,4-6 6-3 6-2,3,QF,102,18,5,71,45,40,15,14,1,2,5,1,85,58,38,14,13,4,7,Isner,Isner J.,Williams,Williams R.
1468,2014-499,Delray Beach,Hard,32,A,20140217,29,104731,4,,Kevin Anderson,R,203,RSA,27.75359343,21,1580,105449,,Q,Steve Johnson,R,188,USA,24.15058179,142,390,6-2 6-4,3,SF,76,13,1,56,35,30,10,9,0,0,6,3,55,33,23,10,9,5,8,Anderson,Anderson K.,Johnson,Johnson S.
1469,2014-499,Delray Beach,Hard,32,A,20140217,30,105227,7,,Marin Cilic,R,198,CRO,25.38809035,29,1295,104545,2,,John Isner,R,206,USA,28.81314168,13,2320,7-6(5) 6-3,3,SF,86,12,2,68,39,33,18,11,0,0,9,3,72,52,34,10,10,6,7,Cilic,Cilic M.,Isner,Isner J.
1470,2014-499,Delray Beach,Hard,32,A,20140217,31,105227,7,,Marin Cilic,R,198,CRO,25.38809035,29,1295,104731,4,,Kevin Anderson,R,203,RSA,27.75359343,21,1580,7-6(6) 6-7(7) 6-4,3,F,189,16,8,123,66,50,30,17,10,13,18,12,145,88,66,23,17,10,14,Cilic,Cilic M.,Anderson,Anderson K.
1471,2014-338,Sydney,Hard,28,A,20140106,1,103917,,,Nicolas Mahut,R,190,FRA,31.95893224,50,938,105992,,Q,Ryan Harrison,R,183,USA,21.66735113,99,549,7-6(2) 7-5,3,R32,107,12,0,72,47,38,12,12,0,1,6,5,92,56,40,13,12,4,6,Mahut,Mahut N.,Harrison,Harrison R.
1472,2014-338,Sydney,Hard,28,A,20140106,2,103285,,,Radek Stepanek,R,185,CZE,35.11019849,45,970,105032,,WC,Samuel Groth,R,,AUS,26.21765914,157,334,6-7(6) 7-6(5) 6-2,3,R32,135,5,2,110,84,64,16,16,3,3,18,5,107,65,49,22,16,9,11,Stepanek,Stepanek R.,Groth,Groth S.
1473,2014-338,Sydney,Hard,28,A,20140106,3,105077,,LL,Albert Ramos,L,188,ESP,25.97125257,85,617,105023,,,Sam Querrey,R,198,USA,26.25051335,46,960,4-6 6-3 6-4,3,R32,122,7,2,96,67,46,16,14,5,6,16,1,104,66,48,17,15,11,14,Ramos,Ramos A.,Querrey,Querrey S.
1474,2014-338,Sydney,Hard,28,A,20140106,4,104586,,,Lukas Rosol,R,196,CZE,28.45448323,47,956,105311,,,Joao Sousa,R,,POR,24.77207392,51,934,7-6(5) 4-6 7-6(1),3,R32,128,7,7,117,60,42,31,17,6,10,6,2,105,59,39,24,17,2,5,Rosol,Rosol L.,Sousa,Sousa J.
1475,2014-338,Sydney,Hard,28,A,20140106,5,104797,,,Denis Istomin,R,188,UZB,27.33196441,49,945,104665,,,Pablo Andujar,R,180,ESP,27.95345654,48,946,6-1 6-2,3,R32,58,5,3,45,29,25,8,8,0,0,2,4,43,26,16,5,7,4,8,Istomin,Istomin D.,Andujar,Andujar P.
1476,2014-338,Sydney,Hard,28,A,20140106,6,105227,7,,Marin Cilic,R,198,CRO,25.27310062,37,1130,105526,,Q,Jan Lennard Struff,R,,GER,23.70157426,106,523,3-6 6-3 6-3,3,R32,103,8,3,78,41,35,19,13,2,3,7,3,85,57,38,15,14,2,5,Cilic,Cilic M.,Lennard Struff,Lennard Struff J.
1477,2014-338,Sydney,Hard,28,A,20140106,7,103898,6,,Julien Benneteau,R,185,FRA,32.04654346,35,1160,105051,,WC,Matthew Ebden,R,188,AUS,26.11362081,65,711,6-2 6-2,3,R32,57,4,0,41,28,22,10,8,0,0,6,5,51,27,16,9,8,4,8,Benneteau,Benneteau J.,Ebden,Ebden M.
1478,2014-338,Sydney,Hard,28,A,20140106,8,104660,,Q,Sergiy Stakhovsky,R,193,UKR,28,101,544,104122,,,Carlos Berlocq,R,183,ARG,30.92402464,41,1020,6-3 6-4,3,R32,71,2,1,45,30,27,7,9,1,2,3,1,64,37,23,11,10,3,7,Stakhovsky,Stakhovsky S.,Berlocq,Berlocq C.
1479,2014-338,Sydney,Hard,28,A,20140106,9,104594,,WC,Marinko Matosevic,R,194,AUS,28.41341547,56,819,104252,,,Florian Mayer,R,190,GER,30.25598905,38,1110,6-2 4-6 6-3,3,R32,101,5,4,86,54,42,15,14,4,7,4,1,71,40,27,12,13,2,7,Matosevic,Matosevic M.,Mayer,Mayer F.
1480,2014-338,Sydney,Hard,28,A,20140106,10,106071,,,Bernard Tomic,R,193,AUS,21.21013005,52,910,104719,8,,Marcel Granollers,R,190,ESP,27.73716632,36,1155,6-3 6-0,3,R32,60,3,0,51,35,25,10,8,7,8,0,2,40,27,13,3,7,3,8,Tomic,Tomic B.,Granollers,Granollers M.
1481,2014-338,Sydney,Hard,28,A,20140106,11,104882,,Q,Blaz Kavcic,R,188,SLO,26.84188912,102,542,103813,,,Jarkko Nieminen,L,185,FIN,32.45722108,39,1090,6-4 6-3,3,R32,78,5,2,58,40,28,8,9,4,6,1,3,62,36,18,14,10,5,10,Kavcic,Kavcic B.,Nieminen,Nieminen J.
1482,2014-338,Sydney,Hard,28,A,20140106,12,105238,,,Alexandr Dolgopolov,R,180,UKR,25.16358658,55,825,104273,,,Edouard Roger Vasselin,R,188,FRA,30.10814511,40,1038,6-3 RET,3,R32,29,6,0,23,15,13,7,5,0,0,2,0,26,17,10,5,4,2,3,Dolgopolov,Dolgopolov A.,Roger Vasselin,Roger Vasselin E.
1483,2014-338,Sydney,Hard,28,A,20140106,13,105223,1,,Juan Martin Del Potro,R,198,ARG,25.28678987,5,5255,103917,,,Nicolas Mahut,R,190,FRA,31.95893224,50,938,1-6 6-3 6-4,3,R16,111,15,2,88,58,41,15,13,2,4,11,1,73,42,36,15,13,3,5,Martin Del Potro,Martin Del Potro J.,Mahut,Mahut N.
1484,2014-338,Sydney,Hard,28,A,20140106,14,103285,,,Radek Stepanek,R,185,CZE,35.11019849,45,970,105077,,LL,Albert Ramos,L,188,ESP,25.97125257,85,617,6-2 7-6(5),3,R16,91,10,2,58,38,29,13,10,3,5,1,2,71,45,29,9,10,3,7,Stepanek,Stepanek R.,Ramos,Ramos A.
1485,2014-338,Sydney,Hard,28,A,20140106,15,104098,4,,Dmitry Tursunov,R,185,RUS,31.06913073,32,1244,104586,,,Lukas Rosol,R,196,CZE,28.45448323,47,956,3-6 6-3 6-3,3,R16,91,6,1,78,59,42,11,13,7,8,17,4,89,47,39,16,14,3,6,Tursunov,Tursunov D.,Rosol,Rosol L.
1486,2014-338,Sydney,Hard,28,A,20140106,16,104797,,,Denis Istomin,R,188,UZB,27.33196441,49,945,105227,7,,Marin Cilic,R,198,CRO,25.27310062,37,1130,6-3 6-4,3,R16,77,2,0,64,39,34,12,10,2,2,8,1,54,37,27,6,9,1,3,Istomin,Istomin D.,Cilic,Cilic M.
1487,2014-338,Sydney,Hard,28,A,20140106,17,104660,,Q,Sergiy Stakhovsky,R,193,UKR,28,101,544,103898,6,,Julien Benneteau,R,185,FRA,32.04654346,35,1160,6-3 6-2,3,R16,67,9,4,54,34,26,8,8,2,3,6,2,50,32,17,5,9,2,7,Stakhovsky,Stakhovsky S.,Benneteau,Benneteau J.
1488,2014-338,Sydney,Hard,28,A,20140106,18,104594,,WC,Marinko Matosevic,R,194,AUS,28.41341547,56,819,104312,3,,Andreas Seppi,R,190,ITA,29.87542779,25,1360,6-3 6-4,3,R16,72,7,1,54,33,28,14,10,1,1,3,1,58,34,24,12,9,6,8,Matosevic,Matosevic M.,Seppi,Seppi A.
1489,2014-338,Sydney,Hard,28,A,20140106,19,106071,,,Bernard Tomic,R,193,AUS,21.21013005,52,910,104882,,Q,Blaz Kavcic,R,188,SLO,26.84188912,102,542,6-3 4-6 6-4,3,R16,122,8,0,80,56,42,16,15,0,1,9,2,103,76,51,13,14,8,10,Tomic,Tomic B.,Kavcic,Kavcic B.
1490,2014-338,Sydney,Hard,28,A,20140106,20,105238,,,Alexandr Dolgopolov,R,180,UKR,25.16358658,55,825,105668,2,,Jerzy Janowicz,R,203,POL,23.14852841,21,1615,6-2 6-2,3,R16,57,3,0,39,26,23,9,8,0,0,4,5,56,33,22,6,8,6,10,Dolgopolov,Dolgopolov A.,Janowicz,Janowicz J.
1491,2014-338,Sydney,Hard,28,A,20140106,21,105223,1,,Juan Martin Del Potro,R,198,ARG,25.28678987,5,5255,103285,,,Radek Stepanek,R,185,CZE,35.11019849,45,970,6-4 3-6 6-3,3,QF,129,14,3,97,64,46,14,14,7,10,3,3,81,39,26,23,14,3,7,Martin Del Potro,Martin Del Potro J.,Stepanek,Stepanek R.
1492,2014-338,Sydney,Hard,28,A,20140106,22,104098,4,,Dmitry Tursunov,R,185,RUS,31.06913073,32,1244,104797,,,Denis Istomin,R,188,UZB,27.33196441,49,945,7-6(5) 6-2,3,QF,96,6,3,76,45,35,16,10,3,3,9,4,78,55,37,9,10,7,9,Tursunov,Tursunov D.,Istomin,Istomin D.
1493,2014-338,Sydney,Hard,28,A,20140106,23,104660,,Q,Sergiy Stakhovsky,R,193,UKR,28,101,544,104594,,WC,Marinko Matosevic,R,194,AUS,28.41341547,56,819,6-4 6-3,3,QF,73,7,3,65,46,32,9,9,2,3,2,2,57,36,27,5,10,3,7,Stakhovsky,Stakhovsky S.,Matosevic,Matosevic M.
1494,2014-338,Sydney,Hard,28,A,20140106,24,106071,,,Bernard Tomic,R,193,AUS,21.21013005,52,910,105238,,,Alexandr Dolgopolov,R,180,UKR,25.16358658,55,825,6-4 6-3,3,QF,66,7,1,57,39,26,12,10,2,4,10,0,56,34,25,6,9,6,10,Tomic,Tomic B.,Dolgopolov,Dolgopolov A.
1495,2014-338,Sydney,Hard,28,A,20140106,25,105223,1,,Juan Martin Del Potro,R,198,ARG,25.28678987,5,5255,104098,4,,Dmitry Tursunov,R,185,RUS,31.06913073,32,1244,6-4 6-2,3,SF,65,9,0,43,26,24,13,9,1,1,3,1,51,35,24,6,9,2,5,Martin Del Potro,Martin Del Potro J.,Tursunov,Tursunov D.
1496,2014-338,Sydney,Hard,28,A,20140106,26,106071,,,Bernard Tomic,R,193,AUS,21.21013005,52,910,104660,,Q,Sergiy Stakhovsky,R,193,UKR,28,101,544,6-7(4) 7-5 6-3,3,SF,134,8,0,108,70,52,21,16,7,8,11,6,106,51,38,29,17,6,10,Tomic,Tomic B.,Stakhovsky,Stakhovsky S.
1497,2014-338,Sydney,Hard,28,A,20140106,27,105223,1,,Juan Martin Del Potro,R,198,ARG,25.28678987,5,5255,106071,,,Bernard Tomic,R,193,AUS,21.21013005,52,910,6-3 6-1,3,F,54,8,0,38,24,20,12,8,0,0,2,1,42,30,18,3,8,2,6,Martin Del Potro,Martin Del Potro J.,Tomic,Tomic B.
1498,2014-407,Rotterdam,Hard,32,A,20140210,1,105223,1,,Juan Martin Del Potro,R,198,ARG,25.38261465,4,5370,104792,,,Gael Monfils,R,193,FRA,27.44421629,23,1475,7-6(6) 6-3,3,R32,101,2,4,78,53,39,13,11,3,5,7,2,61,36,28,11,10,1,4,Martin Del Potro,Martin Del Potro J.,Monfils,Monfils G.
1499,2014-407,Rotterdam,Hard,32,A,20140210,2,103908,,Q,Paul Henri Mathieu,R,185,FRA,32.07939767,135,412,104471,,,Ivan Dodig,R,183,CRO,29.10609172,33,1145,4-6 7-6(2) 6-4,3,R32,135,4,0,104,58,43,28,16,5,6,21,4,87,51,49,15,16,2,3,Henri Mathieu,Henri Mathieu P.,Dodig,Dodig I.
1500,2014-407,Rotterdam,Hard,32,A,20140210,3,105208,,,Ernests Gulbis,R,190,LAT,25.44832307,24,1443,104797,,,Denis Istomin,R,188,UZB,27.42778919,41,1010,6-4 7-6(4),3,R32,91,7,1,61,36,29,16,11,2,4,3,2,71,53,33,9,11,2,5,Gulbis,Gulbis E.,Istomin,Istomin D.
1501,2014-407,Rotterdam,Hard,32,A,20140210,4,105777,8,,Grigor Dimitrov,R,188,BUL,22.74058864,19,1810,104098,,,Dmitry Tursunov,R,185,RUS,31.16495551,28,1314,6-2 1-6 6-4,3,R32,120,7,2,72,36,25,18,12,3,7,3,3,85,46,30,19,13,9,14,Dimitrov,Dimitrov G.,Tursunov,Tursunov D.
1502,2014-407,Rotterdam,Hard,32,A,20140210,5,104607,3,,Tomas Berdych,R,196,CZE,28.39972621,7,4540,104312,,,Andreas Seppi,R,190,ITA,29.97125257,31,1210,6-3 6-3,3,R32,66,9,0,43,31,27,9,9,0,0,2,1,61,39,24,10,9,7,10,Berdych,Berdych T.,Seppi,Seppi A.
1503,2014-407,Rotterdam,Hard,32,A,20140210,6,103917,,,Nicolas Mahut,R,190,FRA,32.05475702,44,968,104978,,LL,Daniel Brands,R,196,GER,26.57084189,69,719,7-5 6-3,3,R32,71,13,4,60,38,35,11,11,2,2,6,0,60,46,29,10,10,2,4,Mahut,Mahut N.,Brands,Brands D.
1504,2014-407,Rotterdam,Hard,32,A,20140210,7,105668,,,Jerzy Janowicz,R,203,POL,23.24435318,20,1705,103898,,,Julien Benneteau,R,185,FRA,32.14236824,39,1020,3-6 6-4 6-4,3,R32,116,5,2,87,49,38,22,15,1,3,8,1,83,62,44,11,14,3,5,Janowicz,Janowicz J.,Benneteau,Benneteau J.
1505,2014-407,Rotterdam,Hard,32,A,20140210,8,103163,6,,Tommy Haas,R,188,GER,35.85763176,12,2495,104269,,,Fernando Verdasco,L,188,ESP,30.23956194,32,1190,6-7(4) 7-6(1) 7-5,3,R32,150,2,3,106,75,53,20,18,3,7,10,6,119,76,53,21,18,5,10,Haas,Haas T.,Verdasco,Verdasco F.
1506,2014-407,Rotterdam,Hard,32,A,20140210,9,104997,,WC,Igor Sijsling,R,190,NED,26.48323066,64,740,104022,7,,Mikhail Youzhny,R,183,RUS,31.63039014,15,2100,6-2 6-2,3,R32,74,9,1,49,36,29,6,8,1,1,0,3,73,46,26,11,8,8,12,Sijsling,Sijsling I.,Youzhny,Youzhny M.
1507,2014-407,Rotterdam,Hard,32,A,20140210,10,103582,,Q,Michael Berrer,L,193,GER,33.61259411,147,380,104619,,WC,Jesse Huta Galung,R,188,NED,28.34770705,91,601,6-4 2-6 6-3,3,R32,118,4,0,97,71,49,11,14,5,8,11,4,74,41,31,17,13,4,7,Berrer,Berrer M.,Huta Galung,Huta Galung J.
1508,2014-407,Rotterdam,Hard,32,A,20140210,11,104259,,,Philipp Kohlschreiber,R,178,GER,30.32169747,27,1330,104660,,Q,Sergiy Stakhovsky,R,193,UKR,28.09582478,90,601,6-2 7-5,3,R32,65,4,0,50,24,21,19,10,0,0,5,0,59,45,27,8,10,3,6,Kohlschreiber,Kohlschreiber P.,Stakhovsky,Stakhovsky S.
1509,2014-407,Rotterdam,Hard,32,A,20140210,12,104755,4,,Richard Gasquet,R,185,FRA,27.6495551,9,2950,105217,,WC,Thiemo De Bakker,R,193,NED,25.39356605,140,401,6-7(5) 7-6(2) 6-3,3,R32,144,13,1,106,78,62,18,17,5,6,16,2,103,56,45,24,16,3,5,Gasquet,Gasquet R.,De Bakker,De Bakker T.
1510,2014-407,Rotterdam,Hard,32,A,20140210,13,104542,5,,Jo Wilfried Tsonga,R,188,FRA,28.81861739,10,2885,104252,,,Florian Mayer,R,190,GER,30.35181383,30,1245,4-6 6-3 6-1,3,R32,87,10,1,71,50,40,11,13,0,1,5,1,77,47,28,16,13,2,6,Wilfried Tsonga,Wilfried Tsonga J.,Mayer,Mayer F.
1511,2014-407,Rotterdam,Hard,32,A,20140210,14,105227,,,Marin Cilic,R,198,CRO,25.36892539,37,1085,104586,,,Lukas Rosol,R,196,CZE,28.55030801,50,906,6-2 6-2,3,R32,61,8,1,49,34,26,9,8,1,1,3,1,54,34,20,6,8,2,6,Cilic,Cilic M.,Rosol,Rosol L.
1512,2014-407,Rotterdam,Hard,32,A,20140210,15,106233,,Q,Dominic Thiem,R,,AUT,20.43805613,113,492,103813,,,Jarkko Nieminen,L,185,FIN,32.55304586,36,1090,6-4 4-6 6-4,3,R32,121,15,2,85,46,40,22,15,7,8,2,4,116,85,56,16,15,14,16,Thiem,Thiem D.,Nieminen,Nieminen J.
1513,2014-407,Rotterdam,Hard,32,A,20140210,16,104918,2,,Andy Murray,R,190,GBR,26.74332649,6,4795,104273,,,Edouard Roger Vasselin,R,188,FRA,30.20396988,35,1108,6-3 6-3,3,R32,89,3,1,56,34,25,15,9,4,4,1,1,65,40,29,7,9,7,10,Murray,Murray A.,Roger Vasselin,Roger Vasselin E.
1514,2014-407,Rotterdam,Hard,32,A,20140210,17,105223,1,,Juan Martin Del Potro,R,198,ARG,25.38261465,4,5370,103908,,Q,Paul Henri Mathieu,R,185,FRA,32.07939767,135,412,6-2 7-6(2),3,R16,86,10,1,54,33,29,15,10,2,2,5,2,60,28,17,21,10,3,5,Martin Del Potro,Martin Del Potro J.,Henri Mathieu,Henri Mathieu P.
