Odds_Key,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Git_tourney_name,W_LN,L_LN,atp_key
2437,57,Moscow,Kremlin Cup,10/22/2010,ATP250,Indoor,Hard,Quarterfinals,3,Cuevas P.,Stepanek R.,71,37,690,1155,6,4,7,6,,,,,,,2,0,Completed,3,1.36,2.6,1.45,3,1.36,3.45,1.37,2.75,1.44,3.5,1.48,2.95,1.38,Moscow,Cuevas,Stepanek,1
2438,57,Moscow,Kremlin Cup,10/22/2010,ATP250,Indoor,Hard,Quarterfinals,3,Troicki V.,Zeballos H.,43,89,1020,600,6,2,6,1,,,,,,,2,0,Completed,1.2,4.33,1.3,3.3,1.29,3.5,1.26,4.37,1.22,4,1.3,4.4,1.24,3.93,Moscow,Troicki,Zeballos,1
2439,57,Moscow,Kremlin Cup,10/22/2010,ATP250,Indoor,Hard,Quarterfinals,3,Istomin D.,Kunitsyn I.,46,118,996,475,6,2,6,4,,,,,,,2,0,Completed,1.66,2.1,1.85,1.9,1.73,2,1.77,2.2,1.73,2.1,1.85,2.2,1.74,2.02,Moscow,Istomin,Kunitsyn,1
2440,57,Moscow,Kremlin Cup,10/22/2010,ATP250,Indoor,Hard,Quarterfinals,3,Baghdatis M.,Dolgopolov O.,19,56,1930,902,6,2,7,6,,,,,,,2,0,Completed,1.53,2.37,1.65,2.15,1.67,2.1,1.61,2.51,1.67,2.2,1.72,2.51,1.63,2.22,Moscow,Baghdatis,Dolgopolov,1
2441,57,Moscow,Kremlin Cup,10/23/2010,ATP250,Indoor,Hard,Semifinals,3,Troicki V.,Cuevas P.,43,71,1020,690,6,3,6,3,,,,,,,2,0,Completed,1.3,3.4,1.35,3,1.33,3.25,1.35,3.61,1.36,3,1.4,3.61,1.34,3.14,Moscow,Troicki,Cuevas,1
2442,57,Moscow,Kremlin Cup,10/23/2010,ATP250,Indoor,Hard,Semifinals,3,Baghdatis M.,Istomin D.,19,46,1930,996,6,4,6,7,7,6,,,,,2,1,Completed,1.44,2.62,1.5,2.5,1.57,2.25,1.51,2.79,1.53,2.5,1.6,2.79,1.51,2.5,Moscow,Baghdatis,Istomin,1
2443,57,Moscow,Kremlin Cup,10/24/2010,ATP250,Indoor,Hard,The Final,3,Troicki V.,Baghdatis M.,43,19,1020,1930,3,6,6,4,6,3,,,,,2,1,Completed,1.8,2,1.85,1.9,1.91,1.8,1.76,2.22,1.8,2,1.92,2.23,1.82,1.94,Moscow,Troicki,Baghdatis,1
2444,58,Stockholm,Stockholm Open,10/18/2010,ATP250,Indoor,Hard,1st Round,3,Ryderstedt M.,Gimeno-Traver D.,392,61,100,819,7,6,6,3,,,,,,,2,0,Completed,3.4,1.3,3,1.35,3.4,1.3,3.42,1.37,3.5,1.25,3.6,1.4,3.23,1.32,Stockholm,Ryderstedt,Gimeno-Traver,0
2445,58,Stockholm,Stockholm Open,10/18/2010,ATP250,Indoor,Hard,1st Round,3,Wawrinka S.,Seppi A.,21,50,1720,925,6,2,6,2,,,,,,,2,0,Completed,1.25,3.75,1.25,3.75,1.29,3.5,1.32,3.85,1.29,3.5,1.32,3.85,1.27,3.62,Stockholm,Wawrinka,Seppi,1
2446,58,Stockholm,Stockholm Open,10/18/2010,ATP250,Indoor,Hard,1st Round,3,Nieminen J.,Berrer M.,45,52,1005,915,4,6,6,1,6,4,,,,,2,1,Completed,1.5,2.5,1.5,2.5,1.57,2.25,1.5,2.84,1.5,2.63,1.57,2.84,1.5,2.51,Stockholm,Nieminen,Berrer,1
2447,58,Stockholm,Stockholm Open,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Dent T.,Przysiezny M.,101,91,559,594,6,2,,,,,,,,,1,0,Retired,1.44,2.62,1.4,2.8,1.44,2.63,1.44,3.09,1.44,2.63,1.54,3.4,1.44,2.7,Stockholm,Dent,Przysiezny,1
2448,58,Stockholm,Stockholm Open,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Dodig I.,Robredo T.,132,42,419,1030,6,3,6,2,,,,,,,2,0,Completed,2.87,1.38,2.8,1.4,3,1.36,2.9,1.48,2.75,1.4,3.1,1.48,2.86,1.39,Stockholm,Dodig,Robredo,1
2449,58,Stockholm,Stockholm Open,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Becker B.,Schoorel T.,59,171,832,301,6,3,6,0,,,,,,,2,0,Completed,1.33,3.25,1.35,3,1.4,2.75,1.43,3.11,1.33,3,1.43,3.25,1.37,2.93,Stockholm,Becker,Schoorel,1
2450,58,Stockholm,Stockholm Open,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Mayer F.,Lopez F.,47,30,986,1335,6,2,6,2,,,,,,,2,0,Completed,1.8,1.9,1.75,2,1.8,1.91,1.88,2.04,2,1.727,1.9,2.1,1.8,1.94,Stockholm,Mayer,Lopez,1
2451,58,Stockholm,Stockholm Open,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Clement A.,Rochus O.,60,75,824,665,6,0,6,4,,,,,,,2,0,Completed,2.37,1.53,2.15,1.65,2.1,1.67,2.34,1.69,2.1,1.67,2.43,1.84,2.24,1.61,Stockholm,Clement,Rochus,1
2452,58,Stockholm,Stockholm Open,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Haase R.,Prpic F.,68,310,723,138,7,6,3,6,6,4,,,,,2,1,Completed,1.4,2.75,1.4,2.8,1.4,2.75,1.41,3.2,1.4,2.75,1.5,3.2,1.4,2.82,Stockholm,Haase,Prpic,1
2453,58,Stockholm,Stockholm Open,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Blake J.,Bellucci T.,135,27,405,1430,3,6,6,4,6,4,,,,,2,1,Completed,2.37,1.53,2.25,1.6,2.2,1.62,2.63,1.56,2.25,1.62,2.63,1.7,2.32,1.58,Stockholm,Blake,Bellucci,1
2454,58,Stockholm,Stockholm Open,10/20/2010,ATP250,Indoor,Hard,1st Round,3,Bachinger M.,Kubot L.,275,64,159,745,6,4,4,6,6,3,,,,,2,1,Completed,1.83,1.83,1.8,1.95,1.83,1.83,1.91,2.02,1.83,1.83,2,2.03,1.87,1.87,Stockholm,Bachinger,Kubot,1
2455,58,Stockholm,Stockholm Open,10/20/2010,ATP250,Indoor,Hard,1st Round,3,Kamke T.,Hajek J.,72,100,683,560,6,0,6,2,,,,,,,2,0,Completed,1.4,2.75,1.5,2.45,1.53,2.38,1.46,2.98,1.53,2.38,1.57,2.98,1.5,2.53,Stockholm,Kamke,Hajek,1
2456,58,Stockholm,Stockholm Open,10/20/2010,ATP250,Indoor,Hard,2nd Round,3,Wawrinka S.,Haase R.,21,68,1720,723,7,5,6,7,6,4,,,,,2,1,Completed,1.16,4.5,1.18,4.5,1.17,4.5,1.22,4.96,1.14,5,1.22,5.5,1.16,4.89,Stockholm,Wawrinka,Haase,1
2457,58,Stockholm,Stockholm Open,10/20/2010,ATP250,Indoor,Hard,2nd Round,3,Nieminen J.,Berdych T.,45,6,1005,3715,6,1,6,4,,,,,,,2,0,Completed,2.75,1.4,2.6,1.45,2.75,1.4,2.9,1.48,2.75,1.4,3,1.5,2.71,1.43,Stockholm,Nieminen,Berdych,1
2458,58,Stockholm,Stockholm Open,10/20/2010,ATP250,Indoor,Hard,2nd Round,3,Mayer F.,Ryderstedt M.,47,392,986,100,6,4,6,4,,,,,,,2,0,Completed,1.14,5,1.17,4.65,1.2,4.33,1.2,5.29,1.17,4.5,1.22,5.29,1.18,4.65,Stockholm,Mayer,Ryderstedt,1
2459,58,Stockholm,Stockholm Open,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Blake J.,Bachinger M.,135,275,405,159,6,4,3,6,7,6,,,,,2,1,Completed,1.38,2.87,1.45,2.6,1.36,3,1.47,2.94,1.4,2.75,1.5,3,1.41,2.79,Stockholm,Blake,Bachinger,1
2460,58,Stockholm,Stockholm Open,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Ljubicic I.,Clement A.,17,60,2055,824,6,3,6,4,,,,,,,2,0,Completed,1.4,2.75,1.41,2.77,1.44,2.63,1.5,2.83,1.4,2.88,1.5,3,1.42,2.74,Stockholm,Ljubicic,Clement,1
2461,58,Stockholm,Stockholm Open,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Dodig I.,Kamke T.,132,72,419,683,6,1,6,1,,,,,,,2,0,Completed,2,1.72,1.95,1.8,1.91,1.8,2.24,1.75,1.83,1.83,2.24,1.9,1.96,1.78,Stockholm,Dodig,Kamke,1
2462,58,Stockholm,Stockholm Open,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Federer R.,Dent T.,2,101,7335,559,6,1,6,2,,,,,,,2,0,Completed,1.02,12,1.03,10,1.02,11,1.05,13.9,1.04,9,1.06,16,1.03,11.26,Stockholm,Federer,Dent,1
2463,58,Stockholm,Stockholm Open,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Soderling R.,Becker B.,5,59,4825,832,6,3,6,3,,,,,,,2,0,Completed,1.12,5.5,1.17,4.45,1.14,5,1.16,6.35,1.14,5,1.18,6.5,1.14,5.37,Stockholm,Soderling,Becker,1
2464,58,Stockholm,Stockholm Open,10/22/2010,ATP250,Indoor,Hard,Quarterfinals,3,Nieminen J.,Blake J.,45,135,1005,405,6,0,6,2,,,,,,,2,0,Completed,1.4,2.75,1.4,2.8,1.4,2.75,1.47,2.95,1.33,3.2,1.5,3.2,1.41,2.8,Stockholm,Nieminen,Blake,1
2465,58,Stockholm,Stockholm Open,10/22/2010,ATP250,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Dodig I.,17,132,2055,419,4,6,6,2,6,4,,,,,2,1,Completed,1.38,2.87,1.4,2.8,1.36,3,1.46,2.99,1.4,2.88,1.46,3.1,1.4,2.84,Stockholm,Ljubicic,Dodig,1
2466,58,Stockholm,Stockholm Open,10/22/2010,ATP250,Indoor,Hard,Quarterfinals,3,Mayer F.,Soderling R.,47,5,986,4825,7,6,6,1,,,,,,,2,0,Completed,5,1.14,5,1.15,4.33,1.2,5.91,1.18,4.5,1.2,6,1.2,4.98,1.16,Stockholm,Mayer,Soderling,1
2467,58,Stockholm,Stockholm Open,10/22/2010,ATP250,Indoor,Hard,Quarterfinals,3,Federer R.,Wawrinka S.,2,21,7335,1720,2,6,6,3,6,2,,,,,2,1,Completed,1.14,5,1.2,4.25,1.14,5,1.18,5.84,1.17,5,1.2,5.84,1.16,4.85,Stockholm,Federer,Wawrinka,1
2468,58,Stockholm,Stockholm Open,10/23/2010,ATP250,Indoor,Hard,Semifinals,3,Mayer F.,Nieminen J.,47,45,986,1005,4,6,6,4,7,6,,,,,2,1,Completed,2.1,1.66,2.15,1.65,2.25,1.57,2.39,1.66,2.2,1.67,2.4,1.75,2.19,1.65,Stockholm,Mayer,Nieminen,1
2469,58,Stockholm,Stockholm Open,10/23/2010,ATP250,Indoor,Hard,Semifinals,3,Federer R.,Ljubicic I.,2,17,7335,2055,7,6,6,2,,,,,,,2,0,Completed,1.1,6.5,1.12,5.75,1.14,5,1.13,7.38,1.14,5.5,1.17,7.38,1.12,5.89,Stockholm,Federer,Ljubicic,1
2470,58,Stockholm,Stockholm Open,10/24/2010,ATP250,Indoor,Hard,The Final,3,Federer R.,Mayer F.,2,47,7335,986,6,4,6,3,,,,,,,2,0,Completed,1.06,9,1.6,6.5,1.06,8,1.09,9.87,1.07,8,1.1,10,1.07,8,Stockholm,Federer,Mayer,1
2471,59,Montpellier,Open Sud de France,10/25/2010,ATP250,Indoor,Hard,1st Round,3,Gil F.,Roger-Vasselin E.,100,128,555,436,6,4,2,6,7,5,,,,,2,1,Completed,3.25,1.33,3,1.35,3.75,1.25,3.62,1.34,,,4.25,1.4,3.52,1.28,Montpellier,Gil,Roger-Vasselin,0
2472,59,Montpellier,Open Sud de France,10/25/2010,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Reister J.,28,116,1385,487,6,7,6,3,6,3,,,,,2,1,Completed,1.08,7,1.12,5.5,1.13,5.5,1.14,7.2,1.13,5.5,1.15,7.8,1.11,6.14,Montpellier,Gasquet,Reister,1
2473,59,Montpellier,Open Sud de France,10/25/2010,ATP250,Indoor,Hard,1st Round,3,Montanes A.,Clement A.,23,63,1530,787,6,4,6,4,,,,,,,2,0,Completed,2.2,1.61,2,1.75,2.1,1.67,2.32,1.7,2.1,1.67,2.4,1.73,2.15,1.66,Montpellier,Montanes,Clement,1
2474,59,Montpellier,Open Sud de France,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Dent T.,Jouan R.,92,274,573,163,6,7,6,3,6,4,,,,,2,1,Completed,1.44,2.62,1.55,2.35,1.44,2.63,1.6,2.54,1.44,2.63,1.62,2.75,1.51,2.5,Montpellier,Dent,Jouan,1
2475,59,Montpellier,Open Sud de France,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Zverev M.,Haase R.,96,67,562,743,7,6,7,6,,,,,,,2,0,Completed,1.83,1.83,1.8,1.95,1.83,1.83,1.83,2.11,1.8,1.91,1.96,2.11,1.86,1.86,Montpellier,Zverev,Haase,1
2476,59,Montpellier,Open Sud de France,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Lacko L.,108,75,523,649,6,3,6,7,6,4,,,,,2,1,Completed,1.53,2.37,1.6,2.25,1.62,2.2,1.71,2.3,1.53,2.38,1.71,2.45,1.6,2.27,Montpellier,Mannarino,Lacko,1
2477,59,Montpellier,Open Sud de France,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Darcis S.,Schwank E.,112,64,504,778,6,2,7,5,,,,,,,2,0,Completed,1.5,2.5,1.5,2.5,1.53,2.38,1.52,2.78,1.53,2.38,1.57,2.8,1.49,2.55,Montpellier,Darcis,Schwank,1
2478,59,Montpellier,Open Sud de France,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Isner J.,Paire B.,19,154,1885,353,7,5,6,2,,,,,,,2,0,Completed,1.14,5,1.2,4.25,1.14,5,1.22,5.06,1.14,5,1.22,5.5,1.18,4.66,Montpellier,Isner,Paire,1
2479,59,Montpellier,Open Sud de France,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Llodra M.,Rochus O.,32,104,1320,535,2,3,,,,,,,,,0,0,Retired,1.38,2.87,1.4,2.8,1.44,2.63,1.43,3.11,1.4,2.75,1.47,3.11,1.41,2.79,Montpellier,Llodra,Rochus,1
2480,59,Montpellier,Open Sud de France,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Nalbandian D.,Granollers M.,31,68,1325,741,6,4,6,4,,,,,,,2,0,Completed,1.14,5,1.22,4,1.17,4.5,1.21,5.22,1.2,4,1.22,5.5,1.18,4.61,Montpellier,Nalbandian,Granollers,1
2481,59,Montpellier,Open Sud de France,10/27/2010,ATP250,Indoor,Hard,1st Round,3,Nieminen J.,Serra F.,44,65,1050,750,6,7,7,5,6,1,,,,,2,1,Completed,1.38,2.87,1.4,2.8,1.44,2.63,1.51,2.8,1.36,2.88,1.51,2.91,1.44,2.7,Montpellier,Nieminen,Serra,1
2482,59,Montpellier,Open Sud de France,10/27/2010,ATP250,Indoor,Hard,1st Round,3,Simon G.,Mahut N.,48,132,930,424,6,4,6,4,,,,,,,2,0,Completed,1.33,3.25,1.3,3.35,1.33,3.25,1.42,3.19,1.29,3.25,1.42,3.35,1.34,3.12,Montpellier,Simon,Mahut,1
2483,59,Montpellier,Open Sud de France,10/27/2010,ATP250,Indoor,Hard,2nd Round,3,Isner J.,Mannarino A.,19,108,1885,523,7,6,6,7,6,3,,,,,2,1,Completed,1.33,3.25,1.4,2.8,1.33,3.25,1.38,3.41,1.33,3,1.4,3.41,1.36,3.04,Montpellier,Isner,Mannarino,1
2484,59,Montpellier,Open Sud de France,10/27/2010,ATP250,Indoor,Hard,2nd Round,3,Davydenko N.,Zverev M.,11,96,2955,562,7,5,6,3,,,,,,,2,0,Completed,1.4,2.75,1.5,2.5,1.4,2.75,1.52,2.78,1.44,2.63,1.52,2.88,1.44,2.67,Montpellier,Davydenko,Zverev,1
2485,59,Montpellier,Open Sud de France,10/27/2010,ATP250,Indoor,Hard,2nd Round,3,Tsonga J.W.,Gil F.,13,100,2480,555,6,3,6,4,,,,,,,2,0,Completed,1.07,7.5,1.07,7.5,1.07,7.5,1.08,10.5,1.07,7,1.1,10.5,1.07,7.9,Montpellier,Tsonga,Gil,0
2486,59,Montpellier,Open Sud de France,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Ljubicic I.,Dent T.,17,92,2100,573,7,5,6,4,,,,,,,2,0,Completed,1.4,2.75,1.5,2.5,1.36,3,1.51,2.79,1.44,2.63,1.51,3.05,1.42,2.75,Montpellier,Ljubicic,Dent,1
2487,59,Montpellier,Open Sud de France,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Montanes A.,Llodra M.,23,32,1530,1320,6,4,7,6,,,,,,,2,0,Completed,2.75,1.4,2.6,1.45,2.63,1.44,3.07,1.44,2.63,1.44,3.07,1.51,2.71,1.43,Montpellier,Montanes,Llodra,1
2488,59,Montpellier,Open Sud de France,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Nalbandian D.,48,31,930,1325,3,6,7,6,7,5,,,,,2,1,Completed,2.2,1.61,2.25,1.6,2.2,1.62,2.25,1.74,2.25,1.57,2.33,1.76,2.2,1.63,Montpellier,Simon,Nalbandian,1
2489,59,Montpellier,Open Sud de France,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,Darcis S.,15,112,2325,504,6,4,6,4,,,,,,,2,0,Completed,1.22,4,1.22,4,1.17,4.5,1.28,4.18,1.2,4,1.28,4.5,1.22,4,Montpellier,Monfils,Darcis,1
2490,59,Montpellier,Open Sud de France,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Nieminen J.,Gasquet R.,44,28,1050,1385,4,6,7,6,6,2,,,,,2,1,Completed,2.5,1.5,2.45,1.5,2.25,1.57,2.77,1.52,2.5,1.5,2.77,1.57,2.48,1.51,Montpellier,Nieminen,Gasquet,1
2491,59,Montpellier,Open Sud de France,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Montanes A.,Davydenko N.,23,11,1530,2955,3,6,7,6,7,6,,,,,2,1,Completed,3,1.36,2.8,1.4,3,1.36,3,1.46,3,1.36,3.1,1.46,2.86,1.4,Montpellier,Montanes,Davydenko,1
2492,59,Montpellier,Open Sud de France,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Monfils G.,Isner J.,15,19,2325,1885,3,6,6,4,6,4,,,,,2,1,Completed,1.53,2.37,1.6,2.25,1.57,2.25,1.6,2.53,1.57,2.38,1.65,2.65,1.58,2.32,Montpellier,Monfils,Isner,1
2493,59,Montpellier,Open Sud de France,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Nieminen J.,17,44,2100,1050,4,6,6,3,7,6,,,,,2,1,Completed,1.9,1.8,1.9,1.85,1.8,1.91,2.05,1.87,1.91,1.8,2.07,1.95,1.91,1.83,Montpellier,Ljubicic,Nieminen,1
2494,59,Montpellier,Open Sud de France,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,Simon G.,13,48,2480,930,6,3,6,7,6,3,,,,,2,1,Completed,1.57,2.25,1.65,2.15,1.62,2.2,1.64,2.44,1.62,2.25,1.7,2.5,1.63,2.22,Montpellier,Tsonga,Simon,0
2495,59,Montpellier,Open Sud de France,10/30/2010,ATP250,Indoor,Hard,Semifinals,3,Ljubicic I.,Montanes A.,17,23,2100,1530,6,3,7,6,,,,,,,2,0,Completed,1.4,2.75,1.45,2.6,1.44,2.63,1.47,2.97,1.44,2.75,1.5,3,1.44,2.69,Montpellier,Ljubicic,Montanes,1
2496,59,Montpellier,Open Sud de France,10/30/2010,ATP250,Indoor,Hard,Semifinals,3,Monfils G.,Tsonga J.W.,15,13,2325,2480,7,6,2,6,6,4,,,,,2,1,Completed,2.1,1.66,2,1.75,2,1.73,2.14,1.81,2.1,1.73,2.2,1.81,2.06,1.72,Montpellier,Monfils,Tsonga,0
2497,59,Montpellier,Open Sud de France,10/31/2010,ATP250,Indoor,Hard,The Final,3,Monfils G.,Ljubicic I.,15,17,2325,2100,6,2,7,5,6,1,,,,,2,1,Completed,1.53,2.5,1.5,2.5,1.53,2.38,1.59,2.56,1.57,2.38,1.62,2.65,1.55,2.441,Montpellier,Monfils,Ljubicic,1
2498,60,St. Petersburg,St. Petersburg Open,10/25/2010,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Chardy J.,88,50,587,925,6,7,6,1,6,0,,,,,2,1,Completed,2.25,1.57,2.15,1.65,2.2,1.62,2.25,1.74,2.25,1.57,2.38,1.74,2.17,1.65,St. Petersburg,Kukushkin,Chardy,1
2499,60,St. Petersburg,St. Petersburg Open,10/25/2010,ATP250,Indoor,Hard,1st Round,3,Gabashvili T.,Volandri F.,105,90,533,574,3,6,6,3,6,2,,,,,2,1,Completed,1.25,3.75,1.22,4,1.25,3.75,1.25,4.6,,,1.33,4.6,1.27,3.69,St. Petersburg,Gabashvili,Volandri,1
2500,60,St. Petersburg,St. Petersburg Open,10/25/2010,ATP250,Indoor,Hard,1st Round,3,Russell M.,Andreev I.,87,81,589,632,6,1,7,5,,,,,,,2,0,Completed,2.75,1.4,2.6,1.45,3,1.36,3.1,1.43,3,1.33,3.1,1.6,2.78,1.41,St. Petersburg,Russell,Andreev,1
2501,60,St. Petersburg,St. Petersburg Open,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Kravchuk K.,Cermak F.,133,830,414,12,6,2,6,3,,,,,,,2,0,Completed,1.14,5.5,1.11,6,1.14,5,1.16,6.35,1.2,4,1.2,6.35,1.15,5.12,St. Petersburg,Kravchuk,Cermak,1
2502,60,St. Petersburg,St. Petersburg Open,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Ram R.,Andujar P.,166,74,316,653,6,3,6,7,6,3,,,,,2,1,Completed,1.36,3,1.35,3,1.4,2.75,1.46,2.98,1.4,2.75,1.46,3.3,1.38,2.92,St. Petersburg,Ram,Andujar,1
2503,60,St. Petersburg,St. Petersburg Open,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Donskoy E.,Kuznetsov A.,260,198,179,257,7,5,7,6,,,,,,,2,0,Completed,2.1,1.66,2,1.75,2.1,1.67,2.06,1.87,2.2,1.62,2.17,1.87,2.04,1.73,St. Petersburg,Donskoy,Kuznetsov,1
2504,60,St. Petersburg,St. Petersburg Open,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Marchenko I.,Istomin D.,99,43,559,1066,6,2,2,2,,,,,,,1,0,Retired,3,1.36,2.6,1.45,2.75,1.4,3.22,1.41,2.63,1.44,3.22,1.47,2.79,1.42,St. Petersburg,Marchenko,Istomin,1
2505,60,St. Petersburg,St. Petersburg Open,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Hanescu V.,Zeballos H.,52,77,915,645,6,2,6,0,,,,,,,2,0,Completed,1.53,2.37,1.55,2.35,1.57,2.25,1.61,2.51,1.62,2.2,1.62,2.51,1.58,2.31,St. Petersburg,Hanescu,Zeballos,1
2506,60,St. Petersburg,St. Petersburg Open,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Mathieu P.H.,Gonzalez M.,109,153,520,356,6,4,6,3,,,,,,,2,0,Completed,1.25,3.75,1.3,3.3,1.25,3.75,1.32,3.84,1.29,3.25,1.32,3.84,1.27,3.58,St. Petersburg,Mathieu,Gonzalez,0
2507,60,St. Petersburg,St. Petersburg Open,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Tipsarevic J.,Kunitsyn I.,46,106,1025,532,6,4,6,2,,,,,,,2,0,Completed,1.44,2.62,1.5,2.5,1.57,2.25,1.52,2.77,1.53,2.38,1.57,2.8,1.49,2.53,St. Petersburg,Tipsarevic,Kunitsyn,1
2508,60,St. Petersburg,St. Petersburg Open,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Tursunov D.,Przysiezny M.,264,91,173,574,3,6,6,3,6,2,,,,,2,1,Completed,1.4,2.75,1.18,4.5,1.22,4,1.26,4.43,1.2,4,1.5,4.43,1.29,3.52,St. Petersburg,Tursunov,Przysiezny,1
2509,60,St. Petersburg,St. Petersburg Open,10/27/2010,ATP250,Indoor,Hard,1st Round,3,Lu Y.H.,Starace P.,34,55,1221,905,6,2,6,2,,,,,,,2,0,Completed,1.28,3.5,1.45,2.6,1.33,3.25,1.35,3.57,1.25,3.5,1.55,4.2,1.31,3.39,St. Petersburg,Lu,Starace,0
2510,60,St. Petersburg,St. Petersburg Open,10/27/2010,ATP250,Indoor,Hard,1st Round,3,Becker B.,Stakhovsky S.,57,37,832,1162,6,4,5,7,6,4,,,,,2,1,Completed,2.2,1.61,2.1,1.68,2,1.73,2.38,1.67,2.1,1.67,2.38,1.8,2.15,1.67,St. Petersburg,Becker,Stakhovsky,1
2511,60,St. Petersburg,St. Petersburg Open,10/27/2010,ATP250,Indoor,Hard,1st Round,3,Dolgopolov O.,Fognini F.,49,62,927,801,7,6,6,4,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.25,3.75,1.28,4.17,,,1.29,4.4,1.25,3.8,St. Petersburg,Dolgopolov,Fognini,1
2512,60,St. Petersburg,St. Petersburg Open,10/27/2010,ATP250,Indoor,Hard,1st Round,3,Schuettler R.,Troicki V.,103,33,545,1225,6,3,4,6,6,3,,,,,2,1,Completed,4,1.22,3.3,1.3,3.75,1.25,3.91,1.31,3.5,1.25,4.6,1.31,3.65,1.26,St. Petersburg,Schuettler,Troicki,1
2513,60,St. Petersburg,St. Petersburg Open,10/27/2010,ATP250,Indoor,Hard,1st Round,3,Youzhny M.,Brands D.,10,73,3105,666,6,4,6,1,,,,,,,2,0,Completed,1.14,5,1.2,4.25,1.22,4,1.2,5.37,1.17,4.5,1.22,5.37,1.19,4.54,St. Petersburg,Youzhny,Brands,1
2514,60,St. Petersburg,St. Petersburg Open,10/27/2010,ATP250,Indoor,Hard,2nd Round,3,Tipsarevic J.,Russell M.,46,87,1025,589,6,2,7,5,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.22,4,1.25,4.55,,,1.3,4.55,1.25,3.79,St. Petersburg,Tipsarevic,Russell,1
2515,60,St. Petersburg,St. Petersburg Open,10/27/2010,ATP250,Indoor,Hard,2nd Round,3,Kukushkin M.,Gabashvili T.,88,105,587,533,6,3,6,4,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.4,2.75,1.4,3.28,1.36,2.88,1.45,3.28,1.39,2.88,St. Petersburg,Kukushkin,Gabashvili,1
2516,60,St. Petersburg,St. Petersburg Open,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Marchenko I.,Kravchuk K.,99,133,559,414,6,4,6,4,,,,,,,2,0,Completed,1.33,3.25,1.5,2.5,1.4,2.75,1.41,3.23,1.4,2.75,1.57,3.25,1.39,2.9,St. Petersburg,Marchenko,Kravchuk,1
2517,60,St. Petersburg,St. Petersburg Open,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Becker B.,Mathieu P.H.,57,109,832,520,6,4,6,2,,,,,,,2,0,Completed,1.9,1.8,1.85,1.9,1.91,1.8,1.9,2.03,2,1.73,2,2.03,1.88,1.85,St. Petersburg,Becker,Mathieu,0
