atp_key,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,w_ln,l_ln
1,2010-301,Auckland,Hard,28,A,20100111,1,103752,,,Simon Greul,R,185,GER,28.74743326,60,737,103893,,Q,Paolo Lorenzi,R,183,ITA,28.07392197,86,577,6-3 6-3,3,R32,87,2,4,57,31,25,14,9,8,9,0,6,64,42,22,11,9,8,12,Greul,Lorenzi
2,2010-301,Auckland,Hard,28,A,20100111,2,104545,,,John Isner,R,206,USA,24.7118412,33,1067,104198,,,Guillermo Garcia Lopez,R,188,ESP,26.60643395,43,954,4-6 7-6(3) 6-2,3,R32,120,11,2,85,56,45,17,15,3,5,5,5,89,56,37,22,15,4,7,Isner,Garcia Lopez
3,2010-301,Auckland,Hard,28,A,20100111,3,104338,7,,Juan Monaco,R,185,ARG,25.78781656,30,1170,104547,,,Horacio Zeballos,L,188,ARG,24.70910335,48,904,6-3 6-0,3,R32,63,6,3,44,28,25,8,8,2,2,4,2,53,29,18,8,7,5,9,Monaco,Zeballos
4,2010-301,Auckland,Hard,28,A,20100111,4,103967,,Q,Michael Lammer,R,185,SUI,27.80013689,209,223,105554,,Q,Daniel Evans,R,175,GBR,19.6386037,266,167,1-6 6-2 6-4,3,R32,121,1,4,98,56,34,20,13,7,11,5,3,67,35,21,18,12,1,5,Lammer,Evans
5,2010-301,Auckland,Hard,28,A,20100111,5,104907,,WC,Jose Rubin Statham,R,183,NZL,22.71594798,332,126,104368,,WC,Daniel King Turner,R,190,NZL,25.65913758,263,170,6-2 7-5,3,R32,96,1,4,73,48,33,10,10,7,9,10,3,75,47,29,10,10,12,17,Rubin Statham,King Turner
6,2010-301,Auckland,Hard,28,A,20100111,6,103656,8,,Albert Montanes,R,175,ESP,29.12525667,31,1140,105084,,Q,James Lemke,R,,AUS,21.96303901,456,73,6-1 7-5,3,R32,72,5,1,58,36,27,9,9,2,4,0,5,60,38,19,7,10,0,6,Montanes,Lemke
7,2010-301,Auckland,Hard,28,A,20100111,7,104259,5,,Philipp Kohlschreiber,R,178,GER,26.23956194,27,1260,105438,,LL,Inigo Cervantes Huegun,R,,ESP,20.11498973,235,189,6-2 6-3,3,R32,63,1,0,49,33,21,15,9,2,3,1,5,50,24,18,8,8,3,7,Kohlschreiber,Cervantes Huegun
8,2010-301,Auckland,Hard,28,A,20100111,8,105064,,,Thomaz Bellucci,L,188,BRA,22.03422313,34,1066,103843,,,Marco Chiudinelli,R,185,SUI,28.33675565,56,775,6-3 6-3,3,R32,64,8,3,54,37,29,9,9,1,1,3,0,53,34,20,11,9,1,4,Bellucci,Chiudinelli
9,2010-301,Auckland,Hard,28,A,20100111,9,102967,,,Marc Gicquel,R,188,FRA,32.78576318,58,750,103694,,,Olivier Rochus,R,168,BEL,28.98015058,57,769,6-3 6-2,3,R32,64,5,2,59,32,23,16,9,0,1,1,3,47,23,13,12,8,6,10,Gicquel,Rochus
10,2010-301,Auckland,Hard,28,A,20100111,10,103781,6,,Jurgen Melzer,L,183,AUT,28.64065708,28,1260,104926,,,Fabio Fognini,R,178,ITA,22.63655031,54,790,5-7 6-3 6-2,3,R32,105,8,6,82,50,38,21,15,0,1,3,7,93,45,34,23,14,6,9,Melzer,Fognini
11,2010-301,Auckland,Hard,28,A,20100111,11,103206,,WC,Sebastien Grosjean,R,175,FRA,31.62217659,675,26,104252,,,Florian Mayer,R,190,GER,26.2696783,59,746,6-3 3-6 6-3,3,R32,122,5,3,110,48,33,34,14,11,13,1,3,81,50,34,15,13,6,9,Grosjean,Mayer
12,2010-301,Auckland,Hard,28,A,20100111,12,103096,,,Arnaud Clement,R,173,FRA,32.06844627,67,647,104871,,,Jeremy Chardy,R,188,FRA,22.91307324,32,1102,7-5 6-4,3,R32,111,5,3,81,50,31,16,11,5,8,4,6,79,35,21,19,11,7,12,Clement,Chardy
13,2010-301,Auckland,Hard,28,A,20100111,13,103990,1,,Tommy Robredo,R,180,ESP,27.69883641,16,2175,103752,,,Simon Greul,R,185,GER,28.74743326,60,737,7-6(1) 7-6(2),3,R16,98,7,5,69,45,34,12,12,1,4,3,7,85,39,26,21,12,3,6,Robredo,Greul
14,2010-301,Auckland,Hard,28,A,20100111,14,104545,,,John Isner,R,206,USA,24.7118412,33,1067,104338,7,,Juan Monaco,R,185,ARG,25.78781656,30,1170,5-7 6-4 6-3,3,R16,135,11,3,93,53,37,25,15,1,2,2,3,102,71,52,15,16,5,8,Isner,Monaco
15,2010-301,Auckland,Hard,28,A,20100111,15,103967,,Q,Michael Lammer,R,185,SUI,27.80013689,209,223,103507,3,,Juan Carlos Ferrero,R,183,ESP,29.9137577,23,1555,3-1 RET,3,R16,26,1,1,15,9,8,3,2,0,0,0,0,12,10,5,1,2,1,2,Lammer,Carlos Ferrero
16,2010-301,Auckland,Hard,28,A,20100111,16,103656,8,,Albert Montanes,R,175,ESP,29.12525667,31,1140,104907,,WC,Jose Rubin Statham,R,183,NZL,22.71594798,332,126,7-6(6) 6-2,3,R16,86,1,0,68,36,29,21,10,1,1,5,3,70,43,31,14,10,4,6,Montanes,Rubin Statham
17,2010-301,Auckland,Hard,28,A,20100111,17,104259,5,,Philipp Kohlschreiber,R,178,GER,26.23956194,27,1260,105064,,,Thomaz Bellucci,L,188,BRA,22.03422313,34,1066,6-4 6-1,3,R16,82,1,3,67,40,28,14,9,7,9,3,1,46,28,14,4,8,1,6,Kohlschreiber,Bellucci
18,2010-301,Auckland,Hard,28,A,20100111,18,102967,,,Marc Gicquel,R,188,FRA,32.78576318,58,750,104597,4,,Nicolas Almagro,R,183,ESP,24.39151266,26,1305,6-0 6-3,3,R16,59,3,3,42,26,19,9,7,2,3,8,1,63,42,21,6,8,4,10,Gicquel,Almagro
19,2010-301,Auckland,Hard,28,A,20100111,19,103781,6,,Jurgen Melzer,L,183,AUT,28.64065708,28,1260,103206,,WC,Sebastien Grosjean,R,175,FRA,31.62217659,675,26,6-2 6-7(5) 7-6(1),3,R16,134,10,4,96,47,42,30,16,6,7,1,3,112,69,48,22,16,3,6,Melzer,Grosjean
20,2010-301,Auckland,Hard,28,A,20100111,20,103096,,,Arnaud Clement,R,173,FRA,32.06844627,67,647,103970,2,,David Ferrer,R,175,ESP,27.77823409,17,1870,7-5 6-4,3,R16,110,3,3,93,52,37,21,11,5,5,2,1,60,43,30,9,11,2,4,Clement,Ferrer
21,2010-301,Auckland,Hard,28,A,20100111,21,104545,,,John Isner,R,206,USA,24.7118412,33,1067,103990,1,,Tommy Robredo,R,180,ESP,27.69883641,16,2175,7-6(5) 3-6 6-4,3,QF,132,20,4,102,74,56,11,15,9,12,2,7,99,55,38,25,16,6,9,Isner,Robredo
22,2010-301,Auckland,Hard,28,A,20100111,22,103656,8,,Albert Montanes,R,175,ESP,29.12525667,31,1140,103967,,Q,Michael Lammer,R,185,SUI,27.80013689,209,223,6-3 6-3,3,QF,75,5,4,56,32,24,13,9,4,5,4,2,56,33,23,7,9,3,7,Montanes,Lammer
23,2010-301,Auckland,Hard,28,A,20100111,23,104259,5,,Philipp Kohlschreiber,R,178,GER,26.23956194,27,1260,102967,,,Marc Gicquel,R,188,FRA,32.78576318,58,750,6-3 6-1,3,QF,54,6,1,40,23,19,12,8,0,1,2,4,43,18,9,8,8,1,6,Kohlschreiber,Gicquel
24,2010-301,Auckland,Hard,28,A,20100111,24,103096,,,Arnaud Clement,R,173,FRA,32.06844627,67,647,103781,6,,Jurgen Melzer,L,183,AUT,28.64065708,28,1260,6-2 7-5,3,QF,77,3,4,52,29,26,13,10,0,1,6,5,60,31,21,12,10,3,7,Clement,Melzer
25,2010-301,Auckland,Hard,28,A,20100111,25,104545,,,John Isner,R,206,USA,24.7118412,33,1067,103656,8,,Albert Montanes,R,175,ESP,29.12525667,31,1140,6-2 7-6(5),3,SF,79,14,2,58,43,35,10,10,0,0,1,1,75,43,31,13,10,4,6,Isner,Montanes
26,2010-301,Auckland,Hard,28,A,20100111,26,103096,,,Arnaud Clement,R,173,FRA,32.06844627,67,647,104259,5,,Philipp Kohlschreiber,R,178,GER,26.23956194,27,1260,6-3 7-6(2),3,SF,99,3,1,64,39,30,19,11,0,0,7,3,70,35,29,15,10,4,5,Clement,Kohlschreiber
27,2010-301,Auckland,Hard,28,A,20100111,27,104545,,,John Isner,R,206,USA,24.7118412,33,1067,103096,,,Arnaud Clement,R,173,FRA,32.06844627,67,647,6-3 5-7 7-6(2),3,F,139,22,2,100,73,59,13,17,4,6,8,0,93,56,40,24,16,4,6,Isner,Clement
28,2010-308,Munich,Clay,32,A,20100502,1,105227,1,,Marin Cilic,R,198,CRO,21.59342916,11,2900,103582,,,Michael Berrer,L,193,GER,29.83709788,44,944,6-4 6-2,3,R32,68,6,1,46,35,26,7,9,0,1,5,2,50,35,21,4,9,0,4,Cilic,Berrer
29,2010-308,Munich,Clay,32,A,20100502,2,103752,,,Simon Greul,R,185,GER,29.05407255,62,750,103017,,WC,Nicolas Kiefer,R,183,GER,32.82683094,148,337,7-5 6-2,3,R32,71,9,1,56,39,35,6,10,0,0,3,4,56,31,21,13,10,4,7,Greul,Kiefer
30,2010-308,Munich,Clay,32,A,20100502,3,104731,,,Kevin Anderson,R,203,RSA,23.95893224,88,599,104999,,,Mischa Zverev,L,190,GER,22.69678303,139,361,6-5 RET,3,R32,59,2,2,41,23,18,8,6,2,3,1,1,32,20,14,5,5,1,2,Anderson,Zverev
31,2010-308,Munich,Clay,32,A,20100502,4,104597,6,,Nicolas Almagro,R,183,ESP,24.69815195,36,1290,104019,,,Kristof Vliegen,R,193,BEL,27.86310746,147,341,6-3 6-1,3,R32,55,4,1,36,16,16,16,8,0,0,1,0,50,30,17,9,8,1,5,Almagro,Vliegen
32,2010-308,Munich,Clay,32,A,20100502,5,104259,4,,Philipp Kohlschreiber,R,178,GER,26.54620123,28,1400,104978,,,Daniel Brands,R,196,GER,22.79534565,77,657,6-4 6-4,3,R32,78,4,0,57,40,29,13,10,1,1,4,0,56,41,25,11,10,3,5,Kohlschreiber,Brands
33,2010-308,Munich,Clay,32,A,20100502,6,103490,,,Santiago Ventura,R,183,ESP,30.32443532,137,374,105238,,,Alexandr Dolgopolov,R,180,UKR,21.48391513,65,734,6-7(5) 6-3 6-3,3,R32,126,8,4,91,56,41,19,15,2,4,2,1,109,85,50,13,15,11,16,Ventura,Dolgopolov
34,2010-308,Munich,Clay,32,A,20100502,7,103843,,,Marco Chiudinelli,R,185,SUI,28.64339494,68,708,103693,,Q,Thierry Ascione,R,188,FRA,29.28952772,165,296,6-0 6-4,3,R32,52,5,2,46,25,22,12,8,2,2,1,2,50,44,22,3,8,3,7,Chiudinelli,Ascione
35,2010-308,Munich,Clay,32,A,20100502,8,104571,5,,Marcos Baghdatis,R,183,CYP,24.87611225,31,1345,105376,,Q,Peter Gojowczyk,R,185,GER,20.79945243,384,93,3-6 6-1 6-2,3,R32,100,3,8,62,33,27,11,12,4,8,1,5,98,63,30,18,12,3,10,Baghdatis,Gojowczyk
36,2010-308,Munich,Clay,32,A,20100502,9,104332,,,Philipp Petzschner,R,185,GER,26.10814511,45,925,103898,7,,Julien Benneteau,R,185,FRA,28.36687201,37,1129,3-6 6-3 6-3,3,R32,110,3,4,80,45,36,12,13,5,8,4,4,85,57,36,14,14,4,9,Petzschner,Benneteau
37,2010-308,Munich,Clay,32,A,20100502,10,104230,,,Daniel Koellerer,R,180,AUT,26.71047228,106,490,104339,,,Mario Ancic,R,196,CRO,26.091718,422,79,7-6(7) 7-5,3,R32,132,0,1,68,36,24,17,12,2,6,3,2,86,52,33,13,12,9,14,Koellerer,Ancic
38,2010-308,Munich,Clay,32,A,20100502,11,105137,,Q,Pere Riba,R,183,ESP,22.0698152,98,555,105041,,,Lukas Lacko,R,185,SVK,22.49691992,72,683,5-7 6-1 6-2,3,R32,119,7,2,85,53,36,17,14,2,5,1,1,88,51,25,19,13,9,15,Riba,Lacko
39,2010-308,Munich,Clay,32,A,20100502,12,104607,3,,Tomas Berdych,R,196,CZE,24.62422998,16,2305,105906,,WC,Kevin Krawietz,R,190,GER,18.27241615,1057,6,6-1 6-1,3,R32,44,0,1,32,14,12,16,7,0,0,0,2,43,26,15,4,7,1,6,Berdych,Krawietz
40,2010-308,Munich,Clay,32,A,20100502,13,103794,8,,Benjamin Becker,R,178,GER,28.8788501,46,914,103565,,,Stephane Robert,R,185,FRA,29.96030116,66,727,6-4 4-6 6-0,3,R32,117,9,2,92,48,31,22,13,6,9,1,4,90,40,28,20,13,9,15,Becker,Robert
41,2010-308,Munich,Clay,32,A,20100502,14,104225,,,Jan Hajek,R,180,CZE,26.73785079,96,562,105098,,Q,Alexandre Sidorenko,R,,FRA,22.20396988,253,180,6-1 6-2,3,R32,68,3,3,74,34,25,22,8,8,8,2,3,48,30,18,6,7,6,10,Hajek,Sidorenko
42,2010-308,Munich,Clay,32,A,20100502,15,104676,,,Andreas Beck,L,190,GER,24.23819302,85,615,104797,,,Denis Istomin,R,188,UZB,23.65229295,81,620,2-6 7-6(3) 6-1,3,R32,114,0,4,84,52,37,19,14,3,6,5,1,77,56,39,10,13,1,4,Beck,Istomin
43,2010-308,Munich,Clay,32,A,20100502,16,104022,2,,Mikhail Youzhny,R,183,RUS,27.85489391,15,2320,104871,,,Jeremy Chardy,R,188,FRA,23.21971253,43,955,6-1 6-4,3,R32,59,2,1,47,33,25,9,9,3,4,5,2,41,21,14,5,8,1,5,Youzhny,Chardy
44,2010-308,Munich,Clay,32,A,20100502,17,105227,1,,Marin Cilic,R,198,CRO,21.59342916,11,2900,103752,,,Simon Greul,R,185,GER,29.05407255,62,750,6-7(6) 6-2 7-5,3,R16,152,5,2,92,61,48,17,16,3,4,1,1,113,72,42,23,16,5,9,Cilic,Greul
45,2010-308,Munich,Clay,32,A,20100502,18,104597,6,,Nicolas Almagro,R,183,ESP,24.69815195,36,1290,104731,,,Kevin Anderson,R,203,RSA,23.95893224,88,599,6-2 5-7 7-6(5),3,R16,125,17,3,100,69,54,19,16,9,10,8,3,102,71,52,17,16,6,8,Almagro,Anderson
46,2010-308,Munich,Clay,32,A,20100502,19,104259,4,,Philipp Kohlschreiber,R,178,GER,26.54620123,28,1400,103490,,,Santiago Ventura,R,183,ESP,30.32443532,137,374,6-2 6-1,3,R16,68,1,0,38,31,29,3,8,0,0,2,0,36,24,14,6,7,3,7,Kohlschreiber,Ventura
47,2010-308,Munich,Clay,32,A,20100502,20,104571,5,,Marcos Baghdatis,R,183,CYP,24.87611225,31,1345,103843,,,Marco Chiudinelli,R,185,SUI,28.64339494,68,708,6-3 6-4,3,R16,77,7,3,61,29,25,18,10,3,4,2,1,59,40,25,10,9,4,7,Baghdatis,Chiudinelli
48,2010-308,Munich,Clay,32,A,20100502,21,104332,,,Philipp Petzschner,R,185,GER,26.10814511,45,925,104230,,,Daniel Koellerer,R,180,AUT,26.71047228,106,490,6-1 6-4,3,R16,87,8,1,61,37,30,11,9,4,5,0,2,62,45,26,5,8,5,9,Petzschner,Koellerer
49,2010-308,Munich,Clay,32,A,20100502,22,104607,3,,Tomas Berdych,R,196,CZE,24.62422998,16,2305,105137,,Q,Pere Riba,R,183,ESP,22.0698152,98,555,7-5 6-1,3,R16,102,1,0,58,27,20,20,9,6,7,3,1,59,35,19,10,10,5,10,Berdych,Riba
50,2010-308,Munich,Clay,32,A,20100502,23,104225,,,Jan Hajek,R,180,CZE,26.73785079,96,562,103794,8,,Benjamin Becker,R,178,GER,28.8788501,46,914,6-4 6-0,3,R16,73,0,1,50,36,27,9,8,1,1,6,2,58,33,21,7,8,5,9,Hajek,Becker
51,2010-308,Munich,Clay,32,A,20100502,24,104022,2,,Mikhail Youzhny,R,183,RUS,27.85489391,15,2320,104676,,,Andreas Beck,L,190,GER,24.23819302,85,615,6-3 6-3,3,R16,60,1,0,45,39,33,2,9,0,1,1,3,59,41,23,8,9,6,10,Youzhny,Beck
52,2010-308,Munich,Clay,32,A,20100502,25,105227,1,,Marin Cilic,R,198,CRO,21.59342916,11,2900,104597,6,,Nicolas Almagro,R,183,ESP,24.69815195,36,1290,6-4 6-7(2) 6-2,3,QF,141,5,1,112,74,56,19,15,10,10,11,1,95,69,54,11,15,2,5,Cilic,Almagro
53,2010-308,Munich,Clay,32,A,20100502,26,104571,5,,Marcos Baghdatis,R,183,CYP,24.87611225,31,1345,104259,4,,Philipp Kohlschreiber,R,178,GER,26.54620123,28,1400,6-3 6-4,3,QF,84,6,0,62,36,24,17,10,5,6,3,0,56,41,26,6,9,2,5,Baghdatis,Kohlschreiber
54,2010-308,Munich,Clay,32,A,20100502,27,104332,,,Philipp Petzschner,R,185,GER,26.10814511,45,925,104607,3,,Tomas Berdych,R,196,CZE,24.62422998,16,2305,1-6 6-3 6-4,3,QF,109,7,1,80,44,31,22,13,6,8,7,3,76,47,36,17,13,7,9,Petzschner,Berdych
55,2010-308,Munich,Clay,32,A,20100502,28,104022,2,,Mikhail Youzhny,R,183,RUS,27.85489391,15,2320,104225,,,Jan Hajek,R,180,CZE,26.73785079,96,562,6-1 6-3,3,QF,76,4,3,66,44,33,8,8,8,9,0,0,52,39,18,5,8,5,10,Youzhny,Hajek
56,2010-308,Munich,Clay,32,A,20100502,29,105227,1,,Marin Cilic,R,198,CRO,21.59342916,11,2900,104571,5,,Marcos Baghdatis,R,183,CYP,24.87611225,31,1345,3-6 6-2 6-3,3,SF,136,8,2,101,64,45,21,13,8,9,10,0,85,46,32,20,13,1,4,Cilic,Baghdatis
57,2010-308,Munich,Clay,32,A,20100502,30,104022,2,,Mikhail Youzhny,R,183,RUS,27.85489391,15,2320,104332,,,Philipp Petzschner,R,185,GER,26.10814511,45,925,7-5 7-6(5),3,SF,104,3,0,77,54,38,13,12,2,4,4,3,72,44,33,14,12,3,6,Youzhny,Petzschner
58,2010-308,Munich,Clay,32,A,20100502,31,104022,2,,Mikhail Youzhny,R,183,RUS,27.85489391,15,2320,105227,1,,Marin Cilic,R,198,CRO,21.59342916,11,2900,6-3 4-6 6-4,3,F,171,6,1,109,68,51,19,15,7,9,5,5,103,49,34,28,14,8,11,Youzhny,Cilic
59,2010-1536,Madrid Masters,Clay,56,M,20100509,1,103794,,,Benjamin Becker,R,178,GER,28.89801506,46,879,102845,,WC,Carlos Moya,R,190,ESP,33.70020534,514,55,6-0 6-2,3,R64,63,3,0,46,26,21,12,7,5,5,2,2,46,25,11,8,7,4,9,Becker,Moya
60,2010-1536,Madrid Masters,Clay,56,M,20100509,2,104919,,,Leonardo Mayer,R,188,ARG,22.98699521,61,747,103898,,,Julien Benneteau,R,185,FRA,28.38603696,37,1129,6-7(9) 7-5 6-4,3,R64,162,8,3,110,72,54,22,17,5,6,4,7,110,71,52,19,17,1,4,Mayer,Benneteau
61,2010-1536,Madrid Masters,Clay,56,M,20100509,3,104527,15,,Stanislas Wawrinka,R,183,SUI,25.11704312,23,1600,104719,,WC,Marcel Granollers,R,190,ESP,24.07665982,87,588,6-4 6-4,3,R64,92,3,2,70,36,20,15,10,6,10,0,1,62,33,17,11,10,3,9,Wawrinka,Granollers
62,2010-1536,Madrid Masters,Clay,56,M,20100509,4,104022,10,,Mikhail Youzhny,R,183,RUS,27.87405886,13,2420,105041,,,Lukas Lacko,R,185,SVK,22.51608487,72,683,2-6 6-3 6-1,3,R64,97,2,2,69,45,31,13,12,1,4,7,1,73,45,29,12,12,5,10,Youzhny,Lacko
63,2010-1536,Madrid Masters,Clay,56,M,20100509,5,105208,,,Ernests Gulbis,R,190,LAT,21.69199179,34,1324,103656,,,Albert Montanes,R,175,ESP,29.45106092,33,1325,7-5 6-1,3,R64,97,6,1,58,38,27,13,10,4,5,1,0,59,42,24,6,9,3,7,Gulbis,Montanes
64,2010-1536,Madrid Masters,Clay,56,M,20100509,6,103852,,,Feliciano Lopez,L,188,ESP,28.63518138,32,1340,103997,,,Lukasz Kubot,R,190,POL,27.9835729,53,824,6-3 6-3,3,R64,72,6,3,53,28,23,10,9,2,4,0,3,50,34,19,7,9,3,8,Lopez,Kubot
65,2010-1536,Madrid Masters,Clay,56,M,20100509,7,103428,,Q,Juan Ignacio Chela,R,190,ARG,30.69404517,51,839,104655,,,Pablo Cuevas,R,180,URU,24.35318275,50,847,2-0 RET,3,R64,5,1,0,5,5,5,0,1,0,0,0,0,5,3,1,0,1,0,1,Ignacio Chela,Cuevas
66,2010-1536,Madrid Masters,Clay,56,M,20100509,8,103812,,,Victor Hanescu,R,198,ROU,28.80219028,38,1105,104214,,,Igor Andreev,R,185,RUS,26.82272416,45,885,3-6 6-5 RET,3,R64,96,4,2,67,48,32,8,10,1,4,7,0,61,29,23,16,10,2,4,Hanescu,Andreev
67,2010-1536,Madrid Masters,Clay,56,M,20100509,9,103926,,Q,Daniel Munoz De La Nava,L,,ESP,28.27652293,315,134,105023,14,,Sam Querrey,R,198,USA,22.59000684,22,1710,6-7(3) 6-3 7-5,3,R64,132,5,0,100,52,39,30,16,5,6,17,1,100,65,52,14,17,1,5,Munoz De La Nava,Querrey
68,2010-1536,Madrid Masters,Clay,56,M,20100509,10,103970,9,,David Ferrer,R,175,ESP,28.10403833,12,2695,104871,,,Jeremy Chardy,R,188,FRA,23.23887748,44,910,6-3 7-6(2),3,R64,111,0,2,65,47,30,10,10,4,7,3,0,92,50,30,18,11,13,18,Ferrer,Chardy
69,2010-1536,Madrid Masters,Clay,56,M,20100509,11,104571,,,Marcos Baghdatis,R,183,CYP,24.89527721,28,1415,103843,,,Marco Chiudinelli,R,185,SUI,28.66255989,66,720,6-3 6-4,3,R64,85,12,4,62,40,32,13,10,2,2,5,2,59,35,24,12,9,3,5,Baghdatis,Chiudinelli
70,2010-1536,Madrid Masters,Clay,56,M,20100509,12,104724,,,Eduardo Schwank,R,183,ARG,24.04654346,52,825,103908,,,Paul Henri Mathieu,R,185,FRA,28.32306639,56,805,6-3 6-3,3,R64,78,6,1,54,35,25,12,9,0,1,2,5,51,27,17,10,9,3,7,Schwank,Henri Mathieu
71,2010-1536,Madrid Masters,Clay,56,M,20100509,13,103333,,,Ivo Karlovic,R,208,CRO,31.19507187,36,1295,105095,,,Evgeny Korolev,R,185,KAZ,22.23408624,73,680,6-4 7-6(5),3,R64,95,19,0,70,47,39,15,11,2,2,1,3,74,47,35,16,11,2,3,Karlovic,Korolev
72,2010-1536,Madrid Masters,Clay,56,M,20100509,14,103781,,,Jurgen Melzer,L,183,AUT,28.96646133,30,1360,104731,,Q,Kevin Anderson,R,203,RSA,23.97809719,97,544,6-2 2-6 6-4,3,R64,116,6,0,83,64,42,7,13,6,9,7,1,81,51,35,13,13,4,8,Melzer,Anderson
73,2010-1536,Madrid Masters,Clay,56,M,20100509,15,103888,,LL,Mardy Fish,R,188,USA,28.41615332,98,540,103188,,LL,Michael Russell,R,173,USA,32.02464066,85,598,6-2 7-6(1),3,R64,105,14,2,80,49,36,15,10,5,7,1,1,67,46,27,9,10,2,6,Fish,Russell
74,2010-1536,Madrid Masters,Clay,56,M,20100509,16,105064,16,,Thomaz Bellucci,L,188,BRA,22.36002738,26,1457,105137,,WC,Pere Riba,R,183,ESP,22.08898015,93,574,7-6(5) 6-1,3,R64,88,4,2,67,38,27,17,10,2,4,3,0,56,29,21,11,9,1,5,Bellucci,Riba
75,2010-1536,Madrid Masters,Clay,56,M,20100509,17,104338,,,Juan Monaco,R,185,ARG,26.11362081,27,1425,103752,,,Simon Greul,R,185,GER,29.07323751,60,750,6-1 6-1,3,R64,59,4,3,43,29,19,9,7,1,2,1,1,46,37,16,2,7,3,9,Monaco,Greul
76,2010-1536,Madrid Masters,Clay,56,M,20100509,18,104597,,,Nicolas Almagro,R,183,ESP,24.71731691,35,1315,104678,,,Viktor Troicki,R,193,SRB,24.24366872,40,1075,6-1 7-6(3),3,R64,99,2,1,80,51,34,14,10,7,9,7,3,71,42,26,9,9,5,9,Almagro,Troicki
77,2010-1536,Madrid Masters,Clay,56,M,20100509,19,104198,,,Guillermo Garcia Lopez,R,188,ESP,26.93223819,39,1104,104593,,Q,Daniel Gimeno Traver,R,185,ESP,24.75564682,96,558,6-3 6-4,3,R64,71,2,1,52,33,28,11,10,1,2,2,1,48,32,23,7,9,4,7,Garcia Lopez,Gimeno Traver
78,2010-1536,Madrid Masters,Clay,56,M,20100509,20,104332,,,Philipp Petzschner,R,185,GER,26.12731006,42,995,104926,,,Fabio Fognini,R,178,ITA,22.96235455,78,630,6-1 4-6 7-5,3,R64,121,5,3,97,52,35,21,14,8,12,0,4,84,55,36,8,15,3,10,Petzschner,Fognini
79,2010-1536,Madrid Masters,Clay,56,M,20100509,21,104792,12,,Gael Monfils,R,193,FRA,23.68788501,18,2040,103565,,,Stephane Robert,R,185,FRA,29.97946612,64,727,6-2 7-5,3,R64,84,7,3,62,38,24,13,10,2,4,0,1,59,36,17,12,10,1,6,Monfils,Robert
80,2010-1536,Madrid Masters,Clay,56,M,20100509,22,104545,13,,John Isner,R,206,USA,25.03764545,19,1800,103294,,Q,Christophe Rochus,R,170,BEL,31.40041068,140,361,5-7 6-2 6-2,3,R64,102,21,2,79,52,44,15,14,3,4,4,3,88,49,33,20,14,5,9,Isner,Rochus
81,2010-1536,Madrid Masters,Clay,56,M,20100509,23,105053,,Q,Santiago Giraldo,R,188,COL,22.45037645,59,764,104259,,,Philipp Kohlschreiber,R,178,GER,26.56536619,29,1400,1-6 6-2 6-3,3,R64,99,1,0,72,50,38,10,12,2,4,4,2,74,52,37,11,12,4,7,Giraldo,Kohlschreiber
82,2010-1536,Madrid Masters,Clay,56,M,20100509,24,105238,,Q,Alexandr Dolgopolov,R,180,UKR,21.50308008,62,734,104312,,,Andreas Seppi,R,190,ITA,26.21492129,55,815,6-3 6-4,3,R64,66,4,0,58,32,26,16,10,3,3,3,1,45,25,17,15,9,2,4,Dolgopolov,Seppi
83,2010-1536,Madrid Masters,Clay,56,M,20100509,25,103819,1,,Roger Federer,R,185,SUI,28.75290897,1,10430,103794,,,Benjamin Becker,R,178,GER,28.89801506,46,879,6-2 7-6(4),3,R32,82,8,1,57,39,32,12,10,0,0,9,0,73,47,35,8,10,6,8,Federer,Becker
84,2010-1536,Madrid Masters,Clay,56,M,20100509,26,104527,15,,Stanislas Wawrinka,R,183,SUI,25.11704312,23,1600,104919,,,Leonardo Mayer,R,188,ARG,22.98699521,61,747,6-4 4-2 RET,3,R32,66,3,1,42,28,23,7,8,1,2,1,2,45,31,19,7,8,5,8,Wawrinka,Mayer
85,2010-1536,Madrid Masters,Clay,56,M,20100509,27,105208,,,Ernests Gulbis,R,190,LAT,21.69199179,34,1324,104022,10,,Mikhail Youzhny,R,183,RUS,27.87405886,13,2420,7-6(2) 6-4,3,R32,104,5,0,58,35,32,17,11,1,1,3,2,73,55,40,7,11,5,6,Gulbis,Youzhny
86,2010-1536,Madrid Masters,Clay,56,M,20100509,28,103852,,,Feliciano Lopez,L,188,ESP,28.63518138,32,1340,103169,,LL,Oscar Hernandez,R,180,ESP,32.08213552,103,516,6-1 6-2,3,R32,64,4,3,42,22,21,10,7,1,1,4,3,58,40,20,7,8,5,10,Lopez,Hernandez
