atp_key,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,w_ln,l_ln
2837,2010-D026,Davis Cup G1 R2: RSA vs FIN,Hard,4,D,20100507,4,103573,,,Rik De Voest,R,180,RSA,29.908282,291,149,105349,,,Harri Heliovaara,R,,FIN,20.91170431,495,61,W/O,5,RR,,,,,,,,,,,,,,,,,,,,,
2838,2010-D027,Davis Cup G1 R2: ROU vs UKR,Clay,4,D,20100507,1,103812,,,Victor Hanescu,R,198,ROU,28.78302533,38,1105,105011,,,Illya Marchenko,R,185,UKR,22.65023956,79,640,7-6(1) 7-5 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2839,2010-D027,Davis Cup G1 R2: ROU vs UKR,Clay,4,D,20100507,2,104660,,,Sergiy Stakhovsky,R,193,UKR,24.32032854,67,719,104494,,,Adrian Ungur,R,178,ROU,25.26762491,167,293,6-2 6-7(3) 7-5 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,
2840,2010-D027,Davis Cup G1 R2: ROU vs UKR,Clay,4,D,20100507,3,103812,,,Victor Hanescu,R,198,ROU,28.78302533,38,1105,104660,,,Sergiy Stakhovsky,R,193,UKR,24.32032854,67,719,6-4 6-2 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,
2841,2010-D028,Davis Cup G2 R1: PER vs ESA,Clay,4,D,20100305,1,103525,,,Ivan Miranda,R,175,PER,29.97946612,337,121,104763,,,Rafael Arevalo,U,,ESA,23.65776865,,,6-3 6-2 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,
2842,2010-D028,Davis Cup G2 R1: PER vs ESA,Clay,4,D,20100305,2,105273,,,Mauricio Echazu,U,,PER,21.10609172,422,80,105656,,,Marcelo Arevalo,R,,ESA,19.37029432,462,69,2-6 6-2 6-4 3-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2843,2010-D028,Davis Cup G2 R1: PER vs ESA,Clay,4,D,20100305,3,105625,,,Alvaro Raposo De Oliveira,U,,PER,19.48528405,761,18,105656,,,Marcelo Arevalo,R,,ESA,19.37029432,462,69,7-5 6-3,3,RR,,,,,,,,,,,,,,,,,,,,,
2844,2010-D028,Davis Cup G2 R1: PER vs ESA,Clay,4,D,20100305,4,105456,,,Sergio Galdos,U,,PER,20.15879535,1190,4,108736,,,Sebastian Moreno,U,,ESA,18.06433949,,,6-0 6-0,3,RR,,,,,,,,,,,,,,,,,,,,,
2845,2010-D029,Davis Cup G2 R1: BOL vs VEN,Clay,4,D,20100305,1,103286,,,Yohny Romero,R,,VEN,31.24982888,710,22,105156,,,Federico Zeballos,U,,BOL,21.7522245,755,19,7-6(10) 6-2 2-6 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2846,2010-D029,Davis Cup G2 R1: BOL vs VEN,Clay,4,D,20100305,2,104942,,,Roman Recarte,U,,VEN,22.73237509,1062,6,104800,,,Mauricio Estivariz,U,,BOL,23.47433265,731,20,6-4 4-6 6-2 0-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2847,2010-D029,Davis Cup G2 R1: BOL vs VEN,Clay,4,D,20100305,3,105221,,,Mauricio Doria Medina,L,,BOL,21.43737166,726,21,105334,,,Luis David Martinez,U,,VEN,20.80219028,975,8,5-7 6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,,
2848,2010-D029,Davis Cup G2 R1: BOL vs VEN,Clay,4,D,20100305,4,104887,,,Piero Luisi,U,,VEN,22.96783025,559,45,108737,,,Marco Antonio Rojas,U,,BOL,19.71800137,1739,1,6-7(7) 6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,,
2849,2010-D030,Davis Cup G2 R1: PAR vs AHO,Clay,4,D,20100305,1,105912,,,Diego Galeano,U,,PAR,18.07802875,,,104996,,,Alexander Blom,U,,AHO,22.53798768,1328,2,6-2 6-3 4-6 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2850,2010-D030,Davis Cup G2 R1: PAR vs AHO,Clay,4,D,20100305,2,102887,,,Ramon Delgado,R,185,PAR,33.29226557,167,295,103630,,,Martijn Van Haasteren,R,,AHO,29.46475017,,,6-1 6-2 6-1,5,RR,,,,,,,,,,,,,,,,,,,,,
2851,2010-D030,Davis Cup G2 R1: PAR vs AHO,Clay,4,D,20100305,3,104996,,,Alexander Blom,U,,AHO,22.53798768,1328,2,102830,,,Paulo Carvallo,R,,PAR,33.63997262,,,6-3 3-6 6-4,3,RR,,,,,,,,,,,,,,,,,,,,,
2852,2010-D030,Davis Cup G2 R1: PAR vs AHO,Clay,4,D,20100305,4,108715,,,Nicolas Salama,U,,PAR,19.10746064,,,108738,,,Claudio Dias Conduto,U,,AHO,16.53661875,,,6-4 6-1,3,RR,,,,,,,,,,,,,,,,,,,,,
2853,2010-D031,Davis Cup G2 R1: MEX vs GUA,Clay,4,D,20100305,1,104823,,,Bruno Rodriguez,U,,MEX,23.34017796,395,91,108713,,,Julen Uriguen,U,,GUA,18.6091718,1365,2,6-4 6-0 2-0 RET,5,RR,,,,,,,,,,,,,,,,,,,,,
2854,2010-D031,Davis Cup G2 R1: MEX vs GUA,Clay,4,D,20100305,2,105471,,,Cesar Ramirez,U,,MEX,20.09582478,471,66,105499,,,Christopher Diaz Figueroa,U,,GUA,19.96440794,795,16,6-1 6-3 6-1,5,RR,,,,,,,,,,,,,,,,,,,,,
2855,2010-D031,Davis Cup G2 R1: MEX vs GUA,Clay,4,D,20100305,3,104823,,,Bruno Rodriguez,U,,MEX,23.34017796,395,91,105499,,,Christopher Diaz Figueroa,U,,GUA,19.96440794,795,16,4-6 6-4 7-5,3,RR,,,,,,,,,,,,,,,,,,,,,
2856,2010-D031,Davis Cup G2 R1: MEX vs GUA,Clay,4,D,20100305,4,105471,,,Cesar Ramirez,U,,MEX,20.09582478,471,66,108739,,,Wilfredo Gonzalez,U,,GUA,17.14715948,,,6-1 6-0,3,RR,,,,,,,,,,,,,,,,,,,,,
2857,2010-D032,Davis Cup G1 R1: DOM vs URU,Hard,4,D,20100305,1,104655,,,Pablo Cuevas,R,180,URU,24.1615332,47,890,105497,,,Jose Hernandez,U,,DOM,19.96714579,1237,3,6-2 7-5 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2858,2010-D032,Davis Cup G1 R1: DOM vs URU,Hard,4,D,20100305,2,104395,,,Marcel Felder,R,,URU,25.64271047,235,196,103607,,,Victor Estrella,R,173,DOM,29.57700205,300,144,0-6 3-6 6-4 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2859,2010-D032,Davis Cup G1 R1: DOM vs URU,Hard,4,D,20100305,3,103638,,,Jhonson Garcia,R,,DOM,29.41273101,,,105899,,,Martin Cuevas,U,,URU,18.12731006,847,13,6-1 6-2,3,RR,,,,,,,,,,,,,,,,,,,,,
2860,2010-D032,Davis Cup G1 R1: DOM vs URU,Hard,4,D,20100305,4,105431,,,Ariel Behar,U,,URU,20.29842574,1074,6,108956,,,Jesus Francisco Felix,U,,DOM,29.89185489,,,6-4 6-7(3) 6-2,3,RR,,,,,,,,,,,,,,,,,,,,,
2861,2010-D033,Davis Cup G1 R2: BRA vs URU,Clay,4,D,20100507,1,103228,,,Marcos Daniel,R,180,BRA,31.83025325,91,577,104395,,,Marcel Felder,R,,URU,25.81519507,267,166,6-4 6-1 6-1,5,RR,,,,,,,,,,,,,,,,,,,,,
2862,2010-D033,Davis Cup G1 R2: BRA vs URU,Clay,4,D,20100507,2,105064,,,Thomaz Bellucci,L,188,BRA,22.34086242,26,1457,105899,,,Martin Cuevas,U,,URU,18.29979466,853,13,6-4 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2863,2010-D033,Davis Cup G1 R2: BRA vs URU,Clay,4,D,20100507,3,105064,,,Thomaz Bellucci,L,188,BRA,22.34086242,26,1457,104395,,,Marcel Felder,R,,URU,25.81519507,267,166,6-4 6-1,3,RR,,,,,,,,,,,,,,,,,,,,,
2864,2010-D033,Davis Cup G1 R2: BRA vs URU,Clay,4,D,20100507,4,104249,,,Marcelo Melo,R,203,BRA,26.6091718,,,105899,,,Martin Cuevas,U,,URU,18.29979466,853,13,6-7(5) 6-2 7-5,3,RR,,,,,,,,,,,,,,,,,,,,,
2865,2010-D034,Davis Cup G1 R2: COL vs CAN,Clay,4,D,20100305,1,104113,,,Carlos Salamanca,L,196,COL,27.12388775,183,258,105166,,,Peter Polansky,R,180,CAN,21.70841889,216,213,6-4 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2866,2010-D034,Davis Cup G1 R2: COL vs CAN,Clay,4,D,20100305,2,105053,,,Santiago Giraldo,R,188,COL,22.2587269,93,544,105683,,,Milos Raonic,R,196,CAN,19.17590691,385,95,7-5 4-6 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2867,2010-D034,Davis Cup G1 R2: COL vs CAN,Clay,4,D,20100305,3,105053,,,Santiago Giraldo,R,188,COL,22.2587269,93,544,105731,,,Steven Diez,R,,CAN,18.95687885,593,40,6-3 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2868,2010-D034,Davis Cup G1 R2: COL vs CAN,Clay,4,D,20100305,4,108701,,,Juan Sebastian Cabal,U,,COL,23.84941821,476,64,105683,,,Milos Raonic,R,196,CAN,19.17590691,385,95,6-7(6) 6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,,
2869,2010-D035,Davis Cup G2 R1: THA vs POC,Hard,4,D,20100305,1,105402,,,Peerakiat Siriluethaiwattana,U,,THA,20.53935661,762,18,104702,,,Michael Leong,U,,SOL,23.95345654,1024,7,7-5 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2870,2010-D035,Davis Cup G2 R1: THA vs POC,Hard,4,D,20100305,2,105579,,,Kittipong Wachiramanowong,R,183,THA,19.68240931,458,70,108740,,,Cyril Jacobe,U,,VAN,26.91854894,,,6-4 6-1 6-0,5,RR,,,,,,,,,,,,,,,,,,,,,
2871,2010-D035,Davis Cup G2 R1: THA vs POC,Hard,4,D,20100305,3,105579,,,Kittipong Wachiramanowong,R,183,THA,19.68240931,458,70,104702,,,Michael Leong,U,,SOL,23.95345654,1024,7,6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,,,
2872,2010-D035,Davis Cup G2 R1: THA vs POC,Hard,4,D,20100305,4,105402,,,Peerakiat Siriluethaiwattana,U,,THA,20.53935661,762,18,108740,,,Cyril Jacobe,U,,VAN,26.91854894,,,7-5 6-2,3,RR,,,,,,,,,,,,,,,,,,,,,
2873,2010-D036,Davis Cup G2 R1: MAS vs INA,Hard,4,D,20100305,1,105464,,,Christopher Rungkat,R,,INA,20.12594114,1250,3,106277,,,Ariez Elyaas Deen Heshaam,R,,MAS,16.183436,,,6-0 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2874,2010-D036,Davis Cup G2 R1: MAS vs INA,Hard,4,D,20100305,2,104909,,,Sunu Wahyu Trijati,U,,INA,22.84736482,1739,1,103427,,,Yew Ming Si,U,,MAS,30.51882272,1463,2,4-6 7-6(5) 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2875,2010-D036,Davis Cup G2 R1: MAS vs INA,Hard,4,D,20100305,3,105812,,,David Agung Susanto,U,,INA,18.61190965,,,108741,,,Mohd Assri Merzuki,U,,MAS,15.17316906,,,6-3 6-3,3,RR,,,,,,,,,,,,,,,,,,,,,
2876,2010-D036,Davis Cup G2 R1: MAS vs INA,Hard,4,D,20100305,4,104909,,,Sunu Wahyu Trijati,U,,INA,22.84736482,1739,1,106277,,,Ariez Elyaas Deen Heshaam,R,,MAS,16.183436,,,6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,,,
2877,2010-D037,Davis Cup G2 R1: PAK vs HKG,Hard,4,D,20100305,1,104299,,,Hiu Tung Yu,U,,HKG,26.06707734,,,103499,,,Aqeel Khan,R,,PAK,30.08350445,1484,1,6-4 6-2 3-6 3-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2878,2010-D037,Davis Cup G2 R1: PAK vs HKG,Hard,4,D,20100305,2,103529,,,Aisam Ul Haq Qureshi,R,183,PAK,29.95482546,625,32,108728,,,Cheuk Wai Hui,U,,HKG,24.93086927,,,6-2 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2879,2010-D037,Davis Cup G2 R1: PAK vs HKG,Hard,4,D,20100305,3,103529,,,Aisam Ul Haq Qureshi,R,183,PAK,29.95482546,625,32,104299,,,Hiu Tung Yu,U,,HKG,26.06707734,,,6-3 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2880,2010-D037,Davis Cup G2 R1: PAK vs HKG,Hard,4,D,20100305,4,108742,,,Siu Fai Kelvin Lam,U,,HKG,16.14784394,,,108982,,,Yasir Khan,U,,PAK,20.862423,,,2-1 Played and abandoned,5,RR,,,,,,,,,,,,,,,,,,,,,
2881,2010-D038,Davis Cup G2 R1: SRI vs NZL,Clay,4,D,20100305,1,104907,,,Jose Rubin Statham,R,183,NZL,22.85010267,297,146,104631,,,Harshana Godamanna,U,,SRI,24.33127995,,,6-4 3-6 4-6 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2882,2010-D038,Davis Cup G2 R1: SRI vs NZL,Clay,4,D,20100305,2,104368,,,Daniel King Turner,R,190,NZL,25.79329227,227,204,108743,,,Rajeev Rajapakse,U,,SRI,29.80424367,,,6-2 3-6 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2883,2010-D038,Davis Cup G2 R1: SRI vs NZL,Clay,4,D,20100305,3,104631,,,Harshana Godamanna,U,,SRI,24.33127995,,,104368,,,Daniel King Turner,R,190,NZL,25.79329227,227,204,4-6 4-6 7-5 7-6(4) 3-0 RET,5,RR,,,,,,,,,,,,,,,,,,,,,
2884,2010-D038,Davis Cup G2 R1: SRI vs NZL,Clay,4,D,20100305,4,104907,,,Jose Rubin Statham,R,183,NZL,22.85010267,297,146,108743,,,Rajeev Rajapakse,U,,SRI,29.80424367,,,6-1 6-0 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,
2885,2010-D039,Davis Cup WG QF: FRA vs ESP,Hard,4,D,20100709,1,104792,,,Gael Monfils,R,193,FRA,23.84120465,17,1995,103970,,,David Ferrer,R,175,ESP,28.25735797,12,3100,7-6(3) 6-2 4-6 5-7 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2886,2010-D039,Davis Cup WG QF: FRA vs ESP,Hard,4,D,20100709,2,103566,,,Michael Llodra,L,190,FRA,30.13004791,35,1119,104269,,,Fernando Verdasco,L,188,ESP,26.63655031,10,3475,6-7(5) 6-4 6-3 7-6(2),5,RR,,,,,,,,,,,,,,,,,,,,,
2887,2010-D039,Davis Cup WG QF: FRA vs ESP,Hard,4,D,20100709,3,104468,,,Gilles Simon,R,183,FRA,25.51950719,34,1215,104597,,,Nicolas Almagro,R,183,ESP,24.87063655,20,1880,7-6(4) 7-6(7),3,RR,,,,,,,,,,,,,,,,,,,,,
2888,2010-D039,Davis Cup WG QF: FRA vs ESP,Hard,4,D,20100709,4,103898,,,Julien Benneteau,R,185,FRA,28.53935661,33,1229,103852,,,Feliciano Lopez,L,188,ESP,28.78850103,25,1535,7-6(3) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,,
2889,2010-D040,Davis Cup WG QF: RUS vs ARG,Hard,4,D,20100709,1,103900,,,David Nalbandian,R,180,ARG,28.5065024,153,335,103786,,,Nikolay Davydenko,R,178,RUS,29.08966461,6,4740,6-4 7-6(5) 7-6(6),5,RR,,,,,,,,,,,,,,,,,,,,,
2890,2010-D040,Davis Cup WG QF: RUS vs ARG,Hard,4,D,20100709,2,104022,,,Mikhail Youzhny,R,183,RUS,28.02737851,14,2700,104919,,,Leonardo Mayer,R,188,ARG,23.14031485,58,802,6-3 6-1 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2891,2010-D040,Davis Cup WG QF: RUS vs ARG,Hard,4,D,20100709,3,103786,,,Nikolay Davydenko,R,178,RUS,29.08966461,6,4740,104724,,,Eduardo Schwank,R,183,ARG,24.19986311,52,875,4-6 6-3 6-1 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2892,2010-D040,Davis Cup WG QF: RUS vs ARG,Hard,4,D,20100709,4,103900,,,David Nalbandian,R,180,ARG,28.5065024,153,335,104022,,,Mikhail Youzhny,R,183,RUS,28.02737851,14,2700,7-6(5) 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2893,2010-D041,Davis Cup WG QF: CRO vs SRB,Hard,4,D,20100709,1,104925,,,Novak Djokovic,R,188,SRB,23.1211499,2,6905,103344,,,Ivan Ljubicic,R,193,CRO,31.29637235,16,2200,7-6(3) 6-4 6-1,5,RR,,,,,,,,,,,,,,,,,,,,,
2894,2010-D041,Davis Cup WG QF: CRO vs SRB,Hard,4,D,20100709,2,105227,,,Marin Cilic,R,198,CRO,21.76591376,13,2865,104678,,,Viktor Troicki,R,193,SRB,24.39698836,44,955,6-4 7-5 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2895,2010-D041,Davis Cup WG QF: CRO vs SRB,Hard,4,D,20100709,3,104925,,,Novak Djokovic,R,188,SRB,23.1211499,2,6905,105227,,,Marin Cilic,R,198,CRO,21.76591376,13,2865,6-3 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2896,2010-D041,Davis Cup WG QF: CRO vs SRB,Hard,4,D,20100709,4,104386,,,Janko Tipsarevic,R,180,SRB,26.03422313,47,930,105099,,,Antonio Veic,R,180,CRO,22.37645448,171,278,6-2 7-6(5),3,RR,,,,,,,,,,,,,,,,,,,,,
2897,2010-D042,Davis Cup WG QF: CHI vs CZE,Clay,4,D,20100709,1,104371,,,Ivo Minar,R,183,CZE,26.12183436,247,181,103454,,,Nicolas Massu,R,183,CHI,30.73511294,101,526,6-0 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2898,2010-D042,Davis Cup WG QF: CHI vs CZE,Clay,4,D,20100709,2,104225,,,Jan Hajek,R,180,CZE,26.91033539,94,577,104154,,,Paul Capdeville,R,190,CHI,27.25804244,186,251,6-0 6-2 6-1,5,RR,,,,,,,,,,,,,,,,,,,,,
2899,2010-D042,Davis Cup WG QF: CHI vs CZE,Clay,4,D,20100709,3,104477,,,Jorge Aguilar,R,,CHI,25.48665298,196,239,104160,,,Lukas Dlouhy,R,185,CZE,27.23887748,607,35,6-1 7-6(6),3,RR,,,,,,,,,,,,,,,,,,,,,
2900,2010-D042,Davis Cup WG QF: CHI vs CZE,Clay,4,D,20100709,4,104371,,,Ivo Minar,R,183,CZE,26.12183436,247,181,105601,,,Cristobal Saavedra Corvalan,R,,CHI,19.92607803,410,83,7-6(2) 6-2,3,RR,,,,,,,,,,,,,,,,,,,,,
2901,2010-D043,Davis Cup WG SF: FRA vs ARG,Hard,4,D,20100917,1,103566,,,Michael Llodra,L,190,FRA,30.32169747,30,1275,104338,,,Juan Monaco,R,185,ARG,26.45859001,33,1235,7-5 4-6 7-5 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2902,2010-D043,Davis Cup WG SF: FRA vs ARG,Hard,4,D,20100917,2,104792,,,Gael Monfils,R,193,FRA,24.03285421,15,2250,103900,,,David Nalbandian,R,180,ARG,28.69815195,28,1325,6-4 2-6 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2903,2010-D043,Davis Cup WG SF: FRA vs ARG,Hard,4,D,20100917,3,104468,,,Gilles Simon,R,183,FRA,25.71115674,41,1055,104724,,,Eduardo Schwank,R,183,ARG,24.39151266,57,868,7-6(5) 6-7(6) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,,
2904,2010-D043,Davis Cup WG SF: FRA vs ARG,Hard,4,D,20100917,4,103096,,,Arnaud Clement,R,173,FRA,32.73921971,60,806,104547,,,Horacio Zeballos,L,188,ARG,25.3798768,68,735,7-5 6-1,3,RR,,,,,,,,,,,,,,,,,,,,,
2905,2010-D044,Davis Cup WG SF: SRB vs CZE,Hard,4,D,20100917,1,103285,,,Radek Stepanek,R,185,CZE,31.79466119,35,1150,104678,,,Viktor Troicki,R,193,SRB,24.58863792,47,945,4-6 6-2 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2906,2010-D044,Davis Cup WG SF: SRB vs CZE,Hard,4,D,20100917,2,104386,,,Janko Tipsarevic,R,180,SRB,26.22587269,37,1100,104607,,,Tomas Berdych,R,196,CZE,24.98836413,7,3780,7-5 6-2 2-6 7-6(5),5,RR,,,,,,,,,,,,,,,,,,,,,
2907,2010-D044,Davis Cup WG SF: SRB vs CZE,Hard,4,D,20100917,3,104925,,,Novak Djokovic,R,188,SRB,23.31279945,2,7145,104607,,,Tomas Berdych,R,196,CZE,24.98836413,7,3780,4-6 6-3 6-2 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2908,2010-D044,Davis Cup WG SF: SRB vs CZE,Hard,4,D,20100917,4,104386,,,Janko Tipsarevic,R,180,SRB,26.22587269,37,1100,103285,,,Radek Stepanek,R,185,CZE,31.79466119,35,1150,6-0 7-6(6) 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2909,2010-D045,Davis Cup WG F: SRB vs FRA,Hard,4,D,20101203,1,104792,,,Gael Monfils,R,193,FRA,24.24366872,12,2485,104386,,,Janko Tipsarevic,R,180,SRB,26.4366872,49,935,6-1 7-6(4) 6-0,5,RR,,,,,,,,,,,,,,,,,,,,,
2910,2010-D045,Davis Cup WG F: SRB vs FRA,Hard,4,D,20101203,2,104925,,,Novak Djokovic,R,188,SRB,23.52361396,3,6035,104468,,,Gilles Simon,R,183,FRA,25.92197125,42,1005,6-3 6-1 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,
2911,2010-D045,Davis Cup WG F: SRB vs FRA,Hard,4,D,20101203,3,104925,,,Novak Djokovic,R,188,SRB,23.52361396,3,6035,104792,,,Gael Monfils,R,193,FRA,24.24366872,12,2485,6-2 6-2 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,
2912,2010-D045,Davis Cup WG F: SRB vs FRA,Hard,4,D,20101203,4,104678,,,Viktor Troicki,R,193,SRB,24.79945243,30,1360,103566,,,Michael Llodra,L,190,FRA,30.53251198,23,1575,6-2 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2913,2010-D046,Davis Cup G2 R2: VEN vs PER,Hard,4,D,20100709,1,105961,,,David Souto,L,,VEN,18.275154,449,73,105273,,,Mauricio Echazu,U,,PER,21.45106092,425,80,6-2 6-4 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,
2914,2010-D046,Davis Cup G2 R2: VEN vs PER,Hard,4,D,20100709,2,103525,,,Ivan Miranda,R,175,PER,30.32443532,339,115,104942,,,Roman Recarte,U,,VEN,23.07734428,827,13,1-6 6-3 6-3 RET,5,RR,,,,,,,,,,,,,,,,,,,,,
2915,2010-D046,Davis Cup G2 R2: VEN vs PER,Hard,4,D,20100709,3,105961,,,David Souto,L,,VEN,18.275154,449,73,103525,,,Ivan Miranda,R,175,PER,30.32443532,339,115,5-7 3-6 6-2 6-2 12-10,5,RR,,,,,,,,,,,,,,,,,,,,,
2916,2010-D047,Davis Cup G2 R2: PAR vs MEX,Clay,4,D,20100709,1,104535,,,Daniel Garza,R,,MEX,25.24024641,397,87,104658,,,Gustavo Ramirez,U,,PAR,24.49555099,,,6-1 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2917,2010-D047,Davis Cup G2 R2: PAR vs MEX,Clay,4,D,20100709,2,105367,,,Daniel Alejandro Lopez Cassaccia,R,,PAR,21.00479124,565,43,105471,,,Cesar Ramirez,U,,MEX,20.44079398,541,47,7-6(8) 5-7 6-4 7-6(5),5,RR,,,,,,,,,,,,,,,,,,,,,
2918,2010-D047,Davis Cup G2 R2: PAR vs MEX,Clay,4,D,20100709,3,104535,,,Daniel Garza,R,,MEX,25.24024641,397,87,105367,,,Daniel Alejandro Lopez Cassaccia,R,,PAR,21.00479124,565,43,6-2 6-2 2-0 RET,5,RR,,,,,,,,,,,,,,,,,,,,,
2919,2010-D047,Davis Cup G2 R2: PAR vs MEX,Clay,4,D,20100709,4,105471,,,Cesar Ramirez,U,,MEX,20.44079398,541,47,105488,,,Jose Benitez,U,,PAR,20.34770705,1533,1,6-0 4-6 6-2,3,RR,,,,,,,,,,,,,,,,,,,,,
2920,2010-D048,Davis Cup G2 R3: MEX vs VEN,Clay,4,D,20100917,1,104535,,,Daniel Garza,R,,MEX,25.43189596,393,93,104942,,,Roman Recarte,U,,VEN,23.26899384,817,14,6-2 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
2921,2010-D048,Davis Cup G2 R3: MEX vs VEN,Clay,4,D,20100917,2,105471,,,Cesar Ramirez,U,,MEX,20.63244353,502,58,103739,,,Jose De Armas,R,,VEN,29.47022587,662,28,6-1 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,
2922,2010-D048,Davis Cup G2 R3: MEX vs VEN,Clay,4,D,20100917,3,104535,,,Daniel Garza,R,,MEX,25.43189596,393,93,105334,,,Luis David Martinez,U,,VEN,21.33880903,937,9,6-4 6-1,3,RR,,,,,,,,,,,,,,,,,,,,,
2923,2010-D048,Davis Cup G2 R3: MEX vs VEN,Clay,4,D,20100917,4,104887,,,Piero Luisi,U,,VEN,23.50444901,663,28,105471,,,Cesar Ramirez,U,,MEX,20.63244353,502,58,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,,
2924,2010-D049,Davis Cup G2 PO: BOL vs ESA,Clay,4,D,20100709,1,104763,,,Rafael Arevalo,U,,ESA,24.00273785,,,104800,,,Mauricio Estivariz,U,,BOL,23.81930185,739,19,6-4 1-6 4-6 7-6(6) 8-6,5,RR,,,,,,,,,,,,,,,,,,,,,
2925,2010-D049,Davis Cup G2 PO: BOL vs ESA,Clay,4,D,20100709,2,105656,,,Marcelo Arevalo,R,,ESA,19.71526352,489,60,105221,,,Mauricio Doria Medina,L,,BOL,21.78234086,754,18,7-6(4) 6-2 7-6(5),5,RR,,,,,,,,,,,,,,,,,,,,,
2926,2010-D049,Davis Cup G2 PO: BOL vs ESA,Clay,4,D,20100709,3,108744,,,Rodrigo Rappaccioli,U,,ESA,19.77275838,,,105156,,,Federico Zeballos,U,,BOL,22.0971937,747,19,6-1 1-6 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,,
2927,2010-D049,Davis Cup G2 PO: BOL vs ESA,Clay,4,D,20100709,4,106198,,,Hugo Dellien,U,,BOL,17.0513347,,,108736,,,Sebastian Moreno,U,,ESA,18.40930869,,,6-1 7-5,3,RR,,,,,,,,,,,,,,,,,,,,,
2928,2010-D050,Davis Cup G2 PO: GUA vs AHO,Hard,4,D,20100709,1,103630,,,Martijn Van Haasteren,R,,AHO,29.80971937,,,105499,,,Christopher Diaz Figueroa,U,,GUA,20.30937714,743,19,6-3 7-6(5) 4-6 2-6 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,
