"","match_id","player","set","serve_pts","aces","dfs","first_in","first_won","second_in","second_won","bk_pts","bp_saved","return_pts","return_pts_won","winners","winners_fh","winners_bh","unforced","unforced_fh","unforced_bh","year","match_id_copy","gender","tourney_name_dash","round.x","player_1_dash","player_2_dash","tourney_name.x","player_1","player_2","p1_id","p2_id","atp_key","Date","atp_winner_id","winner_class","loser_class","upset_type","wflag","ace_pct","df_pct","firstin_pct","firstwon_pct","secondwon_pct","bkfcd_pct","bksvd_pct","retwon_pct","win_uf_ratio","player_id","class","upset_flag","avg_ace_pct","avg_df_pct","avg_firstin_pct","avg_firstwon_pct","avg_secondwon_pct","avg_bkfcd_pct","avg_bksvd_pct","avg_retwon_pct","avg_win_uf_ratio","ace_dif","df_dif","firstin_dif","firstwon_dif","secondwon_dif","bkfcd_dif","bksvd_dif","retwon_dif","win_uf_dif","class_ind","indx"
"11","20120127-M-Australian_Open-SF-Roger_Federer-Rafael_Nadal",1,"Total",135,11,5,87,58,48,26,16,10,141,47,41,21,9,61,34,22,2012,20120127,"M","Australian_Open","SF","Roger_Federer","Rafael_Nadal","Australian Open","Roger Federer","Rafael Nadal",103819,104745,8129,2012-01-26,104745,"Slight Dog","Clear Favorite","Common","L",0.0814814814814815,0.037037037037037,0.644444444444444,0.666666666666667,0.541666666666667,0.118518518518519,0.625,0.333333333333333,0.672131147540984,103819,"Clear Favorite","U",0.0837904072820632,0.0299918310187887,0.626794258373206,0.728169800781977,0.534083802376485,0.0722371338545921,0.621970920840065,0.371290545203589,0.952516619183286,-0.0275559682244918,-0.234904164865254,0.0281594571670907,-0.0844626267791699,0.0141978922716626,-0.640686890444564,0.00487012987012979,-0.102230483271375,-0.294362813199745,"Favorite",11
"12","20120127-M-Australian_Open-SF-Roger_Federer-Rafael_Nadal",2,"Total",141,4,1,109,74,32,20,10,7,135,51,32,22,6,30,18,11,2012,20120127,"M","Australian_Open","SF","Roger_Federer","Rafael_Nadal","Australian Open","Roger Federer","Rafael Nadal",103819,104745,8129,2012-01-26,104745,"Slight Dog","Clear Favorite","Common","W",0.0283687943262411,0.00709219858156028,0.773049645390071,0.678899082568807,0.625,0.0709219858156028,0.7,0.377777777777778,1.06666666666667,104745,"Slight Dog","U",0.0814096916299559,0.0306607929515419,0.624669603524229,0.710296191819464,0.496713615023474,0.093568281938326,0.634651600753296,0.335342465753425,0.872219592995741,-0.651530502594332,0.768688350860031,0.237533635426982,-0.0442028404660754,0.258270321361059,0.242029624287107,0.102967359050445,0.126543209876543,0.222933622716585,"Dog",12
"13","20120129-M-Australian_Open-F-Novak_Djokovic-Rafael_Nadal",1,"Total",163,9,2,113,76,50,32,6,2,202,82,57,32,11,64,35,27,2012,20120129,"M","Australian_Open","F","Novak_Djokovic","Rafael_Nadal","Australian Open","Novak Djokovic","Rafael Nadal",104925,104745,8130,2012-01-29,104925,"Clear Favorite","Slight Dog","Favorite Won","W",0.0552147239263804,0.0122699386503067,0.693251533742331,0.672566371681416,0.64,0.0368098159509202,0.333333333333333,0.405940594059406,0.890625,104925,"Clear Favorite","F",0.0837904072820632,0.0299918310187887,0.626794258373206,0.728169800781977,0.534083802376485,0.0722371338545921,0.621970920840065,0.371290545203589,0.952516619183286,-0.341037647179452,0.590890644768566,0.106027256123261,-0.0763605261311978,0.198313817330211,0.490430835406404,-0.464069264069264,0.093323272847731,-0.0649769441674976,"Favorite",13
"14","20120129-M-Australian_Open-F-Novak_Djokovic-Rafael_Nadal",2,"Total",202,10,4,143,91,59,29,20,13,163,55,53,25,7,63,33,26,2012,20120129,"M","Australian_Open","F","Novak_Djokovic","Rafael_Nadal","Australian Open","Novak Djokovic","Rafael Nadal",104925,104745,8130,2012-01-29,104925,"Clear Favorite","Slight Dog","Favorite Won","L",0.0495049504950495,0.0198019801980198,0.707920792079208,0.636363636363636,0.491525423728814,0.099009900990099,0.65,0.337423312883436,0.841269841269841,104745,"Slight Dog","F",0.0814096916299559,0.0306607929515419,0.624669603524229,0.710296191819464,0.496713615023474,0.093568281938326,0.634651600753296,0.335342465753425,0.872219592995741,-0.391903476061892,0.354159553886423,0.133272354033711,-0.104086937685031,-0.0104450354041843,-0.0581566631239396,0.0241839762611277,0.00620514054292479,-0.0354838987503122,"Dog",14
"15","20120219-M-Rotterdam-F-Roger_Federer-Juan_Martin_Del_Potro",1,"Total",69,5,3,37,29,32,16,7,7,46,20,33,20,6,21,11,7,2012,20120219,"M","Rotterdam","F","Roger_Federer","Juan_Martin_Del_Potro","Rotterdam","Roger Federer","Juan Martin Del Potro",103819,105223,6059,2012-02-19,103819,"Clear Favorite","Slight Dog","Favorite Won","W",0.072463768115942,0.0434782608695652,0.536231884057971,0.783783783783784,0.5,0.101449275362319,1,0.434782608695652,1.57142857142857,103819,"Clear Favorite","F",0.0837904072820632,0.0299918310187887,0.626794258373206,0.728169800781977,0.534083802376485,0.0722371338545921,0.621970920840065,0.371290545203589,0.952516619183286,-0.135178232610714,-0.449670106580951,-0.144485009403695,0.0763750198677328,-0.0638173302107729,-0.404392311114233,0.607792207792208,0.171003717472119,0.649764990742059,"Favorite",15
"16","20120219-M-Rotterdam-F-Roger_Federer-Juan_Martin_Del_Potro",2,"Total",46,6,1,29,18,17,8,5,2,69,24,13,4,2,20,13,6,2012,20120219,"M","Rotterdam","F","Roger_Federer","Juan_Martin_Del_Potro","Rotterdam","Roger Federer","Juan Martin Del Potro",103819,105223,6059,2012-02-19,103819,"Clear Favorite","Slight Dog","Favorite Won","L",0.130434782608696,0.0217391304347826,0.630434782608696,0.620689655172414,0.470588235294118,0.108695652173913,0.4,0.347826086956522,0.65,105223,"Slight Dog","F",0.0814096916299559,0.0306607929515419,0.624669603524229,0.710296191819464,0.496713615023474,0.093568281938326,0.634651600753296,0.335342465753425,0.872219592995741,0.602202145680407,0.290979510244878,0.00922916538909676,-0.126153761879981,-0.0525964639163794,-0.161671988864325,-0.36973293768546,0.0372264847968173,-0.254774823657081,"Dog",16
"17","20120221-M-Buenos_Aires-R32-Wayne_Odesnik-David_Nalbandian",1,"Total",61,2,3,34,20,27,9,7,2,42,12,10,5,0,17,8,6,2012,20120221,"M","Buenos_Aires","R32","Wayne_Odesnik","David_Nalbandian","Buenos Aires","Wayne Odesnik","David Nalbandian",104639,103900,7692,2012-02-21,103900,"Heavy Favorite","No Hope","Favorite Won","L",0.0327868852459016,0.0491803278688525,0.557377049180328,0.588235294117647,0.333333333333333,0.114754098360656,0.285714285714286,0.285714285714286,0.588235294117647,104639,"No Hope","F",0.0624754033844943,0.0384691066509248,0.597796143250689,0.65174456879526,0.438845401174168,0.109504132231405,0.51392632524708,0.315139908500904,0.688231081403676,-0.47520330450497,-0.278436962810784,-0.0676135075923549,-0.0974450386215091,-0.240431066518023,-0.047943086916177,-0.444055944055944,-0.0933732034339732,-0.14529391361123,"Dog",17
"18","20120221-M-Buenos_Aires-R32-Wayne_Odesnik-David_Nalbandian",2,"Total",42,2,1,24,17,18,13,1,0,61,32,30,20,6,24,12,11,2012,20120221,"M","Buenos_Aires","R32","Wayne_Odesnik","David_Nalbandian","Buenos Aires","Wayne Odesnik","David Nalbandian",104639,103900,7692,2012-02-21,103900,"Heavy Favorite","No Hope","Favorite Won","W",0.0476190476190476,0.0238095238095238,0.571428571428571,0.708333333333333,0.722222222222222,0.0238095238095238,0,0.524590163934426,1.25,103900,"Heavy Favorite","F",0.0835087719298246,0.0257017543859649,0.637982456140351,0.749484394335212,0.564332444875212,0.0668421052631579,0.665354330708661,0.402553262040952,1.02740778688525,-0.429771908763505,0.0736226231106778,-0.104319302311878,-0.0549058276768788,0.279781498974285,0.64379452568429,-1,0.303157155589165,0.216654200947395,"Favorite",18
"19","20120225-M-Buenos_Aires-SF-David_Ferrer-David_Nalbandian",1,"Total",38,2,1,28,26,10,6,0,0,41,18,10,6,2,9,4,4,2012,20120225,"M","Buenos_Aires","SF","David_Ferrer","David_Nalbandian","Buenos Aires","David Ferrer","David Nalbandian",103970,103900,7714,2012-02-25,103970,"Heavy Favorite","Clear Dog","Favorite Won","W",0.0526315789473684,0.0263157894736842,0.736842105263158,0.928571428571429,0.6,0,NA,0.439024390243902,1.11111111111111,103970,"Heavy Favorite","F",0.0835087719298246,0.0257017543859649,0.637982456140351,0.749484394335212,0.564332444875212,0.0668421052631579,0.665354330708661,0.402553262040952,1.02740778688525,-0.369747899159664,-0.0238907849829351,0.154956689124158,0.2389469822051,0.0632030914555602,1,NA,0.0905995097842247,0.0814704008421287,"Favorite",19
"20","20120225-M-Buenos_Aires-SF-David_Ferrer-David_Nalbandian",2,"Total",41,0,2,27,19,14,4,6,3,38,6,7,2,5,21,4,15,2012,20120225,"M","Buenos_Aires","SF","David_Ferrer","David_Nalbandian","Buenos Aires","David Ferrer","David Nalbandian",103970,103900,7714,2012-02-25,103970,"Heavy Favorite","Clear Dog","Favorite Won","L",0,0.0487804878048781,0.658536585365854,0.703703703703704,0.285714285714286,0.146341463414634,0.5,0.157894736842105,0.333333333333333,103900,"Clear Dog","F",0.082261208576998,0.039766081871345,0.589083820662768,0.705162144275314,0.504743833017078,0.0875243664717349,0.587973273942094,0.347301838307966,0.846959122632104,-1,-0.226685796269727,0.117899630353021,-0.00206823435354633,-0.433941997851772,-0.672008256830898,-0.149621212121212,-0.54536740257017,-0.606435157936041,"Dog",20
"21","20120227-M-Dubai-SF-Andy_Murray-Novak_Djokovic",1,"Total",56,5,3,40,34,16,4,3,2,50,21,14,6,3,16,6,7,2012,20120227,"M","Dubai","SF","Andy_Murray","Novak_Djokovic","Dubai","Andy Murray","Novak Djokovic",104918,104925,7172,2012-03-02,104918,"Clear Dog","Heavy Favorite","Slightly Unusual","W",0.0892857142857143,0.0535714285714286,0.714285714285714,0.85,0.25,0.0535714285714286,0.666666666666667,0.42,0.875,104918,"Clear Dog","U",0.082261208576998,0.039766081871345,0.589083820662768,0.705162144275314,0.504743833017078,0.0875243664717349,0.587973273942094,0.347301838307966,0.846959122632104,0.0853926878808396,-0.347163865546218,0.212536636097192,0.205396527451901,-0.504699248120301,0.387925548838689,0.133838383838384,0.209322709163347,0.0331077104178929,"Dog",21
"22","20120227-M-Dubai-SF-Andy_Murray-Novak_Djokovic",2,"Total",50,2,0,34,23,16,6,5,1,56,18,13,6,5,23,12,11,2012,20120227,"M","Dubai","SF","Andy_Murray","Novak_Djokovic","Dubai","Andy Murray","Novak Djokovic",104918,104925,7172,2012-03-02,104918,"Clear Dog","Heavy Favorite","Slightly Unusual","L",0.04,0,0.68,0.676470588235294,0.375,0.1,0.2,0.321428571428571,0.565217391304348,104925,"Heavy Favorite","U",0.0835087719298246,0.0257017543859649,0.637982456140351,0.749484394335212,0.564332444875212,0.0668421052631579,0.665354330708661,0.402553262040952,1.02740778688525,-0.521008403361345,1,0.0658600302488657,-0.0974187143211714,-0.335498067840275,-0.496062992125984,-0.699408284023669,-0.201525358907978,-0.44986070913683,"Favorite",22
"23","20120301-M-Delray_Beach-R16-Bernard_Tomic-Tim_Smyczek",1,"Total",73,8,4,51,40,22,8,7,7,50,21,18,6,3,26,11,11,2012,20120301,"M","Delray_Beach","R16","Bernard_Tomic","Tim_Smyczek","Delray Beach","Bernard Tomic","Tim Smyczek",106071,105065,6598,2012-03-01,106071,"Heavy Favorite","Heavy Dog","Favorite Won","W",0.10958904109589,0.0547945205479452,0.698630136986301,0.784313725490196,0.363636363636364,0.0958904109589041,1,0.42,0.692307692307692,106071,"Heavy Favorite","F",0.0835087719298246,0.0257017543859649,0.637982456140351,0.749484394335212,0.564332444875212,0.0668421052631579,0.665354330708661,0.402553262040952,1.02740778688525,0.312305744215494,-1.13193697695077,0.0950616749132182,0.0464710558595113,-0.355634490026933,-0.434580951353683,0.502958579881657,0.043340197693575,-0.32616075024452,"Favorite",23
"24","20120301-M-Delray_Beach-R16-Bernard_Tomic-Tim_Smyczek",2,"Total",50,0,1,33,22,17,7,4,1,73,25,16,8,7,27,13,13,2012,20120301,"M","Delray_Beach","R16","Bernard_Tomic","Tim_Smyczek","Delray Beach","Bernard Tomic","Tim Smyczek",106071,105065,6598,2012-03-01,106071,"Heavy Favorite","Heavy Dog","Favorite Won","L",0,0.02,0.66,0.666666666666667,0.411764705882353,0.08,0.25,0.342465753424658,0.592592592592593,105065,"Heavy Dog","F",0.0688161693936477,0.0384985563041386,0.615976900866217,0.701953125,0.461152882205514,0.093599615014437,0.570694087403599,0.302953156822811,0.751182033096927,-1,0.4805,0.0714687500000001,-0.0502689667965127,-0.107097186700767,0.145295629820051,-0.561936936936937,0.130424772648785,-0.211119853134015,"Dog",24
"25","20120303-M-Dubai-F-Andy_Murray-Roger_Federer",1,"Total",66,7,3,33,22,33,18,9,6,64,19,19,5,7,29,9,17,2012,20120303,"M","Dubai","F","Andy_Murray","Roger_Federer","Dubai","Andy Murray","Roger Federer",104918,103819,7174,2012-03-03,103819,"Clear Favorite","Slight Dog","Favorite Won","L",0.106060606060606,0.0454545454545455,0.5,0.666666666666667,0.545454545454545,0.136363636363636,0.666666666666667,0.296875,0.655172413793103,104918,"Slight Dog","F",0.0814096916299559,0.0306607929515419,0.624669603524229,0.710296191819464,0.496713615023474,0.093568281938326,0.634651600753296,0.335342465753425,0.872219592995741,0.302800734618917,-0.482497387669801,-0.199576868829337,-0.0614244109081282,0.0981268259151056,-0.457370313302517,0.0504451038575668,-0.114710988562091,-0.248844649840029,"Dog",25
"26","20120303-M-Dubai-F-Andy_Murray-Roger_Federer",2,"Total",64,5,2,35,26,29,19,3,2,66,26,28,15,7,26,14,10,2012,20120303,"M","Dubai","F","Andy_Murray","Roger_Federer","Dubai","Andy Murray","Roger Federer",104918,103819,7174,2012-03-03,103819,"Clear Favorite","Slight Dog","Favorite Won","W",0.078125,0.03125,0.546875,0.742857142857143,0.655172413793103,0.046875,0.666666666666667,0.393939393939394,1.07692307692308,103819,"Clear Favorite","F",0.0837904072820632,0.0299918310187887,0.626794258373206,0.728169800781977,0.534083802376485,0.0722371338545921,0.621970920840065,0.371290545203589,0.952516619183286,-0.0676140320334261,-0.0419503891050583,-0.127504770992366,0.0201702158746394,0.22672211903416,0.351095516962843,0.0718614718614717,0.0610003379520108,0.130608175473579,"Favorite",26
"27","20120313-M-Indian_Wells_Masters-R32-Ryan_Harrison-Guillermo_Garcia_Lopez",1,"Total",70,4,3,46,32,24,12,8,5,72,34,23,13,3,27,10,14,2012,20120313,"M","Indian_Wells_Masters","R32","Ryan_Harrison","Guillermo_Garcia_Lopez","Indian Wells Masters","Ryan Harrison","Guillermo Garcia Lopez",105992,104198,8407,2012-03-13,105992,"Clear Favorite","Clear Dog","Favorite Won","W",0.0571428571428571,0.0428571428571429,0.657142857142857,0.695652173913043,0.5,0.114285714285714,0.625,0.472222222222222,0.851851851851852,105992,"Clear Favorite","F",0.0837904072820632,0.0299918310187887,0.626794258373206,0.728169800781977,0.534083802376485,0.0722371338545921,0.621970920840065,0.371290545203589,0.952516619183286,-0.318026263430163,-0.428960533629794,0.0484187568157033,-0.0446566540304381,-0.0638173302107729,-0.582090930071544,0.00487012987012979,0.271840148698885,-0.10568295114656,"Favorite",27
"28","20120313-M-Indian_Wells_Masters-R32-Ryan_Harrison-Guillermo_Garcia_Lopez",2,"Total",72,0,2,37,20,35,18,7,2,70,26,19,14,4,32,22,8,2012,20120313,"M","Indian_Wells_Masters","R32","Ryan_Harrison","Guillermo_Garcia_Lopez","Indian Wells Masters","Ryan Harrison","Guillermo Garcia Lopez",105992,104198,8407,2012-03-13,105992,"Clear Favorite","Clear Dog","Favorite Won","L",0,0.0277777777777778,0.513888888888889,0.540540540540541,0.514285714285714,0.0972222222222222,0.285714285714286,0.371428571428571,0.59375,104198,"Clear Dog","F",0.082261208576998,0.039766081871345,0.589083820662768,0.705162144275314,0.504743833017078,0.0875243664717349,0.587973273942094,0.347301838307966,0.846959122632104,-1,0.301470588235294,-0.12764725347452,-0.233452128806422,0.0189044038668097,-0.110801781737194,-0.514069264069264,0.0694690625254086,-0.298962625073573,"Dog",28
"29","20120314-M-Indian_Wells_Masters-R16-Roger_Federer-Thomaz_Bellucci",1,"Total",73,8,1,50,41,23,12,3,1,83,30,27,12,2,40,23,16,2012,20120314,"M","Indian_Wells_Masters","R16","Roger_Federer","Thomaz_Bellucci","Indian Wells Masters","Roger Federer","Thomaz Bellucci",103819,105064,8424,2012-03-15,103819,"Sure Thing","No Hope","Favorite Won","W",0.10958904109589,0.0136986301369863,0.684931506849315,0.82,0.521739130434783,0.0410958904109589,0.333333333333333,0.36144578313253,0.675,103819,"Sure Thing","F",0.0680942184154176,0.0241970021413276,0.663597430406852,0.751532752500807,0.56524506683641,0.0605995717344754,0.643109540636042,0.441474834178697,1.0952380952381,0.609373653829586,0.433870772214814,0.0321491245518881,0.0911034778875052,-0.0769682726204466,0.321845200638947,-0.481684981684982,-0.181276586682568,-0.383695652173913,"Favorite",29
"30","20120314-M-Indian_Wells_Masters-R16-Roger_Federer-Thomaz_Bellucci",2,"Total",83,6,4,45,34,38,19,7,4,73,20,19,7,5,32,12,16,2012,20120314,"M","Indian_Wells_Masters","R16","Roger_Federer","Thomaz_Bellucci","Indian Wells Masters","Roger Federer","Thomaz Bellucci",103819,105064,8424,2012-03-15,103819,"Sure Thing","No Hope","Favorite Won","L",0.072289156626506,0.0481927710843374,0.542168674698795,0.755555555555556,0.5,0.0843373493975904,0.571428571428571,0.273972602739726,0.59375,105064,"No Hope","F",0.0624754033844943,0.0384691066509248,0.597796143250689,0.65174456879526,0.438845401174168,0.109504132231405,0.51392632524708,0.315139908500904,0.688231081403676,0.157081870790247,-0.252765537854744,-0.0930542446282828,0.159281705948373,0.139353400222965,0.229824960218231,0.111888111888112,-0.130631838909289,-0.137281044051335,"Dog",30
