Year,Odds_Name,Odds_LN,atp_ln,atp_fn,atp_name,atp_player_id,Odds_Check,Odds_Boolean
2010,Del Bonis F.,Del,Delbonis,Federico,Federico Del,105643,Delbonis F.,TRUE
2010,Del Potro J.M.,Del,Del Potro,Juan Martin,Juan Martin Del,105223,Del Potro J.,TRUE
2010,Delgado R.,Delgado,Delgado,Ramon,Ramon Delgado,102887,Delgado R.,TRUE
2010,Dent T.,Dent,Dent,Taylor,Taylor Dent,103758,Dent T.,TRUE
2010,Devvarman S.,Devvarman,Devvarman,Somdev,Somdev Devvarman,104500,Devvarman S.,TRUE
2010,Di Mauro A.,Di,Di Mauro,Alfio,Alfio Di,106499,Di Mauro A.,TRUE
2010,Dimitrov G.,Dimitrov,Dimitrov,Grigor,Grigor Dimitrov,105777,Dimitrov G.,TRUE
2010,Djokovic N.,Djokovic,Djokovic,Novak,Novak Djokovic,104925,Djokovic N.,TRUE
2010,Djokovic N.,Djokovic,Djokovic,Novak,Novak Djokovic,104925,Djokovic N.,TRUE
2010,Dodig I.,Dodig,Dodig,Ivan,Ivan Dodig,104471,Dodig I.,TRUE
2010,Dolgopolov O.,Dolgopolov,Dolgopolov,Alexandr,Alexandr Dolgopolov,105238,Dolgopolov O.,TRUE
2010,Donskoy E.,Donskoy,Donskoy,Evgeny,Evgeny Donskoy,105539,Donskoy E.,TRUE
2010,Duclos P.L.,Duclos,Duclos,Pierre Ludovic,Pierre Ludovic Duclos,104661,Duclos P.,TRUE
2010,Dustov F.,Dustov,Dustov,Farrukh,Farrukh Dustov,104736,Dustov F.,TRUE
2010,Dutra Silva R.,Dutra,Dutra Silva,Rogerio,Rogerio Dutra,104297,Dutra Silva R.,TRUE
2010,Ebden M.,Ebden,Ebden,Matthew,Matthew Ebden,105051,Ebden M.,TRUE
2010,El Amrani R.,El,El Amrani,Reda,Reda El,105149,El Amrani R.,TRUE
2010,El Aynaoui Y.,El,El Aynaoui,Younes,Younes El,101962,El Aynaoui Y.,TRUE
2010,Eleskovic E.,Eleskovic,Eleskovic,Ervin,Ervin Eleskovic,104914,Eleskovic E.,TRUE
2010,Emmrich M.,Emmrich,Emmrich,Martin,Martin Emmrich,104465,Emmrich M.,TRUE
2010,Evans B.,Evans,Evans,Brendan,Brendan Evans,104717,Evans B.,TRUE
2010,Evans D.,Evans,Evans,Daniel,Daniel Evans,105554,Evans D.,TRUE
2010,Fabbiano T.,Fabbiano,Fabbiano,Thomas,Thomas Fabbiano,105341,Fabbiano T.,TRUE
2010,Falla A.,Falla,Falla,Alejandro,Alejandro Falla,104268,Falla A.,TRUE
2010,Federer R.,Federer,Federer,Roger,Roger Federer,103819,Federer R.,TRUE
2010,Ferrer D.,Ferrer,Ferrer,David,David Ferrer,103970,Ferrer D.,TRUE
2010,Ferrero J.C.,Ferrero,Ferrero,Juan Carlos,Juan Carlos Ferrero,103507,Ferrero J.,TRUE
2010,Fischer M.,Fischer,Fischer,Martin,Martin Fischer,104770,Fischer M.,TRUE
2010,Fish M.,Fish,Fish,Mardy,Mardy Fish,103888,Fish M.,TRUE
2010,Fognini F.,Fognini,Fognini,Fabio,Fabio Fognini,104926,Fognini F.,TRUE
2010,Gabashvili T.,Gabashvili,Gabashvili,Teymuraz,Teymuraz Gabashvili,104559,Gabashvili T.,TRUE
2010,Galvani S.,Galvani,Galvani,Stefano,Stefano Galvani,102999,Galvani S.,TRUE
2010,Garcia-Lopez G.,Garcia-Lopez,Garcia Lopez,Guillermo,Guillermo Garcia-Lopez,104198,Garcia Lopez G.,TRUE
2010,Gasquet R.,Gasquet,Gasquet,Richard,Richard Gasquet,104755,Gasquet R.,TRUE
2010,Gaudio G.,Gaudio,Gaudio,Gaston,Gaston Gaudio,103292,Gaudio G.,TRUE
2010,Gicquel M.,Gicquel,Gicquel,Marc,Marc Gicquel,102967,Gicquel M.,TRUE
2010,Gil F.,Gil,Gil,Frederico,Frederico Gil,104523,Gil F.,TRUE
2010,Gimeno-Traver D.,Gimeno-Traver,Gimeno Traver,Daniel,Daniel Gimeno-Traver,104593,Gimeno Traver D.,TRUE
2010,Ginepri R.,Ginepri,Ginepri,Robby,Robby Ginepri,104068,Ginepri R.,TRUE
2010,Giraldo S.,Giraldo,Giraldo,Santiago,Santiago Giraldo,105053,Giraldo S.,TRUE
2010,Gojowczyk P.,Gojowczyk,Gojowczyk,Peter,Peter Gojowczyk,105376,Gojowczyk P.,TRUE
2010,Golubev A.,Golubev,Golubev,Andrey,Andrey Golubev,104979,Golubev A.,TRUE
2010,Gong M.X.,Gong,Gong,Mao Xin,Mao Xin Gong,105001,Gong M.,TRUE
2010,Gonzalez F.,Gonzalez,Gonzalez,Fernando,Fernando Gonzalez,103602,Gonzalez F.,TRUE
2010,Gonzalez M.,Gonzalez,Gonzalez,Maximo,Maximo Gonzalez,104216,Gonzalez M.,TRUE
2010,Gonzalez S.,Gonzalez,Gonzalez,Santiago,Santiago Gonzalez,104136,Gonzalez S.,TRUE
2010,Granollers M.,Granollers,Granollers,Marcel,Marcel Granollers,104719,Granollers M.,TRUE
2010,Greul S.,Greul,Greul,Simon,Simon Greul,103752,Greul S.,TRUE
2010,Grosjean S.,Grosjean,Grosjean,Sebastien,Sebastien Grosjean,103206,Grosjean S.,TRUE
2010,Guccione C.,Guccione,Guccione,Chris,Chris Guccione,104589,Guccione C.,TRUE
2010,Guez D.,Guez,Guez,David,David Guez,104095,Guez D.,TRUE
2010,Gulbis E.,Gulbis,Gulbis,Ernests,Ernests Gulbis,105208,Gulbis E.,TRUE
2010,Haas T.,Haas,Haas,Tommy,Tommy Haas,103163,Haas T.,TRUE
2010,Haase R.,Haase,Haase,Robin,Robin Haase,104898,Haase R.,TRUE
2010,Haider-Maurer A.,Haider-Maurer,Haider Maurer,Andreas,Andreas Haider-Maurer,104890,Haider Maurer A.,TRUE
2010,Hajek J.,Hajek,Hajek,Jan,Jan Hajek,104225,Hajek J.,TRUE
2010,Hajji A.,Hajji,Hajji,Abdulla,Abdulla Hajji,108993,Hajji A.,TRUE
2010,Hanescu V.,Hanescu,Hanescu,Victor,Victor Hanescu,103812,Hanescu V.,TRUE
2010,Harrison R.,Harrison,Harrison,Ryan,Ryan Harrison,105992,Harrison R.,TRUE
2010,Hernandez O.,Hernandez,Hernandez,Oscar,Oscar Hernandez,103169,Hernandez O.,TRUE
2010,Hernych J.,Hernych,Hernych,Jan,Jan Hernych,103401,Hernych J.,TRUE
2010,Hewitt L.,Hewitt,Hewitt,Lleyton,Lleyton Hewitt,103720,Hewitt L.,TRUE
2010,Hocevar R.,Hocevar,Hocevar,Ricardo,Ricardo Hocevar,104550,Hocevar R.,TRUE
2010,Hrbaty D.,Hrbaty,Hrbaty,Dominik,Dominik Hrbaty,103103,Hrbaty D.,TRUE
2010,Huta Galung J.,Huta,Huta Galung,Jesse,Jesse Huta,104619,Huta Galung J.,TRUE
2010,Ilhan M.,Ilhan,Ilhan,Marsel,Marsel Ilhan,104947,Ilhan M.,TRUE
2010,Im K.T.,Im,Im,Kyu Tae,Kyu Tae Im,103682,Im K.,TRUE
2010,Isner J.,Isner,Isner,John,John Isner,104545,Isner J.,TRUE
2010,Istomin D.,Istomin,Istomin,Denis,Denis Istomin,104797,Istomin D.,TRUE
2010,Ito T.,Ito,Ito,Tatsuma,Tatsuma Ito,105147,Ito T.,TRUE
2010,Janowicz J.,Janowicz,Janowicz,Jerzy,Jerzy Janowicz,105668,Janowicz J.,TRUE
2010,Jelenic P.,Jelenic,Jelenic,Petar,Petar Jelenic,104948,Jelenic P.,TRUE
2010,Johnson S.,Johnson,Johnson,Steve,Steve Johnson,105449,Johnson S.,TRUE
2010,Jouan R.,Jouan,Jouan,Romain,Romain Jouan,104579,Jouan R.,TRUE
2010,Junaid R.,Junaid,Junaid,Rameez,Rameez Junaid,103782,Junaid R.,TRUE
2010,Junqueira D.,Junqueira,Junqueira,Diego,Diego Junqueira,103675,Junqueira D.,TRUE
2010,Kamke T.,Kamke,Kamke,Tobias,Tobias Kamke,104735,Kamke T.,TRUE
2010,Karlovic I.,Karlovic,Karlovic,Ivo,Ivo Karlovic,103333,Karlovic I.,TRUE
2010,Kavcic B.,Kavcic,Kavcic,Blaz,Blaz Kavcic,104882,Kavcic B.,TRUE
2010,Kendrick R.,Kendrick,Kendrick,Robert,Robert Kendrick,103470,Kendrick R.,TRUE
2010,Kiefer N.,Kiefer,Kiefer,Nicolas,Nicolas Kiefer,103017,Kiefer N.,TRUE
2010,Kim K.,Kim,Kim,Kevin,Kevin Kim,103240,Kim K.,TRUE
2010,Kindlmann D.,Kindlmann,Kindlmann,Dieter,Dieter Kindlmann,104010,Kindlmann D.,TRUE
2010,King-Turner D.,King-Turner,King Turner,Daniel,Daniel King-Turner,104368,King Turner D.,TRUE
2010,Klaasen R.,Klaasen,Klaasen,Raven,Raven Klaasen,104071,Klaasen R.,TRUE
2010,Klahn B.,Klahn,Klahn,Bradley,Bradley Klahn,105614,Klahn B.,TRUE
2010,Klizan M.,Klizan,Klizan,Martin,Martin Klizan,105373,Klizan M.,TRUE
2010,Knittel B.,Knittel,Knittel,Bastian,Bastian Knittel,104226,Knittel B.,TRUE
2010,Koellerer D.,Koellerer,Koellerer,Daniel,Daniel Koellerer,104230,Koellerer D.,TRUE
2010,Kohlschreiber P.,Kohlschreiber,Kohlschreiber,Philipp,Philipp Kohlschreiber,104259,Kohlschreiber P.,TRUE
2010,Kontinen H.,Kontinen,Kontinen,Henri,Henri Kontinen,105573,Kontinen H.,TRUE
2010,Korolev E.,Korolev,Korolev,Evgeny,Evgeny Korolev,105095,Korolev E.,TRUE
2010,Koubek S.,Koubek,Koubek,Stefan,Stefan Koubek,102905,Koubek S.,TRUE
2010,Krajinovic F.,Krajinovic,Krajinovic,Filip,Filip Krajinovic,105936,Krajinovic F.,TRUE
2010,Kravchuk K.,Kravchuk,Kravchuk,Konstantin,Konstantin Kravchuk,104505,Kravchuk K.,TRUE
2010,Krawietz K.,Krawietz,Krawietz,Kevin,Kevin Krawietz,105906,Krawietz K.,TRUE
2010,Kubler J.,Kubler,Kubler,Jason,Jason Kubler,106186,Kubler J.,TRUE
2010,Kubot L.,Kubot,Kubot,Lukasz,Lukasz Kubot,103997,Kubot L.,TRUE
2010,Kudla D.,Kudla,Kudla,Denis,Denis Kudla,106045,Kudla D.,TRUE
2010,Kudryavtsev A.,Kudryavtsev,Kudryavtsev,Alexander,Alexander Kudryavtsev,104628,Kudryavtsev A.,TRUE
2010,Kukushkin M.,Kukushkin,Kukushkin,Mikhail,Mikhail Kukushkin,105062,Kukushkin M.,TRUE
2010,Kunitsyn I.,Kunitsyn,Kunitsyn,Igor,Igor Kunitsyn,103857,Kunitsyn I.,TRUE
2010,Kuznetsov A.,Kuznetsov,Kuznetsov,Alex,Alex Kuznetsov,104864,Kuznetsov A.,TRUE
2010,Lacko L.,Lacko,Lacko,Lukas,Lukas Lacko,105041,Lacko L.,TRUE
2010,Lajovic D.,Lajovic,Lajovic,Dusan,Dusan Lajovic,105583,Lajovic D.,TRUE
2010,Lammer M.,Lammer,Lammer,Michael,Michael Lammer,103967,Lammer M.,TRUE
2010,Lapentti G.,Lapentti,Lapentti,Giovanni,Giovanni Lapentti,104117,Lapentti G.,TRUE
2010,Lapentti N.,Lapentti,Lapentti,Nicolas,Nicolas Lapentti,102839,Lapentti N.,TRUE
2010,Ledovskikh M.,Ledovskikh,Ledovskikh,Mikhail,Mikhail Ledovskikh,104783,Ledovskikh M.,TRUE
2010,Lemke J.,Lemke,Lemke,James,James Lemke,105084,Lemke J.,TRUE
2010,Levine J.,Levine,Levine,Jesse,Jesse Levine,105028,Levine J.,TRUE
2010,Levy H.,Levy,Levy,Harel,Harel Levy,103248,Levy H.,TRUE
2010,Lindahl N.,Lindahl,Lindahl,Nick,Nick Lindahl,105194,Lindahl N.,TRUE
2010,Lindell C.,Lindell,Lindell,Christian,Christian Lindell,105872,Lindell C.,TRUE
2010,Ljubicic I.,Ljubicic,Ljubicic,Ivan,Ivan Ljubicic,103344,Ljubicic I.,TRUE
2010,Llodra M.,Llodra,Llodra,Michael,Michael Llodra,103566,Llodra M.,TRUE
2010,Lojda D.,Lojda,Lojda,Dusan,Dusan Lojda,105116,Lojda D.,TRUE
2010,Lopez F.,Lopez,Lopez,Feliciano,Feliciano Lopez,103852,Lopez F.,TRUE
2010,Lopez M.,Lopez,Lopez,Marc,Marc Lopez,104043,Lopez M.,TRUE
2010,Lorenzi P.,Lorenzi,Lorenzi,Paolo,Paolo Lorenzi,103893,Lorenzi P.,TRUE
2010,Lu Y.H.,Lu,Lu,Yen Hsun,Yen Hsun Lu,104229,Lu Y.,TRUE
2010,Luczak P.,Luczak,Luczak,Peter,Peter Luczak,103429,Luczak P.,TRUE
2010,Maamoun K.,Maamoun,Maamoun,Karim,Karim Maamoun,103472,Maamoun K.,TRUE
2010,Machado R.,Machado,Machado,Rui,Rui Machado,104349,Machado R.,TRUE
2010,Mahut N.,Mahut,Mahut,Nicolas,Nicolas Mahut,103917,Mahut N.,TRUE
2010,Malisse X.,Malisse,Malisse,Xavier,Xavier Malisse,103598,Malisse X.,TRUE
2010,Mannarino A.,Mannarino,Mannarino,Adrian,Adrian Mannarino,105173,Mannarino A.,TRUE
2010,Marchenko I.,Marchenko,Marchenko,Illya,Illya Marchenko,105011,Marchenko I.,TRUE
2010,Marrero D.,Marrero,Marrero,David,David Marrero,103543,Marrero D.,TRUE
2010,Marti J.,Marti,Marti,Javier,Javier Marti,105894,Marti J.,TRUE
2010,Marti Y.,Marti,Marti,Yann,Yann Marti,105161,Marti Y.,TRUE
2010,Martin A.,Martin,Martin,Andrej,Andrej Martin,105413,Martin A.,TRUE
2010,Massu N.,Massu,Massu,Nicolas,Nicolas Massu,103454,Massu N.,TRUE
2010,Mathieu P.H.,Mathieu,Mathieu,Paul Henri,Paul Henri Mathieu,103908,Mathieu P.,TRUE
2010,Matosevic M.,Matosevic,Matosevic,Marinko,Marinko Matosevic,104594,Matosevic M.,TRUE
2010,Mayer F.,Mayer,Mayer,Florian,Florian Mayer,104252,Mayer F.,TRUE
2010,Mayer L.,Mayer,Mayer,Leonardo,Leonardo Mayer,104919,Mayer L.,TRUE
2010,Meffert D.,Meffert,Meffert,Dominik,Dominik Meffert,103747,Meffert D.,TRUE
2010,Mello R.,Mello,Mello,Ricardo,Ricardo Mello,103672,Mello R.,TRUE
2010,Melzer G.,Melzer,Melzer,Gerald,Gerald Melzer,105589,Melzer G.,TRUE
2010,Melzer J.,Melzer,Melzer,Jurgen,Jurgen Melzer,103781,Melzer J.,TRUE
2010,Mertens Y.,Mertens,Mertens,Yannick,Yannick Mertens,104963,Mertens Y.,TRUE
2010,Millman J.,Millman,Millman,John,John Millman,105357,Millman J.,TRUE
2010,Mina G.,Mina,Mina,Gianni,Gianni Mina,105917,Mina G.,TRUE
2010,Monaco J.,Monaco,Monaco,Juan,Juan Monaco,104338,Monaco J.,TRUE
2010,Monfils G.,Monfils,Monfils,Gael,Gael Monfils,104792,Monfils G.,TRUE
2010,Montanes A.,Montanes,Montanes,Albert,Albert Montanes,103656,Montanes A.,TRUE
2010,Moya C.,Moya,Moya,Carlos,Carlos Moya,102845,Moya C.,TRUE
2010,Muller G.,Muller,Muller,Gilles,Gilles Muller,104180,Muller G.,TRUE
2010,Munoz-De La Nava D.,Munoz-De,Munoz De La Nava,Daniel,Daniel Munoz-De,103926,Munoz De La Nava D.,TRUE
2010,Murray A.,Murray,Murray,Andy,Andy Murray,104918,Murray A.,TRUE
2010,Muster T.,Muster,Muster,Thomas,Thomas Muster,101404,Muster T.,TRUE
2010,Nadal R.,Nadal,Nadal,Rafael,Rafael Nadal,104745,Nadal R.,TRUE
2010,Nalbandian D.,Nalbandian,Nalbandian,David,David Nalbandian,103900,Nalbandian D.,TRUE
2010,Navarro-Pastor I.,Navarro-Pastor,Navarro Pastor,Pablo,Pablo Navarro-Pastor,103868,Navarro Pastor P.,TRUE
2010,Nielsen F.,Nielsen,Nielsen,Frederik,Frederik Nielsen,104233,Nielsen F.,TRUE
2010,Nieminen J.,Nieminen,Nieminen,Jarkko,Jarkko Nieminen,103813,Nieminen J.,TRUE
2010,Niland C.,Niland,Niland,Conor,Conor Niland,103851,Niland C.,TRUE
2010,Nishikori K.,Nishikori,Nishikori,Kei,Kei Nishikori,105453,Nishikori K.,TRUE
2010,Odesnik W.,Odesnik,Odesnik,Wayne,Wayne Odesnik,104639,Odesnik W.,TRUE
2010,Okun N.,Okun,Okun,Noam,Noam Okun,103174,Okun N.,TRUE
2010,Ouanna J.,Ouanna,Ouanna,Josselin,Josselin Ouanna,104721,Ouanna J.,TRUE
2010,Paire B.,Paire,Paire,Benoit,Benoit Paire,105332,Paire B.,TRUE
2010,Patience O.,Patience,Patience,Olivier,Olivier Patience,103535,Patience O.,TRUE
2010,Petzschner P.,Petzschner,Petzschner,Philipp,Philipp Petzschner,104332,Petzschner P.,TRUE
2010,Peya A.,Peya,Peya,Alexander,Alexander Peya,103580,Peya A.,TRUE
2010,Phau B.,Phau,Phau,Bjorn,Bjorn Phau,103451,Phau B.,TRUE
2010,Podlipnik H.,Podlipnik,Podlipnik Castillo,Hans,Hans Podlipnik,105070,Podlipnik Castillo H.,TRUE
2010,Poerschke L.,Poerschke,Poerschke,Lars,Lars Poerschke,104385,Poerschke L.,TRUE
2010,Polansky P.,Polansky,Polansky,Peter,Peter Polansky,105166,Polansky P.,TRUE
2010,Prpic F.,Prpic,Prpic,Filip,Filip Prpic,104004,Prpic F.,TRUE
2010,Przysiezny M.,Przysiezny,Przysiezny,Michal,Michal Przysiezny,104308,Przysiezny M.,TRUE
2010,Querrey S.,Querrey,Querrey,Sam,Sam Querrey,105023,Querrey S.,TRUE
2010,Ram R.,Ram,Ram,Rajeev,Rajeev Ram,104330,Ram R.,TRUE
2010,Ramirez-Hidalgo R.,Ramirez-Hidalgo,Ramirez Hidalgo,Ruben,Ruben Ramirez-Hidalgo,103105,Ramirez Hidalgo R.,TRUE
2010,Ramos-Vinolas A.,Ramos-Vinolas,Ramos,Albert,Albert Ramos-Vinolas,105077,Ramos A.,TRUE
2010,Raonic M.,Raonic,Raonic,Milos,Milos Raonic,105683,Raonic M.,TRUE
2010,Recouderc L.,Recouderc,Recouderc,Laurent,Laurent Recouderc,104397,Recouderc L.,TRUE
2010,Reister J.,Reister,Reister,Julian,Julian Reister,104714,Reister J.,TRUE
2010,Reynolds B.,Reynolds,Reynolds,Bobby,Bobby Reynolds,104035,Reynolds B.,TRUE
2010,Riba P.,Riba,Riba,Pere,Pere Riba,105137,Riba P.,TRUE
2010,Riba-Madrid P.,Riba-Madrid,Riba,Pere,Pere Riba-Madrid,105137,Riba P.,TRUE
2010,Robert S.,Robert,Robert,Stephane,Stephane Robert,103565,Robert S.,TRUE
2010,Robredo T.,Robredo,Robredo,Tommy,Tommy Robredo,103990,Robredo T.,TRUE
2010,Rochus C.,Rochus,Rochus,Oliver,Oliver Rochus,103694,Rochus C.,TRUE
2010,Rochus O.,Rochus,Rochus,Olivier,Olivier Rochus,103694,Rochus O.,TRUE
2010,Roddick A.,Roddick,Roddick,Andy,Andy Roddick,104053,Roddick A.,TRUE
2010,Roger-Vasselin E.,Roger-Vasselin,Vasselin,R,R Roger-Vasselin,104273,Vasselin R.,TRUE
2010,Rosol L.,Rosol,Rosol,Lukas,Lukas Rosol,104586,Rosol L.,TRUE
2010,Rufin G.,Rufin,Rufin,Guillaume,Guillaume Rufin,105558,Rufin G.,TRUE
2010,Russell M.,Russell,Russell,Michael,Michael Russell,103188,Russell M.,TRUE
2010,Ryderstedt M.,Ryderstedt,Ryderstedt,Michael,Michael Ryderstedt,104453,Ryderstedt M.,TRUE
2010,Saavedra Corvalan C.,Saavedra,Saavedra Corvalan,Cristobal,Cristobal Saavedra,105601,Saavedra Corvalan C.,TRUE
2010,Sadecky A.,Sadecky,Sadecky,Alexander,Alexander Sadecky,104967,Sadecky A.,TRUE
2010,Santoro F.,Santoro,Santoro,Fabrice,Fabrice Santoro,102148,Santoro F.,TRUE
2010,Schoorel T.,Schoorel,Schoorel,Thomas,Thomas Schoorel,105318,Schoorel T.,TRUE
2010,Schuettler R.,Schuettler,Schuettler,Rainer,Rainer Schuettler,102783,Schuettler R.,TRUE
2010,Schukin Y.,Schukin,Schukin,Yuri,Yuri Schukin,103393,Schukin Y.,TRUE
2010,Schwank E.,Schwank,Schwank,Eduardo,Eduardo Schwank,104724,Schwank E.,TRUE
2010,Sela D.,Sela,Sela,Dudi,Dudi Sela,104534,Sela D.,TRUE
2010,Seppi A.,Seppi,Seppi,Andreas,Andreas Seppi,104312,Seppi A.,TRUE
